h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,8,"[1, 32, 3]",128,3,3,True,False
2,8,"[1, 11, 3]",44,3,3,True,False
2,8,"[1, 7, 3]",28,3,3,True,False
2,8,"[1, 6, 3]",24,3,3,True,False
2,8,"[1, 4, 3]",16,3,3,True,False
2,8,"[1, 3, 3]",12,3,3,True,False
2,8,"[1, 2, 3]",8,3,3,True,True
3,8,"[1, 147, 190, 3]",28647,3,3,True,False
3,8,"[1, 242, 71, 3]",17637,3,3,True,False
3,8,"[1, 144, 248, 3]",36600,3,3,True,False
3,8,"[1, 61, 192, 3]",12349,3,3,True,False
3,8,"[1, 33, 127, 3]",4605,3,3,True,False
3,8,"[1, 32, 181, 3]",6367,3,3,True,False
3,8,"[1, 295, 43, 3]",13109,3,3,True,False
3,8,"[1, 113, 20, 3]",2433,3,3,True,False
3,8,"[1, 26, 123, 3]",3593,3,3,True,False
3,8,"[1, 20, 228, 3]",5264,3,3,True,False
3,8,"[1, 4, 70, 3]",494,3,3,True,False
3,8,"[1, 15, 21, 3]",393,3,3,True,False
3,8,"[1, 224, 16, 3]",3856,3,3,True,False
3,8,"[1, 11, 32, 3]",459,3,3,True,False
3,8,"[1, 13, 18, 3]",301,3,3,True,False
3,8,"[1, 10, 5, 3]",75,3,3,True,False
3,8,"[1, 8, 15, 3]",173,3,3,True,False
3,8,"[1, 2, 238, 3]",1192,3,3,True,False
3,8,"[1, 3, 45, 3]",273,3,3,True,False
3,8,"[1, 7, 2, 3]",27,3,3,True,False
3,8,"[1, 6, 35, 3]",321,3,3,True,False
3,8,"[1, 2, 113, 3]",567,3,3,True,False
3,8,"[1, 2, 57, 3]",287,3,3,True,False
3,8,"[1, 5, 6, 3]",53,3,3,True,False
3,8,"[1, 4, 23, 3]",165,3,3,True,False
3,8,"[1, 2, 24, 3]",122,3,3,True,False
3,8,"[1, 4, 13, 3]",95,3,3,True,False
3,8,"[1, 5, 4, 3]",37,3,3,True,False
3,8,"[1, 3, 23, 3]",141,3,3,True,False
3,8,"[1, 2, 21, 3]",107,3,3,True,False
3,8,"[1, 2, 14, 3]",72,3,3,True,False
3,8,"[1, 6, 2, 3]",24,3,3,True,False
3,8,"[1, 2, 3, 3]",17,3,3,True,False
3,8,"[1, 3, 2, 3]",15,3,3,True,False
3,8,"[1, 2, 2, 3]",12,3,3,True,True
