h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,9,"[1, 78, 7]",624,7,7,True,False
2,9,"[1, 14, 7]",112,7,7,True,False
2,9,"[1, 6, 7]",48,7,7,True,False
2,9,"[1, 3, 7]",24,7,7,True,False
2,9,"[1, 2, 7]",16,7,7,True,True
3,9,"[1, 272, 88, 7]",24824,7,7,True,False
3,9,"[1, 49, 49, 7]",2793,7,7,True,False
3,9,"[1, 132, 30, 7]",4302,7,7,True,False
3,9,"[1, 15, 44, 7]",983,7,7,True,False
3,9,"[1, 2, 141, 7]",1271,7,7,True,False
3,9,"[1, 105, 28, 7]",3241,7,7,True,False
3,9,"[1, 75, 11, 7]",977,7,7,True,False
3,9,"[1, 57, 10, 7]",697,7,7,True,False
3,9,"[1, 13, 98, 7]",1973,7,7,True,False
3,9,"[1, 52, 25, 7]",1527,7,7,True,False
3,9,"[1, 56, 23, 7]",1505,7,7,True,False
3,9,"[1, 112, 6, 7]",826,7,7,True,False
3,9,"[1, 12, 93, 7]",1779,7,7,True,False
3,9,"[1, 2, 40, 7]",362,7,7,True,False
3,9,"[1, 20, 16, 7]",452,7,7,True,False
3,9,"[1, 78, 9, 7]",843,7,7,True,False
3,9,"[1, 30, 8, 7]",326,7,7,True,False
3,9,"[1, 18, 19, 7]",493,7,7,True,False
3,9,"[1, 17, 14, 7]",353,7,7,True,False
3,9,"[1, 158, 4, 7]",818,7,7,True,False
3,9,"[1, 46, 4, 7]",258,7,7,True,False
3,9,"[1, 139, 2, 7]",431,7,7,True,False
3,9,"[1, 75, 3, 7]",321,7,7,True,False
3,9,"[1, 26, 3, 7]",125,7,7,True,False
3,9,"[1, 12, 24, 7]",468,7,7,True,False
3,9,"[1, 8, 27, 7]",413,7,7,True,False
3,9,"[1, 33, 2, 7]",113,7,7,True,False
3,9,"[1, 3, 11, 7]",113,7,7,True,False
3,9,"[1, 31, 2, 7]",107,7,7,True,False
3,9,"[1, 11, 10, 7]",191,7,7,True,False
3,9,"[1, 8, 10, 7]",158,7,7,True,False
3,9,"[1, 6, 9, 7]",123,7,7,True,False
3,9,"[1, 25, 5, 7]",185,7,7,True,False
3,9,"[1, 18, 7, 7]",193,7,7,True,False
3,9,"[1, 6, 6, 7]",84,7,7,True,False
3,9,"[1, 2, 36, 7]",326,7,7,True,False
3,9,"[1, 5, 9, 7]",113,7,7,True,False
3,9,"[1, 16, 2, 7]",62,7,7,True,False
3,9,"[1, 6, 5, 7]",71,7,7,True,False
3,9,"[1, 15, 4, 7]",103,7,7,True,False
3,9,"[1, 14, 3, 7]",77,7,7,True,False
3,9,"[1, 2, 15, 7]",137,7,7,True,False
3,9,"[1, 4, 4, 7]",48,7,7,True,False
3,9,"[1, 3, 7, 7]",73,7,7,True,False
3,9,"[1, 14, 2, 7]",56,7,7,True,False
3,9,"[1, 5, 3, 7]",41,7,7,True,False
3,9,"[1, 13, 2, 7]",53,7,7,True,False
3,9,"[1, 7, 2, 7]",35,7,7,True,False
3,9,"[1, 2, 3, 7]",29,7,7,True,False
3,9,"[1, 3, 2, 7]",23,7,7,True,False
3,9,"[1, 2, 2, 7]",20,7,7,True,True
