h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,8.0,"[3, 35, 6]",315.0,270.0,270.0,True,False,,,,,,,,,
2.0,8.0,"[3, 34, 6]",306.0,270.0,270.0,True,True,,,,,,,,,
2.0,8.0,"[3, 33, 6]",297.0,264.0,270.0,False,False,,,,,,,,,
2.0,8.0,"[3, 32, 6]",288.0,256.0,270.0,False,False,256.0,0.0,14.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.9213441000001694,nonfilling,[[34]],
2.0,8.0,"[3, 31, 6]",279.0,248.0,270.0,False,False,248.0,0.0,22.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.8088937000002261,nonfilling,[[34]],
2.0,8.0,"[3, 30, 6]",270.0,240.0,270.0,False,False,240.0,0.0,30.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.7208583000001454,nonfilling,[[34]],
2.0,8.0,"[3, 29, 6]",261.0,232.0,270.0,False,False,232.0,0.0,38.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.6158939000006285,nonfilling,[[34]],
2.0,8.0,"[3, 28, 6]",252.0,224.0,270.0,False,False,224.0,0.0,46.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.5229663999998593,nonfilling,[[34]],
2.0,8.0,"[3, 27, 6]",243.0,216.0,270.0,False,False,216.0,0.0,54.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.4744372000004659,nonfilling,[[34]],
2.0,8.0,"[3, 26, 6]",234.0,208.0,270.0,False,False,208.0,0.0,62.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.478849000000082,nonfilling,[[34]],
2.0,8.0,"[3, 25, 6]",225.0,200.0,270.0,False,False,200.0,0.0,70.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.8271581999997579,nonfilling,[[34]],
2.0,8.0,"[3, 24, 6]",216.0,192.0,270.0,False,False,192.0,0.0,78.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5989697000004526,nonfilling,[[34]],
