h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,9.0,"[4, 193, 7]",2123.0,1540.0,1540.0,True,False,,,,,,,,,
2.0,9.0,"[4, 140, 7]",1540.0,1400.0,1540.0,False,False,,,,,,,,,
2.0,9.0,"[4, 153, 7]",1683.0,1530.0,1540.0,False,False,,,,,,,,,
2.0,9.0,"[4, 190, 7]",2090.0,1540.0,1540.0,True,False,,,,,,,,,
2.0,9.0,"[4, 186, 7]",2046.0,1540.0,1540.0,True,False,,,,,,,,,
2.0,9.0,"[4, 174, 7]",1914.0,1540.0,1540.0,True,False,,,,,,,,,
2.0,9.0,"[4, 172, 7]",1892.0,1540.0,1540.0,True,False,,,,,,,,,
2.0,9.0,"[4, 167, 7]",1837.0,1540.0,1540.0,True,False,,,,,,,,,
2.0,9.0,"[4, 165, 7]",1815.0,1540.0,1540.0,True,False,,,,,,,,,
2.0,9.0,"[4, 154, 7]",1694.0,1540.0,1540.0,True,True,,,,,,,,,
2.0,9.0,"[4, 152, 7]",1672.0,1520.0,1540.0,False,False,1520.0,0.0,20.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.867489900000692,nonfilling,[[154]],
2.0,9.0,"[4, 151, 7]",1661.0,1510.0,1540.0,False,False,1510.0,0.0,30.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.007901199999651,nonfilling,[[154]],
2.0,9.0,"[4, 150, 7]",1650.0,1500.0,1540.0,False,False,1500.0,0.0,40.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.745307000000139,nonfilling,[[154]],
2.0,9.0,"[4, 149, 7]",1639.0,1490.0,1540.0,False,False,1490.0,0.0,50.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.168788300000415,nonfilling,[[154]],
2.0,9.0,"[4, 148, 7]",1628.0,1480.0,1540.0,False,False,1480.0,0.0,60.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.564403000000311,nonfilling,[[154]],
2.0,9.0,"[4, 147, 7]",1617.0,1470.0,1540.0,False,False,1470.0,0.0,70.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.914630700000089,nonfilling,[[154]],
2.0,9.0,"[4, 146, 7]",1606.0,1460.0,1540.0,False,False,1460.0,0.0,80.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",6.605873299999985,nonfilling,[[154]],
2.0,9.0,"[4, 145, 7]",1595.0,1450.0,1540.0,False,False,1450.0,0.0,90.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.834220700000515,nonfilling,[[154]],
2.0,9.0,"[4, 144, 7]",1584.0,1440.0,1540.0,False,False,1440.0,0.0,100.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.922892999999931,nonfilling,[[154]],
2.0,9.0,"[4, 143, 7]",1573.0,1430.0,1540.0,False,False,1430.0,0.0,110.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.4676274000003104,nonfilling,[[154]],
2.0,9.0,"[4, 142, 7]",1562.0,1420.0,1540.0,False,False,1420.0,0.0,120.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.9630402000002505,nonfilling,[[154]],
2.0,9.0,"[4, 141, 7]",1551.0,1410.0,1540.0,False,False,1410.0,0.0,130.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",8.107869899999969,nonfilling,[[154]],
2.0,9.0,"[4, 139, 7]",1529.0,1390.0,1540.0,False,False,1390.0,0.0,150.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",7.162277099999301,nonfilling,[[154]],
2.0,9.0,"[4, 138, 7]",1518.0,1380.0,1540.0,False,False,1380.0,0.0,160.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.644792199999756,nonfilling,[[154]],
2.0,9.0,"[4, 137, 7]",1507.0,1370.0,1540.0,False,False,1370.0,0.0,170.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.895745400000124,nonfilling,[[154]],
2.0,9.0,"[4, 136, 7]",1496.0,1360.0,1540.0,False,False,1360.0,0.0,180.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.366594699999951,nonfilling,[[154]],
2.0,9.0,"[4, 135, 7]",1485.0,1350.0,1540.0,False,False,1350.0,0.0,190.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.5795515999998315,nonfilling,[[154]],
2.0,9.0,"[4, 134, 7]",1474.0,1340.0,1540.0,False,False,1340.0,0.0,200.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.547124499999882,nonfilling,[[154]],
2.0,9.0,"[4, 133, 7]",1463.0,1330.0,1540.0,False,False,1330.0,0.0,210.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.065477799999826,nonfilling,[[154]],
2.0,9.0,"[4, 132, 7]",1452.0,1320.0,1540.0,False,False,1320.0,0.0,220.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.63519129999986,nonfilling,[[154]],
2.0,9.0,"[4, 131, 7]",1441.0,1310.0,1540.0,False,False,1310.0,0.0,230.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.432261799999651,nonfilling,[[154]],
2.0,9.0,"[4, 130, 7]",1430.0,1300.0,1540.0,False,False,1300.0,0.0,240.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.3503378000004886,nonfilling,[[154]],
