h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2,1,"[3, 252, 1]",1008,3,3,True,False,,,,,,,,,
2,1,"[3, 56, 1]",224,3,3,True,False,,,,,,,,,
2,1,"[3, 48, 1]",192,3,3,True,False,,,,,,,,,
2,1,"[3, 1, 1]",4,3,3,True,True,,,,,,,,,
3,1,"[3, 49, 34, 1]",1847,3,3,True,False,,,,,,,,,
3,1,"[3, 88, 25, 1]",2489,3,3,True,False,,,,,,,,,
3,1,"[3, 32, 201, 1]",6729,3,3,True,False,,,,,,,,,
3,1,"[3, 21, 228, 1]",5079,3,3,True,False,,,,,,,,,
3,1,"[3, 27, 34, 1]",1033,3,3,True,False,,,,,,,,,
3,1,"[3, 3, 40, 1]",169,3,3,True,False,,,,,,,,,
3,1,"[3, 83, 3, 1]",501,3,3,True,False,,,,,,,,,
3,1,"[3, 17, 28, 1]",555,3,3,True,False,,,,,,,,,
3,1,"[3, 5, 39, 1]",249,3,3,True,False,,,,,,,,,
3,1,"[3, 11, 15, 1]",213,3,3,True,False,,,,,,,,,
3,1,"[3, 60, 2, 1]",302,3,3,True,False,,,,,,,,,
3,1,"[3, 272, 1, 1]",1089,3,3,True,False,,,,,,,,,
3,1,"[3, 56, 4, 1]",396,3,3,True,False,,,,,,,,,
3,1,"[3, 10, 6, 1]",96,3,3,True,False,,,,,,,,,
3,1,"[3, 82, 1, 1]",329,3,3,True,False,,,,,,,,,
3,1,"[3, 2, 210, 1]",636,3,3,True,False,,,,,,,,,
3,1,"[3, 2, 52, 1]",162,3,3,True,False,,,,,,,,,
3,1,"[3, 8, 9, 1]",105,3,3,True,False,,,,,,,,,
3,1,"[3, 8, 6, 1]",78,3,3,True,False,,,,,,,,,
3,1,"[3, 5, 35, 1]",225,3,3,True,False,,,,,,,,,
3,1,"[3, 7, 13, 1]",125,3,3,True,False,,,,,,,,,
3,1,"[3, 6, 2, 1]",32,3,3,True,False,,,,,,,,,
3,1,"[3, 2, 15, 1]",51,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 288, 1]",579,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 190, 1]",383,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 74, 1]",151,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 47, 1]",97,3,3,True,False,,,,,,,,,
3,1,"[3, 5, 7, 1]",57,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 23, 1]",49,3,3,True,False,,,,,,,,,
3,1,"[3, 54, 1, 1]",217,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 12, 1]",27,3,3,True,False,,,,,,,,,
3,1,"[3, 2, 8, 1]",30,3,3,True,False,,,,,,,,,
3,1,"[3, 14, 1, 1]",57,3,3,True,False,,,,,,,,,
3,1,"[3, 4, 4, 1]",32,3,3,True,False,,,,,,,,,
3,1,"[3, 2, 1, 1]",9,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 10, 1]",23,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 6, 1]",15,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 2, 1]",7,3,3,True,False,,,,,,,,,
3,1,"[3, 1, 1, 1]",5,3,3,True,True,,,,,,,,,
4,1,"[3, 1, 1, 1, 1]",6,3,3,True,True,,,,,,,,,
5,1,"[3, 1, 1, 1, 1, 1]",7,3,3,True,True,,,,,,,,,
