h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,1.0,"[2, 287, 9]",3157.0,18.0,18.0,True,False,,,,,,,,,
2.0,1.0,"[2, 208, 9]",2288.0,18.0,18.0,True,False,,,,,,,,,
2.0,1.0,"[2, 80, 9]",880.0,18.0,18.0,True,False,,,,,,,,,
2.0,1.0,"[2, 8, 9]",88.0,18.0,18.0,True,False,,,,,,,,,
2.0,1.0,"[2, 6, 9]",66.0,18.0,18.0,True,False,,,,,,,,,
2.0,1.0,"[2, 2, 9]",22.0,18.0,18.0,True,True,,,,,,,,,
3.0,1.0,"[2, 224, 186, 9]",43786.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 131, 86, 9]",12302.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 148, 35, 9]",5791.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 227, 31, 9]",7770.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 2, 24, 9]",268.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 1, 235, 9]",2352.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 252, 15, 9]",4419.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 196, 12, 9]",2852.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 124, 11, 9]",1711.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 134, 10, 9]",1698.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 229, 4, 9]",1410.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 199, 6, 9]",1646.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 146, 4, 9]",912.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 90, 12, 9]",1368.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 31, 10, 9]",462.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 33, 4, 9]",234.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 65, 1, 9]",204.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 88, 1, 9]",273.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 197, 3, 9]",1012.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 11, 5, 9]",122.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 189, 1, 9]",576.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 143, 2, 9]",590.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 71, 3, 9]",382.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 50, 3, 9]",277.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 2, 6, 9]",70.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 114, 2, 9]",474.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 258, 1, 9]",783.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 29, 2, 9]",134.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 1, 277, 9]",2772.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 276, 1, 9]",837.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 1, 298, 9]",2982.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 13, 2, 9]",70.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 291, 1, 9]",882.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 3, 2, 9]",30.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 298, 1, 9]",903.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 1, 299, 9]",2992.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 1, 300, 9]",3002.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 2, 4, 9]",48.0,18.0,18.0,True,False,,,,,,,,,
3.0,1.0,"[2, 299, 1, 9]",906.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 300, 1, 9]",909.0,10.0,18.0,False,False,,,,,,,,,
3.0,1.0,"[2, 2, 2, 9]",26.0,18.0,18.0,True,True,,,,,,,,,
2.0,1.0,"[2, 1, 9]",11.0,10.0,18.0,False,False,10.0,0.0,8.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0824201000032189,nonfilling,[[2]],
3.0,1.0,"[2, 1, 2, 9]",22.0,10.0,18.0,False,False,18.0,8.0,8.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.109696100000292,nonfilling,"[[2, 2]]",
3.0,1.0,"[2, 2, 1, 9]",15.0,10.0,18.0,False,False,12.0,2.0,8.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0946003999997628,nonfilling,"[[2, 2]]",
3.0,1.0,"[2, 1, 1, 9]",12.0,10.0,18.0,False,False,10.0,0.0,8.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.077565700001287,nonfilling,"[[2, 2]]",
