h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,19,"[2, 12, 3]",60,48,60,False,False
2,19,"[2, 13, 3]",65,52,60,False,False
2,19,"[2, 18, 3]",90,60,60,True,False
2,19,"[2, 14, 3]",70,56,60,False,False
2,19,"[2, 16, 3]",80,60,60,True,False
2,19,"[2, 15, 3]",75,60,60,True,True
3,19,"[2, 251, 14, 3]",4058,308,1086,False,False
3,19,"[2, 125, 18, 3]",2554,396,1086,False,False
3,19,"[2, 145, 20, 3]",3250,440,1086,False,False
3,19,"[2, 184, 20, 3]",4108,440,1086,False,False
3,19,"[2, 335, 10, 3]",4050,220,1086,False,False
3,19,"[2, 348, 6, 3]",2802,132,1086,False,False
3,19,"[2, 204, 16, 3]",3720,352,1086,False,False
3,19,"[2, 272, 13, 3]",4119,286,1086,False,False
3,19,"[2, 331, 17, 3]",6340,374,1086,False,False
3,19,"[2, 340, 10, 3]",4110,220,1086,False,False
3,19,"[2, 362, 5, 3]",2549,110,1086,False,False
3,19,"[2, 233, 18, 3]",4714,396,1086,False,False
3,19,"[2, 239, 19, 3]",5076,418,1086,False,False
3,19,"[2, 249, 18, 3]",5034,396,1086,False,False
3,19,"[2, 333, 17, 3]",6378,374,1086,False,False
3,19,"[2, 348, 17, 3]",6663,374,1086,False,False
3,19,"[2, 315, 20, 3]",6990,440,1086,False,False
3,19,"[2, 349, 19, 3]",7386,418,1086,False,False
3,19,"[2, 354, 19, 3]",7491,418,1086,False,False
3,19,"[2, 361, 12, 3]",5090,264,1086,False,False
3,19,"[2, 362, 18, 3]",7294,396,1086,False,False
3,19,"[2, 323, 20, 3]",7166,440,1086,False,False
3,19,"[2, 352, 20, 3]",7804,440,1086,False,False
3,19,"[2, 360, 19, 3]",7617,418,1086,False,False
3,19,"[2, 361, 20, 3]",8002,440,1086,False,False
3,19,"[2, 362, 20, 3]",8024,440,1086,False,False
