h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,2,"[3, 4, 5]",32,28,30,False,False
2,2,"[3, 6, 5]",48,30,30,True,False
2,2,"[3, 5, 5]",40,30,30,True,True
3,2,"[3, 20, 12, 5]",360,75,75,True,False
3,2,"[3, 4, 8, 5]",84,58,75,False,False
3,2,"[3, 2, 10, 5]",76,19,75,False,False
3,2,"[3, 18, 7, 5]",215,70,75,False,False
3,2,"[3, 5, 9, 5]",105,75,75,True,False
3,2,"[3, 26, 1, 5]",109,10,75,False,False
3,2,"[3, 20, 8, 5]",260,75,75,True,False
3,2,"[3, 22, 2, 5]",120,20,75,False,False
3,2,"[3, 21, 4, 5]",167,40,75,False,False
3,2,"[3, 26, 5, 5]",233,50,75,False,False
3,2,"[3, 30, 5, 5]",265,50,75,False,False
3,2,"[3, 12, 8, 5]",172,75,75,True,False
3,2,"[3, 22, 7, 5]",255,70,75,False,False
3,2,"[3, 4, 9, 5]",93,58,75,False,False
3,2,"[3, 2, 11, 5]",83,19,75,False,False
3,2,"[3, 7, 8, 5]",117,75,75,True,False
3,2,"[3, 3, 12, 5]",105,36,75,False,False
3,2,"[3, 26, 6, 5]",264,60,75,False,False
3,2,"[3, 23, 7, 5]",265,70,75,False,False
3,2,"[3, 29, 7, 5]",325,70,75,False,False
3,2,"[3, 30, 7, 5]",335,70,75,False,False
3,2,"[3, 4, 11, 5]",111,58,75,False,False
3,2,"[3, 6, 8, 5]",106,75,75,True,False
3,2,"[3, 4, 12, 5]",120,58,75,False,False
3,2,"[3, 5, 8, 5]",95,75,75,True,True
4,2,"[3, 59, 1, 9, 5]",290,10,225,False,False
4,2,"[3, 77, 20, 12, 5]",2071,225,225,True,False
4,2,"[3, 38, 25, 6, 5]",1244,114,225,False,False
4,2,"[3, 51, 11, 6, 5]",810,114,225,False,False
4,2,"[3, 33, 13, 8, 5]",672,152,225,False,False
4,2,"[3, 62, 4, 9, 5]",515,70,225,False,False
4,2,"[3, 44, 2, 11, 5]",297,25,225,False,False
4,2,"[3, 48, 17, 10, 5]",1180,190,225,False,False
4,2,"[3, 63, 26, 5, 5]",1982,95,225,False,False
4,2,"[3, 50, 20, 7, 5]",1325,133,225,False,False
4,2,"[3, 34, 30, 2, 5]",1192,38,225,False,False
4,2,"[3, 35, 3, 11, 5]",298,45,225,False,False
4,2,"[3, 60, 4, 11, 5]",519,70,225,False,False
4,2,"[3, 45, 6, 12, 5]",537,135,225,False,False
4,2,"[3, 56, 6, 10, 5]",614,130,225,False,False
4,2,"[3, 69, 22, 9, 5]",1968,171,225,False,False
4,2,"[3, 71, 14, 8, 5]",1359,152,225,False,False
4,2,"[3, 74, 3, 3, 5]",468,36,225,False,False
4,2,"[3, 80, 9, 3, 5]",1002,57,225,False,False
4,2,"[3, 53, 22, 10, 5]",1595,190,225,False,False
4,2,"[3, 78, 26, 6, 5]",2448,114,225,False,False
4,2,"[3, 8, 24, 9, 5]",477,171,225,False,False
4,2,"[3, 29, 27, 11, 5]",1222,209,225,False,False
4,2,"[3, 79, 8, 6, 5]",947,112,225,False,False
4,2,"[3, 59, 22, 10, 5]",1745,190,225,False,False
4,2,"[3, 73, 1, 9, 5]",346,10,225,False,False
4,2,"[3, 13, 29, 10, 5]",756,190,225,False,False
4,2,"[3, 78, 13, 7, 5]",1374,133,225,False,False
4,2,"[3, 32, 15, 12, 5]",816,225,225,True,False
4,2,"[3, 78, 29, 8, 5]",2768,152,225,False,False
4,2,"[3, 80, 10, 11, 5]",1205,204,225,False,False
4,2,"[3, 50, 27, 10, 5]",1820,190,225,False,False
