h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,4,"[1, 229, 3]",916,3,3,True,False,,,,,,,,,,True
2,4,"[1, 12, 3]",48,3,3,True,False,,,,,,,,,,True
2,4,"[1, 8, 3]",32,3,3,True,False,,,,,,,,,,True
2,4,"[1, 4, 3]",16,3,3,True,False,,,,,,,,,,True
2,4,"[1, 2, 3]",8,3,3,True,False,,,,,,,,,,True
3,4,"[1, 23, 79, 3]",2077,3,3,True,False,,,,,,,,,,True
3,4,"[1, 36, 64, 3]",2532,3,3,True,False,,,,,,,,,,True
3,4,"[1, 15, 100, 3]",1815,3,3,True,False,,,,,,,,,,True
3,4,"[1, 85, 37, 3]",3341,3,3,True,False,,,,,,,,,,True
3,4,"[1, 4, 247, 3]",1733,3,3,True,False,,,,,,,,,,True
3,4,"[1, 6, 105, 3]",951,3,3,True,False,,,,,,,,,,True
3,4,"[1, 259, 34, 3]",9167,3,3,True,False,,,,,,,,,,True
3,4,"[1, 59, 33, 3]",2105,3,3,True,False,,,,,,,,,,True
3,4,"[1, 42, 17, 3]",807,3,3,True,False,,,,,,,,,,True
3,4,"[1, 7, 11, 3]",117,3,3,True,False,,,,,,,,,,True
3,4,"[1, 4, 155, 3]",1089,3,3,True,False,,,,,,,,,,True
3,4,"[1, 97, 8, 3]",897,3,3,True,False,,,,,,,,,,True
3,4,"[1, 241, 3, 3]",973,3,3,True,False,,,,,,,,,,True
3,4,"[1, 5, 26, 3]",213,3,3,True,False,,,,,,,,,,True
3,4,"[1, 120, 7, 3]",981,3,3,True,False,,,,,,,,,,True
3,4,"[1, 5, 2, 3]",21,3,3,True,False,,,,,,,,,,False
3,4,"[1, 2, 161, 3]",807,3,3,True,False,,,,,,,,,,True
3,4,"[1, 3, 36, 3]",219,3,3,True,False,,,,,,,,,,True
3,4,"[1, 2, 117, 3]",587,3,3,True,False,,,,,,,,,,True
3,4,"[1, 4, 9, 3]",67,3,3,True,False,,,,,,,,,,True
3,4,"[1, 2, 66, 3]",332,3,3,True,False,,,,,,,,,,True
3,4,"[1, 2, 18, 3]",92,3,3,True,False,,,,,,,,,,True
3,4,"[1, 2, 2, 3]",12,3,3,True,False,,,,,,,,,,True
2,4,"[1, 1, 3]",4,3,3,True,True,,,,,,,,,,True
3,4,"[1, 1, 76, 3]",305,3,3,True,False,,,,,,,,,,True
3,4,"[1, 1, 22, 3]",89,3,3,True,False,,,,,,,,,,True
3,4,"[1, 228, 1, 3]",459,3,3,True,False,,,,,,,,,,False
3,4,"[1, 111, 1, 3]",225,3,3,True,False,,,,,,,,,,False
3,4,"[1, 52, 1, 3]",107,3,3,True,False,,,,,,,,,,False
3,4,"[1, 49, 1, 3]",101,3,3,True,False,,,,,,,,,,False
3,4,"[1, 1, 11, 3]",45,3,3,True,False,,,,,,,,,,True
3,4,"[1, 1, 1, 3]",5,3,3,True,True,,,,,,,,,,True
4,4,"[1, 1, 1, 1, 3]",6,3,3,True,True,,,,,,,,,,True
5,4,"[1, 1, 1, 1, 1, 3]",7,3,3,True,True,,,,,,,,,,True
6,4,"[1, 1, 1, 1, 1, 1, 3]",8,3,3,True,True,,,,,,,,,,True
