h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,5,"[1, 153, 5]",918,5,5,True,False,,,,,,,,,,True
2,5,"[1, 107, 5]",642,5,5,True,False,,,,,,,,,,True
2,5,"[1, 74, 5]",444,5,5,True,False,,,,,,,,,,True
2,5,"[1, 34, 5]",204,5,5,True,False,,,,,,,,,,True
2,5,"[1, 12, 5]",72,5,5,True,False,,,,,,,,,,True
2,5,"[1, 7, 5]",42,5,5,True,False,,,,,,,,,,True
2,5,"[1, 6, 5]",36,5,5,True,False,,,,,,,,,,True
2,5,"[1, 4, 5]",24,5,5,True,False,,,,,,,,,,True
2,5,"[1, 2, 5]",12,5,5,True,False,,,,,,,,,,True
3,5,"[1, 284, 178, 5]",51726,5,5,True,False,,,,,,,,,,True
3,5,"[1, 272, 109, 5]",30465,5,5,True,False,,,,,,,,,,True
3,5,"[1, 153, 109, 5]",17375,5,5,True,False,,,,,,,,,,True
3,5,"[1, 201, 28, 5]",5969,5,5,True,False,,,,,,,,,,True
3,5,"[1, 19, 138, 5]",3331,5,5,True,False,,,,,,,,,,True
3,5,"[1, 157, 106, 5]",17329,5,5,True,False,,,,,,,,,,True
3,5,"[1, 137, 20, 5]",2977,5,5,True,False,,,,,,,,,,True
3,5,"[1, 92, 91, 5]",8919,5,5,True,False,,,,,,,,,,True
3,5,"[1, 103, 7, 5]",859,5,5,True,False,,,,,,,,,,True
3,5,"[1, 11, 123, 5]",1979,5,5,True,False,,,,,,,,,,True
3,5,"[1, 86, 68, 5]",6274,5,5,True,False,,,,,,,,,,True
3,5,"[1, 12, 67, 5]",1151,5,5,True,False,,,,,,,,,,True
3,5,"[1, 25, 59, 5]",1795,5,5,True,False,,,,,,,,,,True
3,5,"[1, 30, 7, 5]",275,5,5,True,False,,,,,,,,,,True
3,5,"[1, 19, 41, 5]",1003,5,5,True,False,,,,,,,,,,True
3,5,"[1, 7, 2, 5]",31,5,5,True,False,,,,,,,,,,False
3,5,"[1, 2, 105, 5]",737,5,5,True,False,,,,,,,,,,True
3,5,"[1, 3, 36, 5]",291,5,5,True,False,,,,,,,,,,True
3,5,"[1, 3, 13, 5]",107,5,5,True,False,,,,,,,,,,True
3,5,"[1, 2, 88, 5]",618,5,5,True,False,,,,,,,,,,True
3,5,"[1, 2, 71, 5]",499,5,5,True,False,,,,,,,,,,True
3,5,"[1, 3, 11, 5]",91,5,5,True,False,,,,,,,,,,True
3,5,"[1, 4, 4, 5]",40,5,5,True,False,,,,,,,,,,True
3,5,"[1, 2, 45, 5]",317,5,5,True,False,,,,,,,,,,True
3,5,"[1, 2, 9, 5]",65,5,5,True,False,,,,,,,,,,True
3,5,"[1, 4, 2, 5]",22,5,5,True,False,,,,,,,,,,False
3,5,"[1, 2, 6, 5]",44,5,5,True,False,,,,,,,,,,True
3,5,"[1, 3, 3, 5]",27,5,5,True,False,,,,,,,,,,True
3,5,"[1, 3, 2, 5]",19,5,5,True,False,,,,,,,,,,False
3,5,"[1, 2, 5, 5]",37,5,5,True,False,,,,,,,,,,True
3,5,"[1, 2, 2, 5]",16,5,5,True,False,,,,,,,,,,True
2,5,"[1, 1, 5]",6,5,5,True,True,,,,,,,,,,True
3,5,"[1, 1, 224, 5]",1345,5,5,True,False,,,,,,,,,,True
3,5,"[1, 12, 1, 5]",29,5,5,True,False,,,,,,,,,,False
3,5,"[1, 1, 33, 5]",199,5,5,True,False,,,,,,,,,,True
3,5,"[1, 1, 31, 5]",187,5,5,True,False,,,,,,,,,,True
3,5,"[1, 5, 1, 5]",15,5,5,True,False,,,,,,,,,,False
3,5,"[1, 1, 16, 5]",97,5,5,True,False,,,,,,,,,,True
3,5,"[1, 1, 8, 5]",49,5,5,True,False,,,,,,,,,,True
3,5,"[1, 1, 1, 5]",7,5,5,True,True,,,,,,,,,,True
4,5,"[1, 1, 1, 1, 5]",8,5,5,True,True,,,,,,,,,,True
5,5,"[1, 1, 1, 1, 1, 5]",9,5,5,True,True,,,,,,,,,,True
6,5,"[1, 1, 1, 1, 1, 1, 5]",10,5,5,True,True,,,,,,,,,,True
