h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,17,"[2, 17, 3]",85,54,54,True,False
2,17,"[2, 15, 3]",75,54,54,True,False
2,17,"[2, 12, 3]",60,48,54,False,False
2,17,"[2, 13, 3]",65,52,54,False,False
2,17,"[2, 14, 3]",70,54,54,True,True
3,17,"[2, 240, 5, 3]",1695,100,870,False,False
3,17,"[2, 276, 15, 3]",4737,300,870,False,False
3,17,"[2, 277, 13, 3]",4194,260,870,False,False
3,17,"[2, 114, 18, 3]",2334,360,870,False,False
3,17,"[2, 213, 16, 3]",3882,320,870,False,False
3,17,"[2, 187, 17, 3]",3604,340,870,False,False
3,17,"[2, 247, 17, 3]",4744,340,870,False,False
3,17,"[2, 289, 7, 3]",2622,140,870,False,False
3,17,"[2, 280, 10, 3]",3390,200,870,False,False
3,17,"[2, 288, 9, 3]",3195,180,870,False,False
3,17,"[2, 287, 17, 3]",5504,340,870,False,False
3,17,"[2, 290, 6, 3]",2338,120,870,False,False
3,17,"[2, 162, 18, 3]",3294,360,870,False,False
3,17,"[2, 283, 18, 3]",5714,360,870,False,False
3,17,"[2, 288, 18, 3]",5814,360,870,False,False
3,17,"[2, 289, 13, 3]",4374,260,870,False,False
3,17,"[2, 290, 8, 3]",2924,160,870,False,False
3,17,"[2, 289, 14, 3]",4666,280,870,False,False
3,17,"[2, 290, 12, 3]",4096,240,870,False,False
3,17,"[2, 290, 13, 3]",4389,260,870,False,False
3,17,"[2, 290, 17, 3]",5561,340,870,False,False
3,17,"[2, 289, 18, 3]",5834,360,870,False,False
3,17,"[2, 290, 18, 3]",5854,360,870,False,False
