h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,2.0,"[2, 295, 4]",1770.0,12.0,12.0,True,False,,,,,,,,
2.0,2.0,"[2, 211, 4]",1266.0,12.0,12.0,True,False,,,,,,,,
2.0,2.0,"[2, 186, 4]",1116.0,12.0,12.0,True,False,,,,,,,,
2.0,2.0,"[2, 115, 4]",690.0,12.0,12.0,True,False,,,,,,,,
2.0,2.0,"[2, 4, 4]",24.0,12.0,12.0,True,False,,,,,,,,
2.0,2.0,"[2, 3, 4]",18.0,12.0,12.0,True,True,,,,,,,,
2.0,2.0,"[2, 2, 4]",12.0,10.0,12.0,False,False,,,,,,,,
3.0,2.0,"[2, 217, 11, 4]",2865.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 76, 219, 4]",17672.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 208, 170, 4]",36456.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 29, 162, 4]",5404.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 181, 125, 4]",23487.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 77, 16, 4]",1450.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 72, 63, 4]",4932.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 60, 7, 4]",568.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 7, 148, 4]",1642.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 3, 290, 4]",2036.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 50, 103, 4]",5662.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 3, 25, 4]",181.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 138, 3, 4]",702.0,18.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 1, 126, 4]",632.0,5.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 11, 14, 4]",232.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 1, 129, 4]",647.0,5.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 251, 5, 4]",1777.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 33, 5, 4]",251.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 2, 101, 4]",610.0,14.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 276, 4, 4]",1672.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 289, 3, 4]",1457.0,18.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 9, 15, 4]",213.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 7, 13, 4]",157.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 74, 4, 4]",460.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 1, 132, 4]",662.0,5.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 23, 7, 4]",235.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 10, 12, 4]",188.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 1, 202, 4]",1012.0,5.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 2, 213, 4]",1282.0,14.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 1, 239, 4]",1197.0,5.0,20.0,False,False,,,,,,,,
3.0,2.0,"[2, 5, 21, 4]",199.0,20.0,20.0,True,False,,,,,,,,
3.0,2.0,"[2, 1, 264, 4]",1322.0,5.0,20.0,False,False,,,,,,,,
