h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,2.0,"[2, 243, 9]",2673.0,27.0,27.0,True,False,,,,,,,,
2.0,2.0,"[2, 85, 9]",935.0,27.0,27.0,True,False,,,,,,,,
2.0,2.0,"[2, 66, 9]",726.0,27.0,27.0,True,False,,,,,,,,
2.0,2.0,"[2, 10, 9]",110.0,27.0,27.0,True,False,,,,,,,,
2.0,2.0,"[2, 3, 9]",33.0,27.0,27.0,True,True,,,,,,,,
3.0,2.0,"[2, 103, 2, 9]",430.0,22.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 191, 258, 9]",51982.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 214, 29, 9]",6895.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 162, 108, 9]",18792.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 95, 251, 9]",26294.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 124, 166, 9]",22326.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 44, 280, 9]",14928.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 32, 205, 9]",8469.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 73, 120, 9]",9986.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 153, 102, 9]",16830.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 108, 103, 9]",12267.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 123, 7, 9]",1170.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 21, 5, 9]",192.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 11, 87, 9]",1762.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 9, 58, 9]",1062.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 8, 11, 9]",203.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 1, 228, 9]",2282.0,10.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 3, 154, 9]",1854.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 5, 101, 9]",1424.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 7, 27, 9]",446.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 8, 3, 9]",67.0,33.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 292, 3, 9]",1487.0,33.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 280, 4, 9]",1716.0,40.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 7, 15, 9]",254.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 3, 100, 9]",1206.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 2, 226, 9]",2490.0,29.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 1, 232, 9]",2322.0,10.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 5, 39, 9]",556.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 293, 4, 9]",1794.0,40.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 1, 276, 9]",2762.0,10.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 2, 249, 9]",2743.0,29.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 3, 29, 9]",354.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 3, 11, 9]",138.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 14, 5, 9]",143.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 2, 290, 9]",3194.0,29.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 1, 298, 9]",2982.0,10.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 9, 6, 9]",126.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 10, 5, 9]",115.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 6, 7, 9]",117.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 297, 1, 9]",900.0,11.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 4, 7, 9]",99.0,45.0,45.0,True,False,,,,,,,,
3.0,2.0,"[2, 1, 300, 9]",3002.0,10.0,45.0,False,False,,,,,,,,
3.0,2.0,"[2, 295, 2, 9]",1198.0,22.0,45.0,False,False,,,,,,,,
