h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,1,"[1, 181, 1]",362,1,1,True,False
2,1,"[1, 88, 1]",176,1,1,True,False
2,1,"[1, 43, 1]",86,1,1,True,False
2,1,"[1, 28, 1]",56,1,1,True,False
2,1,"[1, 14, 1]",28,1,1,True,False
2,1,"[1, 8, 1]",16,1,1,True,False
2,1,"[1, 6, 1]",12,1,1,True,False
2,1,"[1, 5, 1]",10,1,1,True,False
2,1,"[1, 2, 1]",4,1,1,True,True
3,1,"[1, 252, 69, 1]",17709,1,1,True,False
3,1,"[1, 211, 275, 1]",58511,1,1,True,False
3,1,"[1, 218, 117, 1]",25841,1,1,True,False
3,1,"[1, 82, 259, 1]",21579,1,1,True,False
3,1,"[1, 46, 295, 1]",13911,1,1,True,False
3,1,"[1, 32, 85, 1]",2837,1,1,True,False
3,1,"[1, 145, 62, 1]",9197,1,1,True,False
3,1,"[1, 142, 81, 1]",11725,1,1,True,False
3,1,"[1, 207, 40, 1]",8527,1,1,True,False
3,1,"[1, 295, 11, 1]",3551,1,1,True,False
3,1,"[1, 73, 55, 1]",4143,1,1,True,False
3,1,"[1, 279, 33, 1]",9519,1,1,True,False
3,1,"[1, 79, 39, 1]",3199,1,1,True,False
3,1,"[1, 141, 13, 1]",1987,1,1,True,False
3,1,"[1, 60, 30, 1]",1890,1,1,True,False
3,1,"[1, 5, 193, 1]",1163,1,1,True,False
3,1,"[1, 105, 8, 1]",953,1,1,True,False
3,1,"[1, 93, 23, 1]",2255,1,1,True,False
3,1,"[1, 55, 48, 1]",2743,1,1,True,False
3,1,"[1, 94, 14, 1]",1424,1,1,True,False
3,1,"[1, 73, 22, 1]",1701,1,1,True,False
3,1,"[1, 55, 28, 1]",1623,1,1,True,False
3,1,"[1, 18, 115, 1]",2203,1,1,True,False
3,1,"[1, 42, 80, 1]",3482,1,1,True,False
3,1,"[1, 10, 15, 1]",175,1,1,True,False
3,1,"[1, 9, 55, 1]",559,1,1,True,False
3,1,"[1, 256, 5, 1]",1541,1,1,True,False
3,1,"[1, 5, 35, 1]",215,1,1,True,False
3,1,"[1, 3, 91, 1]",367,1,1,True,False
3,1,"[1, 206, 5, 1]",1241,1,1,True,False
3,1,"[1, 2, 216, 1]",650,1,1,True,False
3,1,"[1, 286, 2, 1]",860,1,1,True,False
3,1,"[1, 2, 15, 1]",47,1,1,True,False
3,1,"[1, 10, 2, 1]",32,1,1,True,False
3,1,"[1, 3, 5, 1]",23,1,1,True,False
3,1,"[1, 6, 4, 1]",34,1,1,True,False
3,1,"[1, 3, 3, 1]",15,1,1,True,False
3,1,"[1, 9, 2, 1]",29,1,1,True,False
3,1,"[1, 2, 5, 1]",17,1,1,True,False
3,1,"[1, 2, 3, 1]",11,1,1,True,False
3,1,"[1, 2, 2, 1]",8,1,1,True,True
