h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2,10,"[2, 7, 2]",28,21,22,False,False,,,,,,,,,
2,10,"[2, 9, 2]",36,22,22,True,False,,,,,,,,,
2,10,"[2, 8, 2]",32,22,22,True,True,,,,,,,,,
3,10,"[2, 17, 9, 2]",205,108,202,False,False,,,,,,,,,
3,10,"[2, 66, 2, 2]",268,24,202,False,False,,,,,,,,,
3,10,"[2, 94, 2, 2]",380,24,202,False,False,,,,,,,,,
3,10,"[2, 59, 11, 2]",789,132,202,False,False,,,,,,,,,
3,10,"[2, 75, 11, 2]",997,132,202,False,False,,,,,,,,,
3,10,"[2, 79, 5, 2]",563,60,202,False,False,,,,,,,,,
3,10,"[2, 101, 10, 2]",1232,120,202,False,False,,,,,,,,,
3,10,"[2, 96, 11, 2]",1270,132,202,False,False,,,,,,,,,
3,10,"[2, 99, 11, 2]",1309,132,202,False,False,,,,,,,,,
3,10,"[2, 101, 11, 2]",1335,132,202,False,False,,,,,,,,,
4,10,"[2, 168, 29, 8, 2]",5456,530,2002,False,False,,,,,,,,,
4,10,"[2, 133, 44, 8, 2]",6486,800,2002,False,False,,,,,,,,,
4,10,"[2, 167, 76, 8, 2]",13650,816,2002,False,False,,,,,,,,,
4,10,"[2, 184, 79, 4, 2]",15228,408,2002,False,False,,,,,,,,,
4,10,"[2, 133, 95, 11, 2]",13968,1122,2002,False,False,,,,,,,,,
4,10,"[2, 146, 97, 2, 2]",14652,204,2002,False,False,,,,,,,,,
4,10,"[2, 195, 50, 1, 2]",10192,102,2002,False,False,,,,,,,,,
4,10,"[2, 186, 25, 7, 2]",5211,432,2002,False,False,,,,,,,,,
4,10,"[2, 184, 78, 7, 2]",15280,714,2002,False,False,,,,,,,,,
4,10,"[2, 171, 89, 8, 2]",16289,816,2002,False,False,,,,,,,,,
4,10,"[2, 190, 72, 6, 2]",14504,612,2002,False,False,,,,,,,,,
4,10,"[2, 180, 16, 8, 2]",3384,296,2002,False,False,,,,,,,,,
4,10,"[2, 187, 77, 1, 2]",14852,102,2002,False,False,,,,,,,,,
4,10,"[2, 153, 101, 3, 2]",16068,306,2002,False,False,,,,,,,,,
4,10,"[2, 49, 96, 9, 2]",5684,918,2002,False,False,,,,,,,,,
4,10,"[2, 158, 43, 10, 2]",7560,870,2002,False,False,,,,,,,,,
4,10,"[2, 174, 89, 8, 2]",16562,816,2002,False,False,,,,,,,,,
4,10,"[2, 163, 53, 9, 2]",9460,918,2002,False,False,,,,,,,,,
4,10,"[2, 155, 75, 11, 2]",12782,1122,2002,False,False,,,,,,,,,
4,10,"[2, 175, 28, 9, 2]",5520,541,2002,False,False,,,,,,,,,
4,10,"[2, 200, 22, 4, 2]",4896,312,2002,False,False,,,,,,,,,
4,10,"[2, 192, 70, 7, 2]",14328,714,2002,False,False,,,,,,,,,
4,10,"[2, 79, 99, 11, 2]",9090,1122,2002,False,False,,,,,,,,,
4,10,"[2, 193, 76, 8, 2]",15678,816,2002,False,False,,,,,,,,,
4,10,"[2, 164, 65, 9, 2]",11591,918,2002,False,False,,,,,,,,,
4,10,"[2, 180, 73, 9, 2]",14175,918,2002,False,False,,,,,,,,,
4,10,"[2, 135, 88, 11, 2]",13140,1122,2002,False,False,,,,,,,,,
4,10,"[2, 189, 79, 8, 2]",15957,816,2002,False,False,,,,,,,,,
4,10,"[2, 146, 99, 4, 2]",15150,408,2002,False,False,,,,,,,,,
4,10,"[2, 190, 93, 10, 2]",19000,1020,2002,False,False,,,,,,,,,
4,10,"[2, 197, 100, 8, 2]",20910,816,2002,False,False,,,,,,,,,
4,10,"[2, 165, 70, 11, 2]",12672,1122,2002,False,False,,,,,,,,,
4,10,"[2, 149, 79, 11, 2]",12960,1122,2002,False,False,,,,,,,,,
4,10,"[2, 182, 47, 11, 2]",9457,998,2002,False,False,,,,,,,,,
4,10,"[2, 185, 31, 11, 2]",6468,662,2002,False,False,,,,,,,,,
4,10,"[2, 198, 40, 10, 2]",8736,810,2002,False,False,,,,,,,,,
4,10,"[2, 194, 41, 10, 2]",8772,830,2002,False,False,,,,,,,,,
4,10,"[2, 198, 41, 2, 2]",8600,204,2002,False,False,,,,,,,,,
4,10,"[2, 100, 101, 6, 2]",10918,612,2002,False,False,,,,,,,,,
4,10,"[2, 177, 95, 10, 2]",18139,1020,2002,False,False,,,,,,,,,
4,10,"[2, 149, 97, 10, 2]",15741,1020,2002,False,False,,,,,,,,,
4,10,"[2, 164, 78, 11, 2]",14000,1122,2002,False,False,,,,,,,,,
4,10,"[2, 159, 98, 9, 2]",16800,918,2002,False,False,,,,,,,,,
4,10,"[2, 173, 101, 10, 2]",18849,1020,2002,False,False,,,,,,,,,
4,10,"[2, 200, 42, 8, 2]",9152,764,2002,False,False,,,,,,,,,
4,10,"[2, 194, 11, 11, 2]",2665,242,2002,False,False,,,,,,,,,
4,10,"[2, 183, 68, 11, 2]",13580,1122,2002,False,False,,,,,,,,,
4,10,"[2, 200, 84, 4, 2]",17544,408,2002,False,False,,,,,,,,,
4,10,"[2, 196, 101, 2, 2]",20394,204,2002,False,False,,,,,,,,,
4,10,"[2, 185, 99, 10, 2]",19695,1020,2002,False,False,,,,,,,,,
4,10,"[2, 196, 98, 11, 2]",20700,1122,2002,False,False,,,,,,,,,
4,10,"[2, 198, 99, 4, 2]",20402,408,2002,False,False,,,,,,,,,
4,10,"[2, 197, 50, 9, 2]",10712,918,2002,False,False,,,,,,,,,
4,10,"[2, 34, 101, 11, 2]",4635,1122,2002,False,False,,,,,,,,,
4,10,"[2, 186, 100, 11, 2]",20094,1122,2002,False,False,,,,,,,,,
4,10,"[2, 199, 88, 3, 2]",18180,306,2002,False,False,,,,,,,,,
4,10,"[2, 199, 101, 4, 2]",20909,408,2002,False,False,,,,,,,,,
4,10,"[2, 200, 98, 1, 2]",20100,102,2002,False,False,,,,,,,,,
4,10,"[2, 51, 101, 11, 2]",6386,1122,2002,False,False,,,,,,,,,
4,10,"[2, 183, 101, 11, 2]",19982,1122,2002,False,False,,,,,,,,,
4,10,"[2, 198, 71, 9, 2]",15111,918,2002,False,False,,,,,,,,,
4,10,"[2, 200, 92, 6, 2]",19364,612,2002,False,False,,,,,,,,,
4,10,"[2, 199, 59, 11, 2]",12810,1122,2002,False,False,,,,,,,,,
4,10,"[2, 198, 77, 10, 2]",16432,1020,2002,False,False,,,,,,,,,
4,10,"[2, 200, 81, 7, 2]",17181,714,2002,False,False,,,,,,,,,
4,10,"[2, 200, 68, 11, 2]",14770,1122,2002,False,False,,,,,,,,,
4,10,"[2, 199, 95, 9, 2]",20176,918,2002,False,False,,,,,,,,,
4,10,"[2, 195, 99, 10, 2]",20705,1020,2002,False,False,,,,,,,,,
4,10,"[2, 198, 94, 10, 2]",19968,1020,2002,False,False,,,,,,,,,
4,10,"[2, 200, 81, 8, 2]",17264,816,2002,False,False,,,,,,,,,
4,10,"[2, 200, 99, 6, 2]",20806,612,2002,False,False,,,,,,,,,
4,10,"[2, 199, 77, 11, 2]",16590,1122,2002,False,False,,,,,,,,,
4,10,"[2, 187, 101, 6, 2]",19879,612,2002,False,False,,,,,,,,,
4,10,"[2, 196, 101, 7, 2]",20909,714,2002,False,False,,,,,,,,,
4,10,"[2, 199, 101, 7, 2]",21218,714,2002,False,False,,,,,,,,,
4,10,"[2, 199, 80, 11, 2]",17220,1122,2002,False,False,,,,,,,,,
4,10,"[2, 200, 82, 9, 2]",17556,918,2002,False,False,,,,,,,,,
4,10,"[2, 200, 79, 10, 2]",17010,1020,2002,False,False,,,,,,,,,
4,10,"[2, 199, 101, 11, 2]",21630,1122,2002,False,False,,,,,,,,,
4,10,"[2, 200, 89, 7, 2]",18837,714,2002,False,False,,,,,,,,,
4,10,"[2, 200, 88, 11, 2]",18990,1122,2002,False,False,,,,,,,,,
4,10,"[2, 200, 101, 5, 2]",21115,510,2002,False,False,,,,,,,,,
4,10,"[2, 200, 93, 8, 2]",19760,816,2002,False,False,,,,,,,,,
4,10,"[2, 200, 101, 6, 2]",21218,612,2002,False,False,,,,,,,,,
4,10,"[2, 200, 99, 11, 2]",21311,1122,2002,False,False,,,,,,,,,
4,10,"[2, 200, 100, 10, 2]",21420,1020,2002,False,False,,,,,,,,,
4,10,"[2, 200, 101, 10, 2]",21630,1020,2002,False,False,,,,,,,,,
4,10,"[2, 200, 101, 11, 2]",21733,1122,2002,False,False,,,,,,,,,
