h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,5.0,"[4, 39, 4]",312.0,224.0,224.0,True,False,,,,,,,,,
2.0,5.0,"[4, 33, 4]",264.0,224.0,224.0,True,False,,,,,,,,,
2.0,5.0,"[4, 32, 4]",256.0,224.0,224.0,True,True,,,,,,,,,
2.0,5.0,"[4, 30, 4]",240.0,210.0,224.0,False,False,,,,,,,,,
2.0,5.0,"[4, 31, 4]",248.0,217.0,224.0,False,False,,,,,,,,,
2.0,5.0,"[4, 29, 4]",232.0,203.0,224.0,False,False,203.0,0.0,21.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.7765438000001268,nonfilling,[[32]],
2.0,5.0,"[4, 28, 4]",224.0,196.0,224.0,False,False,196.0,0.0,28.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.6177290999999059,nonfilling,[[32]],
2.0,5.0,"[4, 27, 4]",216.0,189.0,224.0,False,False,189.0,0.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.5196132999999463,nonfilling,[[32]],
2.0,5.0,"[4, 26, 4]",208.0,182.0,224.0,False,False,182.0,0.0,42.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.8072305999999116,nonfilling,[[32]],
2.0,5.0,"[4, 25, 4]",200.0,175.0,224.0,False,False,175.0,0.0,49.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.5644882999999936,nonfilling,[[32]],
2.0,5.0,"[4, 24, 4]",192.0,168.0,224.0,False,False,168.0,0.0,56.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.4712409999997362,nonfilling,[[32]],
2.0,5.0,"[4, 23, 4]",184.0,161.0,224.0,False,False,161.0,0.0,63.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.3886365999996997,nonfilling,[[32]],
2.0,5.0,"[4, 22, 4]",176.0,154.0,224.0,False,False,154.0,0.0,70.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.9174917000000278,nonfilling,[[32]],
2.0,5.0,"[4, 21, 4]",168.0,147.0,224.0,False,False,147.0,0.0,77.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.7190271999998004,nonfilling,[[32]],
2.0,5.0,"[4, 20, 4]",160.0,140.0,224.0,False,False,140.0,0.0,84.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.4830219999998917,nonfilling,[[32]],
2.0,5.0,"[4, 19, 4]",152.0,133.0,224.0,False,False,133.0,0.0,91.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.4506097000003137,nonfilling,[[32]],
2.0,5.0,"[4, 18, 4]",144.0,126.0,224.0,False,False,126.0,0.0,98.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.5767955999999685,nonfilling,[[32]],
2.0,5.0,"[4, 17, 4]",136.0,119.0,224.0,False,False,119.0,0.0,105.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.6183927000001859,nonfilling,[[32]],
2.0,5.0,"[4, 16, 4]",128.0,112.0,224.0,False,False,112.0,0.0,112.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.5069275000000744,nonfilling,[[32]],
2.0,5.0,"[4, 15, 4]",120.0,105.0,224.0,False,False,105.0,0.0,119.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.4461384999999609,nonfilling,[[32]],
2.0,5.0,"[4, 14, 4]",112.0,98.0,224.0,False,False,98.0,0.0,126.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.3282850999999027,nonfilling,[[32]],
2.0,5.0,"[4, 13, 4]",104.0,91.0,224.0,False,False,91.0,0.0,133.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2827322000002823,nonfilling,[[32]],
2.0,5.0,"[4, 12, 4]",96.0,84.0,224.0,False,False,84.0,0.0,140.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2258498000001054,nonfilling,[[32]],
2.0,5.0,"[4, 11, 4]",88.0,77.0,224.0,False,False,77.0,0.0,147.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1811462999999094,nonfilling,[[32]],
2.0,5.0,"[4, 10, 4]",80.0,70.0,224.0,False,False,70.0,0.0,154.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1847331000003578,nonfilling,[[32]],
2.0,5.0,"[4, 9, 4]",72.0,63.0,224.0,False,False,63.0,0.0,161.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1624783000002025,nonfilling,[[32]],
2.0,5.0,"[4, 8, 4]",64.0,56.0,224.0,False,False,56.0,0.0,168.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1632837000001927,nonfilling,[[32]],
2.0,5.0,"[4, 7, 4]",56.0,49.0,224.0,False,False,49.0,0.0,175.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2094664999999622,nonfilling,[[32]],
2.0,5.0,"[4, 6, 4]",48.0,42.0,224.0,False,False,42.0,0.0,182.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1661204000001817,nonfilling,[[32]],
2.0,5.0,"[4, 5, 4]",40.0,35.0,224.0,False,False,35.0,0.0,189.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1349773999995704,nonfilling,[[32]],
2.0,5.0,"[4, 4, 4]",32.0,28.0,224.0,False,False,28.0,0.0,196.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0952897000001939,nonfilling,[[32]],
2.0,5.0,"[4, 3, 4]",24.0,21.0,224.0,False,False,21.0,0.0,203.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0800853000000643,nonfilling,[[32]],
2.0,5.0,"[4, 2, 4]",16.0,14.0,224.0,False,False,14.0,0.0,210.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0510952999998153,nonfilling,[[32]],
2.0,5.0,"[4, 1, 4]",8.0,7.0,224.0,False,False,7.0,0.0,217.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0359578000002329,nonfilling,[[32]],
