h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
3.0,3.0,"[2, 3, 3, 1]",18.0,10.0,10.0,True,True,,,,,,,,,
2.0,3.0,"[2, 2, 1]",6.0,4.0,4.0,True,True,,,,,,,,,
4.0,3.0,"[2, 3, 5, 3, 1]",39.0,28.0,28.0,True,True,,,,,,,,,
4.0,3.0,"[2, 4, 4, 4, 1]",44.0,28.0,28.0,True,True,,,,,,,,,
4.0,3.0,"[2, 3, 4, 5, 1]",43.0,28.0,28.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 5, 7, 6, 1]",104.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 6, 7, 5, 1]",106.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 7, 6, 5, 1]",104.0,81.0,82.0,False,False,,,,,,,,,
5.0,3.0,"[2, 3, 7, 7, 4, 1]",108.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 4, 7, 7, 3, 1]",109.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 4, 8, 6, 1]",104.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 5, 8, 5, 1]",106.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 6, 8, 4, 1]",108.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 7, 8, 3, 1]",110.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 8, 7, 3, 1]",110.0,80.0,82.0,False,False,,,,,,,,,
5.0,3.0,"[2, 4, 6, 8, 3, 1]",107.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 4, 9, 5, 1]",104.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 5, 9, 4, 1]",106.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 6, 9, 3, 1]",108.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 5, 10, 3, 1]",104.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 4, 6, 6, 6, 1]",110.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 6, 6, 7, 1]",109.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 7, 6, 6, 1]",111.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 4, 4, 7, 7, 1]",108.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 4, 7, 6, 5, 1]",113.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 4, 7, 8, 1]",110.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 5, 6, 8, 1]",107.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 8, 6, 5, 1]",113.0,81.0,82.0,False,False,,,,,,,,,
5.0,3.0,"[2, 3, 4, 6, 9, 1]",105.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 9, 7, 3, 1]",120.0,80.0,82.0,False,False,,,,,,,,,
5.0,3.0,"[2, 4, 4, 10, 4, 1]",108.0,82.0,82.0,True,True,,,,,,,,,
5.0,3.0,"[2, 3, 4, 11, 4, 1]",110.0,82.0,82.0,True,True,,,,,,,,,
