h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,6.0,"[2, 45, 9]",495.0,63.0,63.0,True,False,,,,,,,,,
2.0,6.0,"[2, 11, 9]",121.0,63.0,63.0,True,False,,,,,,,,,
2.0,6.0,"[2, 9, 9]",99.0,63.0,63.0,True,False,,,,,,,,,
2.0,6.0,"[2, 6, 9]",66.0,60.0,63.0,False,False,,,,,,,,,
2.0,6.0,"[2, 7, 9]",77.0,63.0,63.0,True,True,,,,,,,,,
3.0,6.0,"[2, 149, 254, 9]",40430.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 272, 89, 9]",25553.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 30, 102, 9]",4038.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 5, 213, 9]",2992.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 7, 89, 9]",1438.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 276, 18, 9]",5682.0,270.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 147, 56, 9]",9030.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 275, 44, 9]",13046.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 169, 48, 9]",8882.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 68, 57, 9]",4525.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 174, 23, 9]",4557.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 204, 19, 9]",4455.0,285.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 90, 55, 9]",5625.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 91, 48, 9]",4982.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 281, 11, 9]",3752.0,165.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 45, 65, 9]",3600.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 132, 31, 9]",4635.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 4, 200, 9]",2608.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 70, 38, 9]",3142.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 54, 22, 9]",1494.0,330.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 23, 44, 9]",1454.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 37, 24, 9]",1178.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 168, 20, 9]",3876.0,300.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 2, 216, 9]",2380.0,65.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 106, 21, 9]",2627.0,315.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 4, 85, 9]",1113.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 286, 13, 9]",4407.0,195.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 288, 13, 9]",4437.0,195.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 10, 56, 9]",1084.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 12, 31, 9]",675.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 2, 277, 9]",3051.0,65.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 154, 22, 9]",3894.0,330.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 23, 27, 9]",910.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 270, 21, 9]",6399.0,315.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 9, 34, 9]",630.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 290, 5, 9]",2075.0,75.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 3, 184, 9]",2214.0,246.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 287, 18, 9]",5902.0,270.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 3, 296, 9]",3558.0,246.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 12, 27, 9]",591.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 4, 78, 9]",1022.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 8, 61, 9]",1053.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 285, 20, 9]",6450.0,300.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 240, 22, 9]",5958.0,330.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 275, 21, 9]",6514.0,315.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 289, 6, 9]",2366.0,90.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 139, 23, 9]",3682.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 6, 76, 9]",1152.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 5, 69, 9]",976.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 9, 27, 9]",504.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 4, 55, 9]",723.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 299, 11, 9]",3986.0,165.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 297, 15, 9]",5184.0,225.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 92, 23, 9]",2507.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 8, 50, 9]",866.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 289, 18, 9]",5942.0,270.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 25, 25, 9]",900.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 6, 36, 9]",552.0,333.0,333.0,True,False,,,,,,,,,
3.0,6.0,"[2, 290, 18, 9]",5962.0,270.0,333.0,False,False,,,,,,,,,
3.0,6.0,"[2, 7, 33, 9]",542.0,333.0,333.0,True,False,,,,,,,,,
