h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,2.0,"[2, 16, 7]",144.0,21.0,21.0,True,False,,,,,,,,
2.0,2.0,"[2, 11, 7]",99.0,21.0,21.0,True,False,,,,,,,,
2.0,2.0,"[2, 9, 7]",81.0,21.0,21.0,True,False,,,,,,,,
2.0,2.0,"[2, 5, 7]",45.0,21.0,21.0,True,False,,,,,,,,
2.0,2.0,"[2, 3, 7]",27.0,21.0,21.0,True,True,,,,,,,,
3.0,2.0,"[2, 143, 253, 7]",38236.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 50, 52, 7]",3064.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 251, 49, 7]",13144.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 285, 31, 7]",9622.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 98, 26, 7]",2926.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 21, 282, 7]",7938.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 195, 23, 7]",5036.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 76, 7, 7]",733.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 9, 26, 7]",434.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 6, 33, 7]",441.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 50, 7, 7]",499.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 1, 21, 7]",170.0,8.0,35.0,False,False,,,,,,,,
3.0,2.0,"[2, 5, 290, 7]",3490.0,35.0,35.0,True,False,,,,,,,,
3.0,2.0,"[2, 118, 1, 7]",361.0,9.0,35.0,False,False,,,,,,,,
3.0,2.0,"[2, 94, 4, 7]",592.0,32.0,35.0,False,False,,,,,,,,
