h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,5,"[1, 215, 7]",1720,7,7,True,False,,,,,,,,,,True
2,5,"[1, 51, 7]",408,7,7,True,False,,,,,,,,,,True
2,5,"[1, 49, 7]",392,7,7,True,False,,,,,,,,,,True
2,5,"[1, 32, 7]",256,7,7,True,False,,,,,,,,,,True
2,5,"[1, 17, 7]",136,7,7,True,False,,,,,,,,,,True
2,5,"[1, 12, 7]",96,7,7,True,False,,,,,,,,,,True
2,5,"[1, 4, 7]",32,7,7,True,False,,,,,,,,,,True
2,5,"[1, 3, 7]",24,7,7,True,False,,,,,,,,,,True
2,5,"[1, 2, 7]",16,7,7,True,False,,,,,,,,,,True
3,5,"[1, 254, 8, 7]",2342,7,7,True,False,,,,,,,,,,True
3,5,"[1, 278, 3, 7]",1133,7,7,True,False,,,,,,,,,,False
3,5,"[1, 103, 119, 7]",13193,7,7,True,False,,,,,,,,,,True
3,5,"[1, 185, 33, 7]",6521,7,7,True,False,,,,,,,,,,True
3,5,"[1, 101, 197, 7]",21377,7,7,True,False,,,,,,,,,,True
3,5,"[1, 4, 176, 7]",1940,7,7,True,False,,,,,,,,,,True
3,5,"[1, 61, 88, 7]",6045,7,7,True,False,,,,,,,,,,True
3,5,"[1, 135, 5, 7]",845,7,7,True,False,,,,,,,,,,False
3,5,"[1, 52, 53, 7]",3179,7,7,True,False,,,,,,,,,,True
3,5,"[1, 49, 144, 7]",8113,7,7,True,False,,,,,,,,,,True
3,5,"[1, 28, 119, 7]",4193,7,7,True,False,,,,,,,,,,True
3,5,"[1, 11, 129, 7]",2333,7,7,True,False,,,,,,,,,,True
3,5,"[1, 35, 19, 7]",833,7,7,True,False,,,,,,,,,,True
3,5,"[1, 51, 10, 7]",631,7,7,True,False,,,,,,,,,,True
3,5,"[1, 77, 3, 7]",329,7,7,True,False,,,,,,,,,,False
3,5,"[1, 50, 8, 7]",506,7,7,True,False,,,,,,,,,,True
3,5,"[1, 22, 23, 7]",689,7,7,True,False,,,,,,,,,,True
3,5,"[1, 2, 287, 7]",2585,7,7,True,False,,,,,,,,,,True
3,5,"[1, 10, 90, 7]",1540,7,7,True,False,,,,,,,,,,True
3,5,"[1, 36, 16, 7]",724,7,7,True,False,,,,,,,,,,True
3,5,"[1, 4, 6, 7]",70,7,7,True,False,,,,,,,,,,True
3,5,"[1, 2, 138, 7]",1244,7,7,True,False,,,,,,,,,,True
3,5,"[1, 71, 4, 7]",383,7,7,True,False,,,,,,,,,,False
3,5,"[1, 3, 63, 7]",633,7,7,True,False,,,,,,,,,,True
3,5,"[1, 60, 3, 7]",261,7,7,True,False,,,,,,,,,,False
3,5,"[1, 165, 2, 7]",509,7,7,True,False,,,,,,,,,,False
3,5,"[1, 2, 92, 7]",830,7,7,True,False,,,,,,,,,,True
3,5,"[1, 20, 2, 7]",74,7,7,True,False,,,,,,,,,,False
3,5,"[1, 2, 62, 7]",560,7,7,True,False,,,,,,,,,,True
3,5,"[1, 2, 24, 7]",218,7,7,True,False,,,,,,,,,,True
3,5,"[1, 2, 17, 7]",155,7,7,True,False,,,,,,,,,,True
3,5,"[1, 14, 5, 7]",119,7,7,True,False,,,,,,,,,,False
3,5,"[1, 3, 14, 7]",143,7,7,True,False,,,,,,,,,,True
3,5,"[1, 2, 13, 7]",119,7,7,True,False,,,,,,,,,,True
3,5,"[1, 3, 9, 7]",93,7,7,True,False,,,,,,,,,,True
3,5,"[1, 17, 2, 7]",65,7,7,True,False,,,,,,,,,,False
3,5,"[1, 2, 7, 7]",65,7,7,True,False,,,,,,,,,,True
3,5,"[1, 5, 3, 7]",41,7,7,True,False,,,,,,,,,,False
3,5,"[1, 2, 5, 7]",47,7,7,True,False,,,,,,,,,,True
3,5,"[1, 14, 2, 7]",56,7,7,True,False,,,,,,,,,,False
3,5,"[1, 3, 3, 7]",33,7,7,True,False,,,,,,,,,,True
3,5,"[1, 2, 4, 7]",38,7,7,True,False,,,,,,,,,,True
3,5,"[1, 13, 2, 7]",53,7,7,True,False,,,,,,,,,,False
3,5,"[1, 4, 2, 7]",26,7,7,True,False,,,,,,,,,,False
3,5,"[1, 2, 3, 7]",29,7,7,True,False,,,,,,,,,,True
3,5,"[1, 2, 2, 7]",20,7,7,True,False,,,,,,,,,,True
2,5,"[1, 1, 7]",8,7,7,True,True,,,,,,,,,,True
3,5,"[1, 209, 1, 7]",425,7,7,True,False,,,,,,,,,,False
3,5,"[1, 1, 111, 7]",889,7,7,True,False,,,,,,,,,,True
3,5,"[1, 1, 58, 7]",465,7,7,True,False,,,,,,,,,,True
3,5,"[1, 25, 1, 7]",57,7,7,True,False,,,,,,,,,,False
3,5,"[1, 1, 45, 7]",361,7,7,True,False,,,,,,,,,,True
3,5,"[1, 1, 39, 7]",313,7,7,True,False,,,,,,,,,,True
3,5,"[1, 2, 1, 7]",11,7,7,True,False,,,,,,,,,,False
3,5,"[1, 1, 19, 7]",153,7,7,True,False,,,,,,,,,,True
3,5,"[1, 1, 18, 7]",145,7,7,True,False,,,,,,,,,,True
3,5,"[1, 1, 14, 7]",113,7,7,True,False,,,,,,,,,,True
3,5,"[1, 1, 1, 7]",9,7,7,True,True,,,,,,,,,,True
