h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,6,"[1, 189, 4]",945,4,4,True,False
2,6,"[1, 155, 4]",775,4,4,True,False
2,6,"[1, 123, 4]",615,4,4,True,False
2,6,"[1, 38, 4]",190,4,4,True,False
2,6,"[1, 8, 4]",40,4,4,True,False
2,6,"[1, 5, 4]",25,4,4,True,False
2,6,"[1, 3, 4]",15,4,4,True,False
2,6,"[1, 2, 4]",10,4,4,True,True
3,6,"[1, 35, 3, 4]",152,4,4,True,False
3,6,"[1, 177, 2, 4]",539,4,4,True,False
3,6,"[1, 31, 118, 4]",4161,4,4,True,False
3,6,"[1, 19, 266, 4]",6137,4,4,True,False
3,6,"[1, 20, 176, 4]",4244,4,4,True,False
3,6,"[1, 8, 145, 4]",1748,4,4,True,False
3,6,"[1, 19, 130, 4]",3009,4,4,True,False
3,6,"[1, 22, 45, 4]",1192,4,4,True,False
3,6,"[1, 21, 123, 4]",3096,4,4,True,False
3,6,"[1, 7, 89, 4]",986,4,4,True,False
3,6,"[1, 2, 262, 4]",1574,4,4,True,False
3,6,"[1, 3, 50, 4]",353,4,4,True,False
3,6,"[1, 11, 47, 4]",716,4,4,True,False
3,6,"[1, 23, 21, 4]",590,4,4,True,False
3,6,"[1, 2, 203, 4]",1220,4,4,True,False
3,6,"[1, 91, 2, 4]",281,4,4,True,False
3,6,"[1, 31, 7, 4]",276,4,4,True,False
3,6,"[1, 2, 111, 4]",668,4,4,True,False
3,6,"[1, 3, 36, 4]",255,4,4,True,False
3,6,"[1, 23, 4, 4]",131,4,4,True,False
3,6,"[1, 2, 67, 4]",404,4,4,True,False
3,6,"[1, 20, 3, 4]",92,4,4,True,False
3,6,"[1, 3, 4, 4]",31,4,4,True,False
3,6,"[1, 58, 2, 4]",182,4,4,True,False
3,6,"[1, 2, 39, 4]",236,4,4,True,False
3,6,"[1, 2, 3, 4]",20,4,4,True,False
3,6,"[1, 17, 2, 4]",59,4,4,True,False
3,6,"[1, 3, 2, 4]",17,4,4,True,False
3,6,"[1, 2, 2, 4]",14,4,4,True,True
