h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,1,"[1, 277, 5]",1662,5,5,True,False,,,,,,,,,,True
2,1,"[1, 205, 5]",1230,5,5,True,False,,,,,,,,,,True
2,1,"[1, 127, 5]",762,5,5,True,False,,,,,,,,,,True
2,1,"[1, 78, 5]",468,5,5,True,False,,,,,,,,,,True
2,1,"[1, 50, 5]",300,5,5,True,False,,,,,,,,,,True
2,1,"[1, 26, 5]",156,5,5,True,False,,,,,,,,,,True
2,1,"[1, 25, 5]",150,5,5,True,False,,,,,,,,,,True
2,1,"[1, 8, 5]",48,5,5,True,False,,,,,,,,,,True
2,1,"[1, 3, 5]",18,5,5,True,False,,,,,,,,,,True
2,1,"[1, 2, 5]",12,5,5,True,False,,,,,,,,,,True
3,1,"[1, 93, 221, 5]",21751,5,5,True,False,,,,,,,,,,True
3,1,"[1, 206, 30, 5]",6536,5,5,True,False,,,,,,,,,,True
3,1,"[1, 89, 245, 5]",23119,5,5,True,False,,,,,,,,,,True
3,1,"[1, 10, 90, 5]",1360,5,5,True,False,,,,,,,,,,True
3,1,"[1, 124, 27, 5]",3607,5,5,True,False,,,,,,,,,,True
3,1,"[1, 132, 26, 5]",3694,5,5,True,False,,,,,,,,,,True
3,1,"[1, 25, 50, 5]",1525,5,5,True,False,,,,,,,,,,True
3,1,"[1, 218, 15, 5]",3563,5,5,True,False,,,,,,,,,,True
3,1,"[1, 5, 283, 5]",2835,5,5,True,False,,,,,,,,,,True
3,1,"[1, 7, 228, 5]",2743,5,5,True,False,,,,,,,,,,True
3,1,"[1, 109, 5, 5]",679,5,5,True,False,,,,,,,,,,True
3,1,"[1, 3, 31, 5]",251,5,5,True,False,,,,,,,,,,True
3,1,"[1, 38, 17, 5]",769,5,5,True,False,,,,,,,,,,True
3,1,"[1, 47, 15, 5]",827,5,5,True,False,,,,,,,,,,True
3,1,"[1, 97, 9, 5]",1015,5,5,True,False,,,,,,,,,,True
3,1,"[1, 15, 9, 5]",195,5,5,True,False,,,,,,,,,,True
3,1,"[1, 14, 15, 5]",299,5,5,True,False,,,,,,,,,,True
3,1,"[1, 297, 3, 5]",1203,5,5,True,False,,,,,,,,,,False
3,1,"[1, 140, 3, 5]",575,5,5,True,False,,,,,,,,,,False
3,1,"[1, 62, 5, 5]",397,5,5,True,False,,,,,,,,,,True
3,1,"[1, 56, 8, 5]",544,5,5,True,False,,,,,,,,,,True
3,1,"[1, 150, 2, 5]",460,5,5,True,False,,,,,,,,,,False
3,1,"[1, 2, 78, 5]",548,5,5,True,False,,,,,,,,,,True
3,1,"[1, 14, 14, 5]",280,5,5,True,False,,,,,,,,,,True
3,1,"[1, 56, 3, 5]",239,5,5,True,False,,,,,,,,,,False
3,1,"[1, 104, 2, 5]",322,5,5,True,False,,,,,,,,,,False
3,1,"[1, 6, 26, 5]",292,5,5,True,False,,,,,,,,,,True
3,1,"[1, 6, 5, 5]",61,5,5,True,False,,,,,,,,,,True
3,1,"[1, 88, 2, 5]",274,5,5,True,False,,,,,,,,,,False
3,1,"[1, 2, 36, 5]",254,5,5,True,False,,,,,,,,,,True
3,1,"[1, 7, 3, 5]",43,5,5,True,False,,,,,,,,,,False
3,1,"[1, 2, 15, 5]",107,5,5,True,False,,,,,,,,,,True
3,1,"[1, 53, 2, 5]",169,5,5,True,False,,,,,,,,,,False
3,1,"[1, 28, 2, 5]",94,5,5,True,False,,,,,,,,,,False
3,1,"[1, 19, 2, 5]",67,5,5,True,False,,,,,,,,,,False
3,1,"[1, 3, 13, 5]",107,5,5,True,False,,,,,,,,,,True
3,1,"[1, 2, 8, 5]",58,5,5,True,False,,,,,,,,,,True
3,1,"[1, 3, 5, 5]",43,5,5,True,False,,,,,,,,,,True
3,1,"[1, 17, 2, 5]",61,5,5,True,False,,,,,,,,,,False
3,1,"[1, 9, 2, 5]",37,5,5,True,False,,,,,,,,,,False
3,1,"[1, 6, 2, 5]",28,5,5,True,False,,,,,,,,,,False
3,1,"[1, 5, 2, 5]",25,5,5,True,False,,,,,,,,,,False
3,1,"[1, 2, 4, 5]",30,5,5,True,False,,,,,,,,,,True
3,1,"[1, 3, 2, 5]",19,5,5,True,False,,,,,,,,,,False
3,1,"[1, 2, 3, 5]",23,5,5,True,False,,,,,,,,,,True
3,1,"[1, 2, 2, 5]",16,5,5,True,False,,,,,,,,,,True
2,1,"[1, 1, 5]",6,5,5,True,True,,,,,,,,,,True
3,1,"[1, 1, 282, 5]",1693,5,5,True,False,,,,,,,,,,True
3,1,"[1, 264, 1, 5]",533,5,5,True,False,,,,,,,,,,False
3,1,"[1, 1, 129, 5]",775,5,5,True,False,,,,,,,,,,True
3,1,"[1, 48, 1, 5]",101,5,5,True,False,,,,,,,,,,False
3,1,"[1, 47, 1, 5]",99,5,5,True,False,,,,,,,,,,False
3,1,"[1, 28, 1, 5]",61,5,5,True,False,,,,,,,,,,False
3,1,"[1, 8, 1, 5]",21,5,5,True,False,,,,,,,,,,False
3,1,"[1, 1, 54, 5]",325,5,5,True,False,,,,,,,,,,True
3,1,"[1, 7, 1, 5]",19,5,5,True,False,,,,,,,,,,False
3,1,"[1, 1, 20, 5]",121,5,5,True,False,,,,,,,,,,True
3,1,"[1, 1, 6, 5]",37,5,5,True,False,,,,,,,,,,True
3,1,"[1, 1, 2, 5]",13,5,5,True,False,,,,,,,,,,True
3,1,"[1, 4, 1, 5]",13,5,5,True,False,,,,,,,,,,False
3,1,"[1, 1, 1, 5]",7,5,5,True,True,,,,,,,,,,True
4,1,"[1, 1, 1, 1, 5]",8,5,5,True,True,,,,,,,,,,True
5,1,"[1, 1, 1, 1, 1, 5]",9,5,5,True,True,,,,,,,,,,True
6,1,"[1, 1, 1, 1, 1, 1, 5]",10,5,5,True,True,,,,,,,,,,True
