h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,8,"[1, 175, 6]",1225,6,6,True,False
2,8,"[1, 35, 6]",245,6,6,True,False
2,8,"[1, 26, 6]",182,6,6,True,False
2,8,"[1, 23, 6]",161,6,6,True,False
2,8,"[1, 17, 6]",119,6,6,True,False
2,8,"[1, 2, 6]",14,6,6,True,True
3,8,"[1, 265, 204, 6]",55549,6,6,True,False
3,8,"[1, 196, 165, 6]",33526,6,6,True,False
3,8,"[1, 120, 169, 6]",21414,6,6,True,False
3,8,"[1, 72, 152, 6]",11928,6,6,True,False
3,8,"[1, 277, 7, 6]",2258,6,6,True,False
3,8,"[1, 116, 44, 6]",5484,6,6,True,False
3,8,"[1, 83, 109, 6]",9784,6,6,True,False
3,8,"[1, 253, 19, 6]",5174,6,6,True,False
3,8,"[1, 37, 12, 6]",553,6,6,True,False
3,8,"[1, 135, 4, 6]",699,6,6,True,False
3,8,"[1, 111, 8, 6]",1047,6,6,True,False
3,8,"[1, 25, 40, 6]",1265,6,6,True,False
3,8,"[1, 3, 258, 6]",2325,6,6,True,False
3,8,"[1, 3, 151, 6]",1362,6,6,True,False
3,8,"[1, 4, 117, 6]",1174,6,6,True,False
3,8,"[1, 240, 2, 6]",732,6,6,True,False
3,8,"[1, 16, 109, 6]",2414,6,6,True,False
3,8,"[1, 12, 8, 6]",156,6,6,True,False
3,8,"[1, 5, 52, 6]",577,6,6,True,False
3,8,"[1, 116, 3, 6]",482,6,6,True,False
3,8,"[1, 47, 5, 6]",312,6,6,True,False
3,8,"[1, 10, 44, 6]",714,6,6,True,False
3,8,"[1, 3, 134, 6]",1209,6,6,True,False
3,8,"[1, 2, 47, 6]",378,6,6,True,False
3,8,"[1, 25, 5, 6]",180,6,6,True,False
3,8,"[1, 9, 9, 6]",144,6,6,True,False
3,8,"[1, 8, 21, 6]",302,6,6,True,False
3,8,"[1, 3, 29, 6]",264,6,6,True,False
3,8,"[1, 80, 4, 6]",424,6,6,True,False
3,8,"[1, 4, 18, 6]",184,6,6,True,False
3,8,"[1, 17, 3, 6]",86,6,6,True,False
3,8,"[1, 165, 2, 6]",507,6,6,True,False
3,8,"[1, 2, 21, 6]",170,6,6,True,False
3,8,"[1, 157, 2, 6]",483,6,6,True,False
3,8,"[1, 49, 2, 6]",159,6,6,True,False
3,8,"[1, 2, 14, 6]",114,6,6,True,False
3,8,"[1, 3, 9, 6]",84,6,6,True,False
3,8,"[1, 14, 3, 6]",74,6,6,True,False
3,8,"[1, 10, 6, 6]",106,6,6,True,False
3,8,"[1, 29, 2, 6]",99,6,6,True,False
3,8,"[1, 9, 4, 6]",69,6,6,True,False
3,8,"[1, 18, 2, 6]",66,6,6,True,False
3,8,"[1, 6, 3, 6]",42,6,6,True,False
3,8,"[1, 16, 2, 6]",60,6,6,True,False
3,8,"[1, 2, 10, 6]",82,6,6,True,False
3,8,"[1, 4, 7, 6]",74,6,6,True,False
3,8,"[1, 3, 2, 6]",21,6,6,True,False
3,8,"[1, 2, 2, 6]",18,6,6,True,True
