h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,3.0,"[2, 239, 3]",1195.0,12.0,12.0,True,False,,,,,,,,,
2.0,3.0,"[2, 182, 3]",910.0,12.0,12.0,True,False,,,,,,,,,
2.0,3.0,"[2, 131, 3]",655.0,12.0,12.0,True,False,,,,,,,,,
2.0,3.0,"[2, 108, 3]",540.0,12.0,12.0,True,False,,,,,,,,,
2.0,3.0,"[2, 64, 3]",320.0,12.0,12.0,True,False,,,,,,,,,
2.0,3.0,"[2, 62, 3]",310.0,12.0,12.0,True,False,,,,,,,,,
2.0,3.0,"[2, 32, 3]",160.0,12.0,12.0,True,False,,,,,,,,,
2.0,3.0,"[2, 8, 3]",40.0,12.0,12.0,True,False,,,,,,,,,
2.0,3.0,"[2, 3, 3]",15.0,12.0,12.0,True,True,,,,,,,,,
3.0,3.0,"[2, 191, 279, 3]",54508.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 158, 60, 3]",9976.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 142, 22, 3]",3474.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 150, 1, 3]",453.0,6.0,30.0,False,False,,,,,,,,,
3.0,3.0,"[2, 35, 132, 3]",5086.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 16, 49, 3]",963.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 281, 21, 3]",6526.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 211, 5, 3]",1492.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 68, 13, 3]",1059.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 120, 4, 3]",732.0,24.0,30.0,False,False,,,,,,,,,
3.0,3.0,"[2, 36, 22, 3]",930.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 5, 175, 3]",1410.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 60, 7, 3]",561.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 2, 142, 3]",714.0,14.0,30.0,False,False,,,,,,,,,
3.0,3.0,"[2, 4, 115, 3]",813.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 139, 6, 3]",1130.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 59, 17, 3]",1172.0,30.0,30.0,True,False,,,,,,,,,
3.0,3.0,"[2, 281, 2, 3]",1130.0,12.0,30.0,False,False,,,,,,,,,
3.0,3.0,"[2, 4, 10, 3]",78.0,30.0,30.0,True,False,,,,,,,,,
