h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
4,11,"[2, 13, 117, 9, 1]",2609,1098,1332,False,False
4,11,"[2, 116, 60, 11, 1]",7863,1320,1332,False,False
4,11,"[2, 91, 116, 10, 1]",11908,1220,1332,False,False
4,11,"[2, 65, 62, 11, 1]",4853,1332,1332,True,False
4,11,"[2, 80, 118, 10, 1]",10790,1220,1332,False,False
4,11,"[2, 15, 120, 10, 1]",3040,1220,1332,False,False
4,11,"[2, 11, 75, 12, 1]",1759,1332,1332,True,False
4,11,"[2, 56, 54, 12, 1]",3796,1242,1332,False,False
4,11,"[2, 120, 91, 6, 1]",11712,732,1332,False,False
4,11,"[2, 120, 120, 6, 1]",15366,732,1332,False,False
4,11,"[2, 113, 101, 10, 1]",12659,1220,1332,False,False
4,11,"[2, 119, 47, 10, 1]",6311,987,1332,False,False
4,11,"[2, 103, 104, 9, 1]",11863,1098,1332,False,False
4,11,"[2, 119, 107, 8, 1]",13835,976,1332,False,False
4,11,"[2, 116, 120, 7, 1]",14999,854,1332,False,False
4,11,"[2, 99, 112, 8, 1]",12190,976,1332,False,False
4,11,"[2, 110, 102, 9, 1]",12367,1098,1332,False,False
4,11,"[2, 90, 117, 9, 1]",11772,1098,1332,False,False
4,11,"[2, 120, 44, 11, 1]",6015,968,1332,False,False
4,11,"[2, 25, 120, 9, 1]",4139,1098,1332,False,False
4,11,"[2, 121, 16, 12, 1]",2382,368,1332,False,False
4,11,"[2, 100, 117, 9, 1]",12962,1098,1332,False,False
4,11,"[2, 114, 119, 8, 1]",14754,976,1332,False,False
4,11,"[2, 121, 108, 3, 1]",13637,366,1332,False,False
4,11,"[2, 2, 103, 12, 1]",1458,124,1332,False,False
4,11,"[2, 16, 71, 12, 1]",2032,1332,1332,True,False
4,11,"[2, 117, 120, 7, 1]",15121,854,1332,False,False
4,11,"[2, 22, 56, 12, 1]",1960,1288,1332,False,False
4,11,"[2, 107, 42, 12, 1]",5224,966,1332,False,False
4,11,"[2, 63, 55, 12, 1]",4263,1265,1332,False,False
4,11,"[2, 121, 60, 11, 1]",8173,1320,1332,False,False
4,11,"[2, 92, 122, 3, 1]",11777,366,1332,False,False
4,11,"[2, 116, 55, 12, 1]",7284,1265,1332,False,False
4,11,"[2, 64, 120, 9, 1]",8897,1098,1332,False,False
4,11,"[2, 120, 73, 8, 1]",9592,976,1332,False,False
4,11,"[2, 110, 112, 9, 1]",13557,1098,1332,False,False
4,11,"[2, 95, 110, 10, 1]",11750,1220,1332,False,False
4,11,"[2, 104, 58, 12, 1]",6948,1332,1332,True,False
4,11,"[2, 66, 120, 10, 1]",9262,1220,1332,False,False
4,11,"[2, 96, 119, 10, 1]",12816,1220,1332,False,False
4,11,"[2, 121, 82, 10, 1]",10994,1220,1332,False,False
4,11,"[2, 13, 71, 11, 1]",1741,1332,1332,True,False
4,11,"[2, 114, 96, 9, 1]",12045,1098,1332,False,False
4,11,"[2, 117, 117, 8, 1]",14867,976,1332,False,False
4,11,"[2, 88, 122, 10, 1]",12142,1220,1332,False,False
4,11,"[2, 17, 58, 12, 1]",1728,1332,1332,True,False
4,11,"[2, 46, 57, 12, 1]",3410,1311,1332,False,False
4,11,"[2, 118, 33, 12, 1]",4538,759,1332,False,False
4,11,"[2, 120, 47, 12, 1]",6456,1081,1332,False,False
4,11,"[2, 97, 122, 5, 1]",12643,610,1332,False,False
4,11,"[2, 91, 57, 12, 1]",6065,1311,1332,False,False
4,11,"[2, 121, 53, 12, 1]",7303,1219,1332,False,False
4,11,"[2, 118, 118, 10, 1]",15350,1220,1332,False,False
4,11,"[2, 15, 70, 12, 1]",1932,1332,1332,True,False
4,11,"[2, 101, 120, 9, 1]",13411,1098,1332,False,False
4,11,"[2, 5, 110, 12, 1]",1892,1332,1332,True,False
4,11,"[2, 116, 122, 10, 1]",15614,1220,1332,False,False
4,11,"[2, 6, 80, 12, 1]",1464,1332,1332,True,False
4,11,"[2, 118, 121, 8, 1]",15490,976,1332,False,False
4,11,"[2, 117, 122, 8, 1]",15492,976,1332,False,False
4,11,"[2, 15, 62, 12, 1]",1716,1332,1332,True,False
4,11,"[2, 13, 61, 12, 1]",1563,1332,1332,True,False
4,11,"[2, 44, 62, 11, 1]",3509,1332,1332,True,False
4,11,"[2, 121, 118, 7, 1]",15353,854,1332,False,False
4,11,"[2, 2, 122, 12, 1]",1724,124,1332,False,False
4,11,"[2, 119, 56, 12, 1]",7586,1288,1332,False,False
4,11,"[2, 86, 61, 11, 1]",6100,1332,1332,True,False
4,11,"[2, 93, 57, 12, 1]",6183,1311,1332,False,False
4,11,"[2, 5, 111, 11, 1]",1797,1332,1332,True,False
4,11,"[2, 120, 115, 8, 1]",14968,976,1332,False,False
4,11,"[2, 5, 100, 12, 1]",1722,1332,1332,True,False
4,11,"[2, 119, 83, 9, 1]",10871,1098,1332,False,False
4,11,"[2, 3, 111, 11, 1]",1571,850,1332,False,False
4,11,"[2, 31, 61, 11, 1]",2635,1332,1332,True,False
4,11,"[2, 120, 108, 10, 1]",14290,1220,1332,False,False
4,11,"[2, 118, 122, 5, 1]",15247,610,1332,False,False
4,11,"[2, 4, 113, 12, 1]",1828,1332,1332,True,False
4,11,"[2, 12, 63, 12, 1]",1548,1332,1332,True,False
4,11,"[2, 15, 58, 12, 1]",1608,1332,1332,True,False
4,11,"[2, 120, 112, 10, 1]",14810,1220,1332,False,False
4,11,"[2, 5, 89, 12, 1]",1535,1332,1332,True,False
4,11,"[2, 120, 118, 8, 1]",15352,976,1332,False,False
4,11,"[2, 28, 62, 11, 1]",2485,1332,1332,True,False
4,11,"[2, 18, 61, 11, 1]",1816,1332,1332,True,False
4,11,"[2, 10, 68, 12, 1]",1528,1332,1332,True,False
4,11,"[2, 3, 113, 12, 1]",1713,927,1332,False,False
4,11,"[2, 4, 97, 12, 1]",1572,1332,1332,True,False
4,11,"[2, 121, 121, 1, 1]",15005,122,1332,False,False
4,11,"[2, 13, 70, 11, 1]",1717,1332,1332,True,False
4,11,"[2, 15, 68, 11, 1]",1809,1332,1332,True,False
4,11,"[2, 120, 120, 9, 1]",15729,1098,1332,False,False
4,11,"[2, 11, 62, 12, 1]",1460,1332,1332,True,False
4,11,"[2, 14, 61, 11, 1]",1564,1332,1332,True,False
4,11,"[2, 12, 65, 11, 1]",1530,1332,1332,True,False
4,11,"[2, 120, 54, 12, 1]",7380,1242,1332,False,False
4,11,"[2, 121, 121, 8, 1]",15859,976,1332,False,False
4,11,"[2, 121, 115, 10, 1]",15317,1220,1332,False,False
4,11,"[2, 13, 58, 12, 1]",1488,1332,1332,True,False
4,11,"[2, 5, 89, 11, 1]",1445,1332,1332,True,True
4,11,"[2, 119, 122, 10, 1]",15986,1220,1332,False,False
4,11,"[2, 11, 60, 12, 1]",1414,1331,1332,False,False
4,11,"[2, 118, 57, 12, 1]",7658,1311,1332,False,False
4,11,"[2, 10, 74, 11, 1]",1585,1332,1332,True,False
4,11,"[2, 5, 86, 12, 1]",1484,1332,1332,True,False
4,11,"[2, 13, 64, 11, 1]",1573,1332,1332,True,False
4,11,"[2, 4, 110, 11, 1]",1669,1332,1332,True,False
4,11,"[2, 120, 121, 9, 1]",15858,1098,1332,False,False
4,11,"[2, 10, 67, 12, 1]",1506,1332,1332,True,False
4,11,"[2, 4, 91, 12, 1]",1476,1332,1332,True,False
4,11,"[2, 121, 122, 9, 1]",16111,1098,1332,False,False
4,11,"[2, 3, 122, 12, 1]",1848,927,1332,False,False
4,11,"[2, 6, 76, 12, 1]",1392,1298,1332,False,False
4,11,"[2, 7, 71, 12, 1]",1375,1285,1332,False,False
4,11,"[2, 5, 82, 11, 1]",1333,1235,1332,False,False
4,11,"[2, 10, 69, 11, 1]",1480,1332,1332,True,False
4,11,"[2, 11, 65, 11, 1]",1463,1332,1332,True,False
4,11,"[2, 120, 119, 10, 1]",15720,1220,1332,False,False
4,11,"[2, 121, 54, 12, 1]",7436,1242,1332,False,False
4,11,"[2, 4, 92, 11, 1]",1399,1292,1332,False,False
4,11,"[2, 9, 75, 12, 1]",1605,1332,1332,True,False
4,11,"[2, 4, 96, 11, 1]",1459,1332,1332,True,False
4,11,"[2, 121, 116, 10, 1]",15448,1220,1332,False,False
4,11,"[2, 6, 79, 11, 1]",1366,1270,1332,False,False
4,11,"[2, 7, 72, 12, 1]",1394,1303,1332,False,False
4,11,"[2, 13, 62, 11, 1]",1525,1332,1332,True,False
4,11,"[2, 121, 120, 10, 1]",15972,1220,1332,False,False
4,11,"[2, 7, 75, 11, 1]",1375,1282,1332,False,False
4,11,"[2, 120, 55, 12, 1]",7512,1265,1332,False,False
4,11,"[2, 4, 83, 12, 1]",1348,1249,1332,False,False
4,11,"[2, 8, 76, 11, 1]",1471,1332,1332,True,False
4,11,"[2, 5, 81, 12, 1]",1399,1301,1332,False,False
4,11,"[2, 5, 87, 11, 1]",1413,1310,1332,False,False
4,11,"[2, 9, 67, 12, 1]",1437,1332,1332,True,True
4,11,"[2, 12, 61, 11, 1]",1438,1332,1332,True,True
4,11,"[2, 121, 122, 10, 1]",16234,1220,1332,False,False
4,11,"[2, 6, 81, 11, 1]",1400,1302,1332,False,False
4,11,"[2, 10, 64, 11, 1]",1375,1290,1332,False,False
4,11,"[2, 8, 71, 12, 1]",1448,1332,1332,True,False
4,11,"[2, 121, 57, 12, 1]",7835,1311,1332,False,False
4,11,"[2, 9, 73, 11, 1]",1489,1332,1332,True,False
4,11,"[2, 8, 73, 11, 1]",1414,1322,1332,False,False
4,11,"[2, 10, 67, 11, 1]",1438,1332,1332,True,True
4,11,"[2, 11, 62, 11, 1]",1397,1313,1332,False,False
4,11,"[2, 5, 85, 12, 1]",1467,1332,1332,True,False
4,11,"[2, 9, 66, 12, 1]",1416,1329,1332,False,False
4,11,"[2, 8, 74, 11, 1]",1433,1332,1332,True,True
4,11,"[2, 5, 84, 12, 1]",1450,1332,1332,True,False
4,11,"[2, 5, 88, 11, 1]",1429,1325,1332,False,False
4,11,"[2, 5, 83, 12, 1]",1433,1332,1332,True,True
4,11,"[2, 8, 70, 12, 1]",1428,1332,1332,True,True
4,11,"[2, 8, 69, 12, 1]",1408,1319,1332,False,False
4,11,"[2, 4, 89, 12, 1]",1444,1332,1332,True,True
4,11,"[2, 4, 88, 12, 1]",1428,1324,1332,False,False
4,11,"[2, 7, 77, 11, 1]",1411,1316,1332,False,False
4,11,"[2, 11, 61, 12, 1]",1437,1332,1332,True,True
4,11,"[2, 10, 63, 12, 1]",1418,1332,1332,True,True
4,11,"[2, 12, 60, 12, 1]",1476,1332,1332,True,False
4,11,"[2, 11, 64, 11, 1]",1441,1332,1332,True,False
4,11,"[2, 7, 73, 12, 1]",1413,1321,1332,False,False
4,11,"[2, 10, 62, 12, 1]",1396,1312,1332,False,False
4,11,"[2, 6, 88, 11, 1]",1519,1332,1332,True,False
4,11,"[2, 6, 86, 11, 1]",1485,1332,1332,True,False
4,11,"[2, 7, 77, 12, 1]",1489,1332,1332,True,False
4,11,"[2, 7, 74, 12, 1]",1432,1332,1332,True,True
4,11,"[2, 12, 59, 12, 1]",1452,1332,1332,True,False
4,11,"[2, 5, 82, 12, 1]",1416,1317,1332,False,False
4,11,"[2, 9, 72, 11, 1]",1469,1332,1332,True,False
4,11,"[2, 7, 78, 11, 1]",1429,1332,1332,True,True
4,11,"[2, 9, 68, 11, 1]",1389,1301,1332,False,False
4,11,"[2, 6, 79, 12, 1]",1446,1332,1332,True,False
4,11,"[2, 9, 70, 11, 1]",1429,1332,1332,True,True
4,11,"[2, 9, 69, 11, 1]",1409,1320,1332,False,False
4,11,"[2, 6, 78, 12, 1]",1428,1332,1332,True,True
4,11,"[2, 6, 84, 11, 1]",1451,1332,1332,True,False
4,11,"[2, 12, 58, 12, 1]",1428,1332,1332,True,True
4,11,"[2, 10, 66, 11, 1]",1417,1330,1332,False,False
4,11,"[2, 6, 83, 11, 1]",1434,1332,1332,True,True
4,11,"[2, 4, 95, 11, 1]",1444,1332,1332,True,True
4,11,"[2, 6, 82, 11, 1]",1417,1318,1332,False,False
4,11,"[2, 11, 63, 11, 1]",1419,1332,1332,True,True
4,11,"[2, 6, 77, 12, 1]",1410,1315,1332,False,False
4,11,"[2, 4, 93, 11, 1]",1414,1306,1332,False,False
4,11,"[2, 4, 94, 11, 1]",1429,1320,1332,False,False
