h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,2.0,"[7, 24, 2]",216.0,56.0,56.0,True,False,,,,,,,,
2.0,2.0,"[7, 15, 2]",135.0,56.0,56.0,True,False,,,,,,,,
2.0,2.0,"[7, 12, 2]",108.0,56.0,56.0,True,False,,,,,,,,
2.0,2.0,"[7, 11, 2]",99.0,56.0,56.0,True,False,,,,,,,,
2.0,2.0,"[7, 10, 2]",90.0,56.0,56.0,True,False,,,,,,,,
2.0,2.0,"[7, 9, 2]",81.0,56.0,56.0,True,False,,,,,,,,
2.0,2.0,"[7, 7, 2]",63.0,56.0,56.0,True,True,,,,,,,,
2.0,2.0,"[7, 6, 2]",54.0,48.0,56.0,False,False,48,0,8,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.16682620000028692,nonfilling,[[7]]
2.0,2.0,"[7, 5, 2]",45.0,40.0,56.0,False,False,40,0,16,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.13749819999975443,nonfilling,[[7]]
2.0,2.0,"[7, 4, 2]",36.0,32.0,56.0,False,False,32,0,24,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1103834999994433,nonfilling,[[7]]
2.0,2.0,"[7, 3, 2]",27.0,24.0,56.0,False,False,24,0,32,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.08970070000032138,nonfilling,[[7]]
2.0,2.0,"[7, 2, 2]",18.0,16.0,56.0,False,False,16,0,40,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.04896259999986796,nonfilling,[[7]]
2.0,2.0,"[7, 1, 2]",9.0,8.0,56.0,False,False,8,0,48,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.03422409999984666,nonfilling,[[7]]
