h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,6.0,"[2, 300, 6]",2400.0,42.0,42.0,True,False,,,,,,,,
2.0,6.0,"[2, 18, 6]",144.0,42.0,42.0,True,False,,,,,,,,
2.0,6.0,"[2, 6, 6]",48.0,42.0,42.0,True,True,,,,,,,,
3.0,6.0,"[2, 68, 125, 6]",9386.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 215, 43, 6]",9933.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 12, 190, 6]",3444.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 81, 115, 6]",10167.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 112, 46, 6]",5652.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 1, 122, 6]",856.0,7.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 178, 16, 6]",3300.0,192.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 23, 94, 6]",2772.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 76, 30, 6]",2612.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 20, 70, 6]",1860.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 258, 1, 6]",780.0,12.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 56, 31, 6]",2034.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 5, 73, 6]",813.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 34, 62, 6]",2548.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 7, 37, 6]",495.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 147, 28, 6]",4578.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 101, 23, 6]",2663.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 211, 13, 6]",3243.0,156.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 2, 73, 6]",588.0,44.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 3, 265, 6]",2391.0,165.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 6, 19, 6]",240.0,215.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 281, 18, 6]",5728.0,216.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 19, 28, 6]",738.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 81, 20, 6]",1902.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 4, 257, 6]",2578.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 285, 4, 6]",1734.0,48.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 7, 32, 6]",430.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 12, 19, 6]",366.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 283, 7, 6]",2589.0,84.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 6, 41, 6]",504.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 292, 8, 6]",2968.0,96.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 3, 298, 6]",2688.0,165.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 300, 9, 6]",3354.0,108.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 284, 10, 6]",3468.0,120.0,222.0,False,False,,,,,,,,
3.0,6.0,"[2, 4, 42, 6]",428.0,222.0,222.0,True,False,,,,,,,,
3.0,6.0,"[2, 293, 10, 6]",3576.0,120.0,222.0,False,False,,,,,,,,
