h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,2,"[2, 23, 3]",115,9,9,True,False
2,2,"[2, 8, 3]",40,9,9,True,False
2,2,"[2, 6, 3]",30,9,9,True,False
2,2,"[2, 4, 3]",20,9,9,True,False
2,2,"[2, 2, 3]",10,8,9,False,False
2,2,"[2, 3, 3]",15,9,9,True,True
3,2,"[2, 12, 27, 3]",429,15,15,True,False
3,2,"[2, 19, 17, 3]",412,15,15,True,False
3,2,"[2, 16, 21, 3]",431,15,15,True,False
3,2,"[2, 13, 18, 3]",314,15,15,True,False
3,2,"[2, 32, 12, 3]",484,15,15,True,False
3,2,"[2, 19, 9, 3]",236,15,15,True,False
3,2,"[2, 8, 21, 3]",247,15,15,True,False
3,2,"[2, 5, 19, 3]",162,15,15,True,False
3,2,"[2, 9, 3, 3]",54,15,15,True,False
3,2,"[2, 6, 3, 3]",39,15,15,True,False
3,2,"[2, 5, 17, 3]",146,15,15,True,False
3,2,"[2, 1, 15, 3]",62,4,15,False,False
3,2,"[2, 2, 6, 3]",34,11,15,False,False
3,2,"[2, 6, 2, 3]",30,10,15,False,False
3,2,"[2, 4, 15, 3]",113,15,15,True,False
3,2,"[2, 32, 2, 3]",134,10,15,False,False
3,2,"[2, 2, 37, 3]",189,11,15,False,False
3,2,"[2, 39, 2, 3]",162,10,15,False,False
3,2,"[2, 2, 39, 3]",199,11,15,False,False
3,2,"[2, 3, 13, 3]",84,15,15,True,False
3,2,"[2, 5, 7, 3]",66,15,15,True,False
3,2,"[2, 3, 8, 3]",54,15,15,True,False
3,2,"[2, 3, 4, 3]",30,15,15,True,False
3,2,"[2, 40, 1, 3]",123,5,15,False,False
3,2,"[2, 4, 3, 3]",29,15,15,True,False
3,2,"[2, 3, 3, 3]",24,15,15,True,True
3,2,"[2, 40, 2, 3]",166,10,15,False,False
3,2,"[2, 2, 40, 3]",204,11,15,False,False
4,2,"[2, 15, 38, 39, 3]",2199,27,27,True,False
4,2,"[2, 1, 27, 18, 3]",569,4,27,False,False
4,2,"[2, 25, 22, 16, 3]",1000,27,27,True,False
4,2,"[2, 32, 21, 39, 3]",1672,27,27,True,False
4,2,"[2, 2, 17, 20, 3]",438,17,27,False,False
4,2,"[2, 7, 9, 9, 3]",185,27,27,True,False
4,2,"[2, 22, 3, 19, 3]",224,24,27,False,False
