h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
3,2,"[4, 5, 50, 1]",320,30,35,False,False
3,2,"[4, 3, 52, 1]",220,15,35,False,False
3,2,"[4, 11, 6, 1]",116,35,35,True,False
3,2,"[4, 6, 5, 1]",59,35,35,True,True
3,2,"[4, 5, 51, 1]",326,30,35,False,False
3,2,"[4, 3, 55, 1]",232,15,35,False,False
3,2,"[4, 53, 3, 1]",374,27,35,False,False
3,2,"[4, 55, 3, 1]",388,27,35,False,False
3,2,"[4, 4, 53, 1]",281,22,35,False,False
3,2,"[4, 52, 4, 1]",420,34,35,False,False
3,2,"[4, 4, 54, 1]",286,22,35,False,False
3,2,"[4, 5, 53, 1]",338,30,35,False,False
3,2,"[4, 4, 55, 1]",291,22,35,False,False
3,2,"[4, 5, 54, 1]",344,30,35,False,False
3,2,"[4, 5, 55, 1]",350,30,35,False,False
3,2,"[4, 53, 4, 1]",428,34,35,False,False
3,2,"[4, 55, 4, 1]",444,34,35,False,False
4,2,"[4, 48, 11, 26, 1]",1032,165,165,True,False
4,2,"[4, 36, 28, 19, 1]",1703,165,165,True,False
4,2,"[4, 7, 20, 38, 1]",966,165,165,True,False
4,2,"[4, 15, 55, 6, 1]",1221,165,165,True,False
4,2,"[4, 11, 39, 16, 1]",1113,165,165,True,False
4,2,"[4, 23, 20, 34, 1]",1266,165,165,True,False
4,2,"[4, 51, 5, 49, 1]",753,60,165,False,False
4,2,"[4, 32, 31, 25, 1]",1920,165,165,True,False
4,2,"[4, 29, 13, 43, 1]",1095,165,165,True,False
4,2,"[4, 30, 9, 11, 1]",500,126,165,False,False
4,2,"[4, 33, 23, 10, 1]",1131,165,165,True,False
4,2,"[4, 16, 46, 12, 1]",1364,165,165,True,False
4,2,"[4, 26, 35, 6, 1]",1230,165,165,True,False
4,2,"[4, 45, 30, 5, 1]",1685,165,165,True,False
4,2,"[4, 7, 47, 35, 1]",2037,165,165,True,False
4,2,"[4, 26, 13, 6, 1]",526,165,165,True,False
4,2,"[4, 6, 40, 44, 1]",2068,143,165,False,False
4,2,"[4, 21, 34, 17, 1]",1393,165,165,True,False
4,2,"[4, 35, 10, 37, 1]",897,145,165,False,False
4,2,"[4, 41, 6, 5, 1]",445,74,165,False,False
4,2,"[4, 10, 34, 5, 1]",555,165,165,True,False
4,2,"[4, 45, 12, 16, 1]",928,165,165,True,False
4,2,"[4, 24, 15, 24, 1]",840,165,165,True,False
4,2,"[4, 8, 40, 29, 1]",1541,165,165,True,False
4,2,"[4, 3, 55, 45, 1]",2697,24,165,False,False
4,2,"[4, 13, 15, 6, 1]",343,165,165,True,False
4,2,"[4, 8, 11, 46, 1]",672,159,165,False,False
4,2,"[4, 55, 10, 8, 1]",858,142,165,False,False
4,2,"[4, 9, 18, 54, 1]",1224,165,165,True,False
4,2,"[4, 4, 55, 36, 1]",2252,47,165,False,False
4,2,"[4, 8, 32, 13, 1]",717,165,165,True,False
4,2,"[4, 40, 23, 4, 1]",1176,134,165,False,False
4,2,"[4, 19, 11, 14, 1]",453,165,165,True,False
4,2,"[4, 52, 39, 4, 1]",2396,134,165,False,False
4,2,"[4, 13, 14, 48, 1]",954,165,165,True,False
4,2,"[4, 53, 7, 40, 1]",903,91,165,False,False
4,2,"[4, 21, 49, 4, 1]",1313,134,165,False,False
4,2,"[4, 47, 10, 40, 1]",1098,145,165,False,False
4,2,"[4, 12, 14, 16, 1]",456,165,165,True,False
4,2,"[4, 7, 44, 12, 1]",876,165,165,True,False
4,2,"[4, 5, 55, 46, 1]",2871,85,165,False,False
4,2,"[4, 45, 55, 3, 1]",2823,102,165,False,False
4,2,"[4, 40, 8, 45, 1]",885,108,165,False,False
4,2,"[4, 54, 4, 47, 1]",667,46,165,False,False
4,2,"[4, 5, 39, 53, 1]",2335,85,165,False,False
4,2,"[4, 45, 5, 51, 1]",711,60,165,False,False
4,2,"[4, 9, 30, 12, 1]",678,165,165,True,False
4,2,"[4, 54, 4, 55, 1]",707,46,165,False,False
4,2,"[4, 42, 42, 4, 1]",2104,134,165,False,False
4,2,"[4, 6, 41, 14, 1]",858,143,165,False,False
4,2,"[4, 6, 46, 11, 1]",817,143,165,False,False
4,2,"[4, 11, 22, 13, 1]",585,165,165,True,False
4,2,"[4, 10, 21, 11, 1]",492,165,165,True,False
4,2,"[4, 8, 17, 23, 1]",582,165,165,True,False
4,2,"[4, 37, 7, 54, 1]",839,91,165,False,False
4,2,"[4, 42, 6, 54, 1]",798,75,165,False,False
4,2,"[4, 49, 9, 35, 1]",987,126,165,False,False
4,2,"[4, 9, 11, 24, 1]",423,163,165,False,False
4,2,"[4, 31, 11, 6, 1]",537,150,165,False,False
4,2,"[4, 35, 10, 46, 1]",996,145,165,False,False
4,2,"[4, 11, 8, 54, 1]",618,108,165,False,False
4,2,"[4, 10, 19, 10, 1]",430,165,165,True,False
4,2,"[4, 49, 6, 48, 1]",826,75,165,False,False
4,2,"[4, 18, 29, 5, 1]",744,165,165,True,False
4,2,"[4, 6, 43, 14, 1]",898,143,165,False,False
4,2,"[4, 18, 13, 26, 1]",670,165,165,True,False
4,2,"[4, 31, 7, 55, 1]",781,91,165,False,False
4,2,"[4, 9, 44, 5, 1]",657,165,165,True,False
4,2,"[4, 54, 7, 40, 1]",914,91,165,False,False
4,2,"[4, 9, 40, 6, 1]",642,165,165,True,False
4,2,"[4, 7, 31, 36, 1]",1397,165,165,True,False
4,2,"[4, 18, 14, 12, 1]",504,165,165,True,False
4,2,"[4, 42, 12, 9, 1]",789,165,165,True,False
4,2,"[4, 29, 12, 13, 1]",633,165,165,True,False
4,2,"[4, 9, 14, 34, 1]",672,165,165,True,False
4,2,"[4, 52, 10, 48, 1]",1256,145,165,False,False
4,2,"[4, 55, 6, 16, 1]",662,75,165,False,False
4,2,"[4, 12, 12, 20, 1]",452,165,165,True,False
4,2,"[4, 6, 44, 51, 1]",2583,143,165,False,False
4,2,"[4, 54, 14, 5, 1]",1047,165,165,True,False
4,2,"[4, 15, 18, 5, 1]",425,165,165,True,False
4,2,"[4, 48, 8, 55, 1]",1071,108,165,False,False
4,2,"[4, 15, 10, 52, 1]",782,145,165,False,False
4,2,"[4, 55, 9, 33, 1]",1045,126,165,False,False
4,2,"[4, 7, 26, 25, 1]",885,165,165,True,False
4,2,"[4, 5, 46, 51, 1]",2647,85,165,False,False
4,2,"[4, 15, 9, 54, 1]",735,126,165,False,False
4,2,"[4, 15, 11, 48, 1]",801,165,165,True,False
4,2,"[4, 8, 13, 47, 1]",794,165,165,True,False
4,2,"[4, 7, 19, 26, 1]",681,165,165,True,False
4,2,"[4, 11, 11, 20, 1]",405,165,165,True,False
4,2,"[4, 54, 8, 39, 1]",999,108,165,False,False
4,2,"[4, 6, 55, 23, 1]",1642,143,165,False,False
4,2,"[4, 41, 12, 10, 1]",786,165,165,True,False
4,2,"[4, 7, 36, 10, 1]",650,165,165,True,False
4,2,"[4, 49, 9, 52, 1]",1157,126,165,False,False
4,2,"[4, 10, 10, 54, 1]",734,145,165,False,False
4,2,"[4, 9, 19, 7, 1]",347,165,165,True,False
4,2,"[4, 7, 16, 20, 1]",480,165,165,True,False
4,2,"[4, 7, 15, 6, 1]",229,165,165,True,False
4,2,"[4, 53, 5, 53, 1]",795,60,165,False,False
4,2,"[4, 15, 12, 18, 1]",474,165,165,True,False
4,2,"[4, 34, 51, 4, 1]",2078,134,165,False,False
4,2,"[4, 20, 11, 7, 1]",384,155,165,False,False
4,2,"[4, 8, 14, 19, 1]",429,165,165,True,False
4,2,"[4, 5, 23, 55, 1]",1455,85,165,False,False
4,2,"[4, 30, 17, 5, 1]",720,165,165,True,False
4,2,"[4, 54, 10, 9, 1]",855,144,165,False,False
4,2,"[4, 9, 13, 37, 1]",671,165,165,True,False
4,2,"[4, 6, 47, 42, 1]",2322,143,165,False,False
4,2,"[4, 17, 12, 9, 1]",389,165,165,True,False
4,2,"[4, 38, 12, 8, 1]",712,165,165,True,False
4,2,"[4, 50, 8, 50, 1]",1050,108,165,False,False
4,2,"[4, 48, 40, 3, 1]",2235,102,165,False,False
4,2,"[4, 3, 36, 54, 1]",2118,24,165,False,False
4,2,"[4, 33, 10, 54, 1]",1056,145,165,False,False
4,2,"[4, 45, 14, 5, 1]",885,165,165,True,False
4,2,"[4, 55, 9, 41, 1]",1125,126,165,False,False
4,2,"[4, 7, 34, 5, 1]",441,151,165,False,False
4,2,"[4, 19, 11, 9, 1]",393,162,165,False,False
4,2,"[4, 15, 13, 5, 1]",325,165,165,True,False
4,2,"[4, 5, 48, 49, 1]",2661,85,165,False,False
4,2,"[4, 5, 53, 49, 1]",2931,85,165,False,False
4,2,"[4, 7, 13, 24, 1]",455,165,165,True,False
4,2,"[4, 12, 27, 5, 1]",512,165,165,True,False
4,2,"[4, 11, 29, 5, 1]",513,165,165,True,False
4,2,"[4, 49, 40, 3, 1]",2279,102,165,False,False
4,2,"[4, 8, 13, 12, 1]",304,165,165,True,False
4,2,"[4, 8, 49, 5, 1]",674,165,165,True,False
4,2,"[4, 8, 12, 6, 1]",206,157,165,False,False
4,2,"[4, 6, 52, 36, 1]",2244,143,165,False,False
4,2,"[4, 6, 19, 53, 1]",1198,143,165,False,False
4,2,"[4, 14, 22, 5, 1]",479,165,165,True,False
4,2,"[4, 11, 13, 9, 1]",313,165,165,True,False
4,2,"[4, 6, 52, 47, 1]",2827,143,165,False,False
4,2,"[4, 11, 11, 18, 1]",381,165,165,True,False
4,2,"[4, 32, 11, 11, 1]",612,165,165,True,False
4,2,"[4, 4, 47, 52, 1]",2700,47,165,False,False
4,2,"[4, 4, 50, 52, 1]",2868,47,165,False,False
4,2,"[4, 43, 43, 4, 1]",2197,134,165,False,False
4,2,"[4, 54, 6, 53, 1]",911,75,165,False,False
4,2,"[4, 6, 21, 52, 1]",1294,143,165,False,False
4,2,"[4, 8, 12, 18, 1]",362,165,165,True,False
4,2,"[4, 54, 34, 4, 1]",2192,134,165,False,False
4,2,"[4, 7, 12, 21, 1]",385,165,165,True,False
4,2,"[4, 30, 12, 5, 1]",545,158,165,False,False
4,2,"[4, 6, 55, 33, 1]",2202,143,165,False,False
4,2,"[4, 53, 41, 3, 1]",2511,102,165,False,False
4,2,"[4, 32, 55, 4, 1]",2112,134,165,False,False
4,2,"[4, 37, 10, 54, 1]",1112,145,165,False,False
4,2,"[4, 4, 54, 49, 1]",2927,47,165,False,False
4,2,"[4, 9, 14, 9, 1]",297,165,165,True,False
4,2,"[4, 6, 18, 55, 1]",1177,143,165,False,False
4,2,"[4, 4, 46, 53, 1]",2691,47,165,False,False
4,2,"[4, 51, 11, 7, 1]",849,155,165,False,False
4,2,"[4, 4, 36, 54, 1]",2158,47,165,False,False
4,2,"[4, 51, 10, 53, 1]",1297,145,165,False,False
4,2,"[4, 4, 40, 54, 1]",2390,47,165,False,False
4,2,"[4, 55, 29, 4, 1]",1935,134,165,False,False
4,2,"[4, 54, 11, 8, 1]",906,159,165,False,False
4,2,"[4, 8, 12, 10, 1]",258,165,165,True,False
4,2,"[4, 53, 7, 52, 1]",999,91,165,False,False
4,2,"[4, 54, 44, 4, 1]",2772,134,165,False,False
4,2,"[4, 25, 11, 10, 1]",495,164,165,False,False
4,2,"[4, 54, 47, 3, 1]",2898,102,165,False,False
4,2,"[4, 6, 34, 53, 1]",2083,143,165,False,False
4,2,"[4, 10, 11, 24, 1]",438,165,165,True,False
4,2,"[4, 29, 12, 8, 1]",568,165,165,True,False
4,2,"[4, 51, 46, 4, 1]",2738,134,165,False,False
4,2,"[4, 33, 12, 5, 1]",593,158,165,False,False
4,2,"[4, 55, 9, 48, 1]",1195,126,165,False,False
4,2,"[4, 55, 50, 3, 1]",3123,102,165,False,False
4,2,"[4, 7, 12, 15, 1]",307,165,165,True,False
4,2,"[4, 12, 11, 16, 1]",372,165,165,True,False
4,2,"[4, 4, 42, 54, 1]",2506,47,165,False,False
4,2,"[4, 6, 53, 46, 1]",2826,143,165,False,False
4,2,"[4, 4, 50, 55, 1]",3021,47,165,False,False
4,2,"[4, 8, 13, 9, 1]",262,165,165,True,False
4,2,"[4, 17, 11, 12, 1]",399,165,165,True,False
4,2,"[4, 10, 13, 8, 1]",282,165,165,True,False
4,2,"[4, 52, 52, 3, 1]",3071,102,165,False,False
4,2,"[4, 50, 6, 54, 1]",878,75,165,False,False
4,2,"[4, 12, 19, 5, 1]",376,165,165,True,False
4,2,"[4, 38, 53, 4, 1]",2382,134,165,False,False
4,2,"[4, 6, 54, 41, 1]",2603,143,165,False,False
4,2,"[4, 50, 51, 4, 1]",2958,134,165,False,False
4,2,"[4, 11, 12, 9, 1]",293,165,165,True,False
4,2,"[4, 5, 38, 55, 1]",2355,85,165,False,False
4,2,"[4, 39, 12, 7, 1]",715,165,165,True,False
4,2,"[4, 54, 10, 22, 1]",998,145,165,False,False
4,2,"[4, 54, 10, 30, 1]",1086,145,165,False,False
4,2,"[4, 9, 19, 5, 1]",307,165,165,True,False
4,2,"[4, 53, 10, 47, 1]",1259,145,165,False,False
4,2,"[4, 6, 24, 54, 1]",1518,143,165,False,False
4,2,"[4, 6, 54, 45, 1]",2823,143,165,False,False
4,2,"[4, 14, 10, 55, 1]",801,145,165,False,False
4,2,"[4, 5, 53, 50, 1]",2985,85,165,False,False
4,2,"[4, 5, 51, 52, 1]",2979,85,165,False,False
4,2,"[4, 10, 11, 19, 1]",378,165,165,True,False
4,2,"[4, 11, 12, 7, 1]",267,165,165,True,False
4,2,"[4, 42, 10, 55, 1]",1193,145,165,False,False
4,2,"[4, 14, 15, 5, 1]",346,165,165,True,False
4,2,"[4, 6, 43, 54, 1]",2658,143,165,False,False
4,2,"[4, 41, 11, 9, 1]",723,162,165,False,False
4,2,"[4, 53, 12, 6, 1]",926,165,165,True,False
4,2,"[4, 55, 39, 4, 1]",2525,134,165,False,False
4,2,"[4, 43, 11, 10, 1]",765,164,165,False,False
4,2,"[4, 52, 11, 10, 1]",900,164,165,False,False
4,2,"[4, 53, 9, 55, 1]",1239,126,165,False,False
4,2,"[4, 3, 51, 53, 1]",2921,24,165,False,False
4,2,"[4, 8, 43, 5, 1]",596,165,165,True,False
4,2,"[4, 7, 14, 14, 1]",336,165,165,True,False
4,2,"[4, 6, 48, 53, 1]",2909,143,165,False,False
4,2,"[4, 14, 11, 12, 1]",354,165,165,True,False
4,2,"[4, 54, 10, 41, 1]",1207,145,165,False,False
4,2,"[4, 7, 13, 9, 1]",245,165,165,True,False
4,2,"[4, 55, 52, 3, 1]",3239,102,165,False,False
4,2,"[4, 9, 11, 35, 1]",555,163,165,False,False
4,2,"[4, 8, 12, 7, 1]",219,163,165,False,False
4,2,"[4, 9, 11, 42, 1]",639,163,165,False,False
4,2,"[4, 6, 46, 54, 1]",2838,143,165,False,False
4,2,"[4, 5, 55, 50, 1]",3095,85,165,False,False
4,2,"[4, 54, 55, 4, 1]",3410,134,165,False,False
4,2,"[4, 16, 11, 11, 1]",372,165,165,True,False
4,2,"[4, 55, 10, 24, 1]",1034,145,165,False,False
4,2,"[4, 55, 10, 49, 1]",1309,145,165,False,False
4,2,"[4, 39, 12, 5, 1]",689,158,165,False,False
4,2,"[4, 55, 10, 51, 1]",1331,145,165,False,False
4,2,"[4, 10, 12, 8, 1]",264,165,165,True,False
4,2,"[4, 6, 54, 52, 1]",3208,143,165,False,False
4,2,"[4, 55, 8, 53, 1]",1137,108,165,False,False
4,2,"[4, 43, 12, 6, 1]",766,165,165,True,False
4,2,"[4, 5, 48, 55, 1]",2955,85,165,False,False
4,2,"[4, 55, 8, 55, 1]",1155,108,165,False,False
4,2,"[4, 6, 55, 34, 1]",2258,143,165,False,False
4,2,"[4, 6, 44, 55, 1]",2763,143,165,False,False
4,2,"[4, 7, 51, 5, 1]",645,151,165,False,False
4,2,"[4, 10, 11, 18, 1]",366,165,165,True,False
4,2,"[4, 9, 17, 5, 1]",279,165,165,True,False
4,2,"[4, 8, 18, 5, 1]",271,165,165,True,False
4,2,"[4, 6, 45, 55, 1]",2824,143,165,False,False
4,2,"[4, 47, 12, 5, 1]",817,158,165,False,False
4,2,"[4, 47, 10, 54, 1]",1252,145,165,False,False
4,2,"[4, 23, 12, 6, 1]",446,165,165,True,False
4,2,"[4, 12, 14, 5, 1]",291,165,165,True,False
4,2,"[4, 19, 12, 6, 1]",382,165,165,True,False
4,2,"[4, 6, 55, 40, 1]",2594,143,165,False,False
4,2,"[4, 50, 10, 54, 1]",1294,145,165,False,False
4,2,"[4, 8, 11, 51, 1]",732,159,165,False,False
4,2,"[4, 55, 12, 5, 1]",945,158,165,False,False
4,2,"[4, 12, 11, 14, 1]",348,165,165,True,False
4,2,"[4, 13, 13, 5, 1]",291,165,165,True,False
4,2,"[4, 3, 54, 55, 1]",3199,24,165,False,False
4,2,"[4, 5, 53, 53, 1]",3147,85,165,False,False
4,2,"[4, 11, 13, 5, 1]",257,165,165,True,False
4,2,"[4, 51, 10, 54, 1]",1308,145,165,False,False
4,2,"[4, 6, 55, 41, 1]",2650,143,165,False,False
4,2,"[4, 8, 14, 6, 1]",234,165,165,True,False
4,2,"[4, 8, 14, 5, 1]",219,165,165,True,True
4,2,"[4, 10, 11, 13, 1]",306,165,165,True,False
4,2,"[4, 55, 42, 4, 1]",2702,134,165,False,False
4,2,"[4, 7, 52, 5, 1]",657,151,165,False,False
4,2,"[4, 54, 11, 9, 1]",918,162,165,False,False
4,2,"[4, 9, 12, 8, 1]",248,165,165,True,False
4,2,"[4, 55, 54, 3, 1]",3355,102,165,False,False
4,2,"[4, 50, 10, 55, 1]",1305,145,165,False,False
4,2,"[4, 15, 12, 6, 1]",318,165,165,True,False
4,2,"[4, 54, 9, 55, 1]",1252,126,165,False,False
4,2,"[4, 7, 11, 54, 1]",753,153,165,False,False
4,2,"[4, 55, 11, 9, 1]",933,162,165,False,False
4,2,"[4, 54, 10, 53, 1]",1339,145,165,False,False
4,2,"[4, 11, 12, 6, 1]",254,165,165,True,False
4,2,"[4, 7, 12, 12, 1]",268,165,165,True,False
4,2,"[4, 11, 11, 12, 1]",309,165,165,True,False
4,2,"[4, 6, 47, 55, 1]",2946,143,165,False,False
4,2,"[4, 10, 11, 11, 1]",282,165,165,True,True
4,2,"[4, 4, 52, 55, 1]",3139,47,165,False,False
4,2,"[4, 7, 12, 8, 1]",216,161,165,False,False
4,2,"[4, 8, 11, 52, 1]",744,159,165,False,False
4,2,"[4, 6, 55, 51, 1]",3210,143,165,False,False
4,2,"[4, 5, 50, 55, 1]",3075,85,165,False,False
4,2,"[4, 5, 54, 54, 1]",3260,85,165,False,False
4,2,"[4, 6, 48, 54, 1]",2958,143,165,False,False
4,2,"[4, 5, 53, 55, 1]",3255,85,165,False,False
4,2,"[4, 55, 9, 53, 1]",1245,126,165,False,False
4,2,"[4, 8, 13, 8, 1]",248,165,165,True,False
4,2,"[4, 8, 13, 6, 1]",220,165,165,True,True
4,2,"[4, 8, 11, 53, 1]",756,159,165,False,False
4,2,"[4, 55, 10, 54, 1]",1364,145,165,False,False
4,2,"[4, 5, 55, 52, 1]",3207,85,165,False,False
4,2,"[4, 9, 11, 44, 1]",663,163,165,False,False
4,2,"[4, 6, 55, 54, 1]",3378,143,165,False,False
4,2,"[4, 7, 11, 55, 1]",765,153,165,False,False
4,2,"[4, 55, 50, 4, 1]",3174,134,165,False,False
4,2,"[4, 55, 55, 3, 1]",3413,102,165,False,False
4,2,"[4, 51, 10, 55, 1]",1319,145,165,False,False
4,2,"[4, 10, 12, 7, 1]",251,165,165,True,False
4,2,"[4, 54, 10, 55, 1]",1361,145,165,False,False
4,2,"[4, 4, 55, 55, 1]",3316,47,165,False,False
4,2,"[4, 7, 12, 9, 1]",229,165,165,True,True
4,2,"[4, 7, 13, 8, 1]",231,165,165,True,False
4,2,"[4, 10, 12, 6, 1]",238,165,165,True,True
4,2,"[4, 9, 11, 51, 1]",747,163,165,False,False
4,2,"[4, 6, 48, 55, 1]",3007,143,165,False,False
4,2,"[4, 55, 51, 4, 1]",3233,134,165,False,False
4,2,"[4, 7, 54, 5, 1]",681,151,165,False,False
4,2,"[4, 7, 13, 6, 1]",203,162,165,False,False
4,2,"[4, 7, 13, 7, 1]",217,165,165,True,True
4,2,"[4, 5, 54, 55, 1]",3315,85,165,False,False
4,2,"[4, 6, 50, 55, 1]",3129,143,165,False,False
4,2,"[4, 55, 10, 55, 1]",1375,145,165,False,False
4,2,"[4, 54, 11, 10, 1]",930,164,165,False,False
4,2,"[4, 7, 14, 6, 1]",216,165,165,True,True
4,2,"[4, 9, 11, 55, 1]",795,163,165,False,False
4,2,"[4, 6, 55, 55, 1]",3434,143,165,False,False
4,2,"[4, 7, 55, 5, 1]",693,151,165,False,False
4,2,"[4, 9, 13, 5, 1]",223,165,165,True,True
4,2,"[4, 55, 11, 10, 1]",945,164,165,False,False
4,2,"[4, 55, 52, 4, 1]",3292,134,165,False,False
4,2,"[4, 8, 13, 5, 1]",206,162,165,False,False
4,2,"[4, 55, 53, 4, 1]",3351,134,165,False,False
4,2,"[4, 55, 54, 4, 1]",3410,134,165,False,False
4,2,"[4, 55, 55, 4, 1]",3469,134,165,False,False
4,2,"[4, 9, 12, 6, 1]",222,162,165,False,False
4,2,"[4, 8, 12, 8, 1]",232,165,165,True,True
4,2,"[4, 9, 12, 7, 1]",235,165,165,True,True
5,2,"[4, 49, 8, 39, 24, 1]",1860,402,969,False,False
5,2,"[4, 34, 31, 29, 37, 1]",3199,969,969,True,False
5,2,"[4, 32, 52, 46, 9, 1]",4607,969,969,True,False
5,2,"[4, 51, 45, 38, 8, 1]",4521,969,969,True,False
5,2,"[4, 39, 22, 30, 52, 1]",3286,969,969,True,False
5,2,"[4, 28, 4, 30, 25, 1]",1119,71,969,False,False
5,2,"[4, 44, 5, 47, 33, 1]",2215,115,969,False,False
5,2,"[4, 55, 47, 4, 30, 1]",3143,146,969,False,False
5,2,"[4, 5, 53, 29, 6, 1]",2002,420,969,False,False
5,2,"[4, 6, 12, 39, 27, 1]",1644,907,969,False,False
5,2,"[4, 38, 41, 18, 34, 1]",3094,783,969,False,False
5,2,"[4, 49, 44, 10, 18, 1]",2990,395,969,False,False
5,2,"[4, 5, 21, 48, 43, 1]",3240,509,969,False,False
5,2,"[4, 15, 7, 44, 22, 1]",1463,273,969,False,False
5,2,"[4, 25, 31, 8, 45, 1]",1528,308,969,False,False
5,2,"[4, 42, 44, 43, 31, 1]",5272,969,969,True,False
5,2,"[4, 55, 42, 8, 27, 1]",3109,308,969,False,False
5,2,"[4, 49, 12, 55, 5, 1]",1724,488,969,False,False
5,2,"[4, 21, 14, 22, 47, 1]",1767,665,969,False,False
5,2,"[4, 9, 53, 29, 55, 1]",3700,969,969,True,False
5,2,"[4, 12, 17, 36, 32, 1]",2048,969,969,True,False
5,2,"[4, 50, 22, 19, 15, 1]",2018,777,969,False,False
5,2,"[4, 6, 28, 40, 52, 1]",3444,907,969,False,False
5,2,"[4, 46, 43, 42, 31, 1]",5301,969,969,True,False
5,2,"[4, 12, 27, 23, 13, 1]",1305,969,969,True,False
5,2,"[4, 27, 11, 34, 42, 1]",2249,969,969,True,False
5,2,"[4, 20, 15, 33, 33, 1]",1997,969,969,True,False
5,2,"[4, 23, 36, 15, 47, 1]",2212,630,969,False,False
5,2,"[4, 41, 8, 50, 46, 1]",3238,402,969,False,False
5,2,"[4, 11, 46, 45, 30, 1]",4000,969,969,True,False
5,2,"[4, 37, 16, 27, 42, 1]",2348,927,969,False,False
5,2,"[4, 25, 49, 18, 5, 1]",2302,692,969,False,False
5,2,"[4, 26, 20, 15, 51, 1]",1740,585,969,False,False
5,2,"[4, 34, 39, 21, 27, 1]",2875,945,969,False,False
5,2,"[4, 6, 14, 43, 13, 1]",1282,907,969,False,False
5,2,"[4, 24, 42, 15, 15, 1]",1974,630,969,False,False
5,2,"[4, 42, 47, 17, 31, 1]",3499,731,969,False,False
5,2,"[4, 52, 4, 38, 17, 1]",1231,71,969,False,False
5,2,"[4, 54, 14, 24, 3, 1]",1383,438,969,False,False
5,2,"[4, 43, 13, 51, 39, 1]",3422,969,969,True,False
5,2,"[4, 52, 33, 18, 23, 1]",2955,783,969,False,False
5,2,"[4, 3, 43, 34, 53, 1]",3458,54,969,False,False
5,2,"[4, 46, 42, 18, 5, 1]",2967,692,969,False,False
5,2,"[4, 32, 10, 44, 27, 1]",2103,805,969,False,False
5,2,"[4, 11, 31, 50, 4, 1]",2139,654,969,False,False
5,2,"[4, 42, 34, 12, 43, 1]",2563,486,969,False,False
5,2,"[4, 48, 21, 21, 55, 1]",2851,840,969,False,False
5,2,"[4, 40, 46, 10, 47, 1]",2977,395,969,False,False
5,2,"[4, 40, 51, 53, 9, 1]",5389,969,969,True,False
5,2,"[4, 31, 42, 16, 54, 1]",3016,680,969,False,False
5,2,"[4, 39, 3, 37, 49, 1]",2246,42,969,False,False
5,2,"[4, 32, 13, 28, 52, 1]",2416,859,969,False,False
5,2,"[4, 12, 25, 37, 19, 1]",1995,969,969,True,False
5,2,"[4, 19, 16, 46, 35, 1]",2761,969,969,True,False
5,2,"[4, 38, 12, 33, 55, 1]",2874,969,969,True,False
5,2,"[4, 27, 31, 53, 3, 1]",2750,492,969,False,False
5,2,"[4, 51, 36, 19, 15, 1]",3024,826,969,False,False
