h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,3,"[1, 81, 2]",243,2,2,True,False,,,,,,,,,,True
2,3,"[1, 26, 2]",78,2,2,True,False,,,,,,,,,,True
2,3,"[1, 15, 2]",45,2,2,True,False,,,,,,,,,,True
2,3,"[1, 12, 2]",36,2,2,True,False,,,,,,,,,,True
2,3,"[1, 11, 2]",33,2,2,True,False,,,,,,,,,,True
2,3,"[1, 9, 2]",27,2,2,True,False,,,,,,,,,,True
2,3,"[1, 8, 2]",24,2,2,True,False,,,,,,,,,,True
2,3,"[1, 2, 2]",6,2,2,True,False,,,,,,,,,,True
3,3,"[1, 295, 7, 2]",2374,2,2,True,False,,,,,,,,,,True
3,3,"[1, 210, 53, 2]",11446,2,2,True,False,,,,,,,,,,True
3,3,"[1, 115, 16, 2]",1987,2,2,True,False,,,,,,,,,,True
3,3,"[1, 79, 107, 2]",8746,2,2,True,False,,,,,,,,,,True
3,3,"[1, 64, 101, 2]",6730,2,2,True,False,,,,,,,,,,True
3,3,"[1, 71, 19, 2]",1458,2,2,True,False,,,,,,,,,,True
3,3,"[1, 63, 12, 2]",843,2,2,True,False,,,,,,,,,,True
3,3,"[1, 6, 242, 2]",1942,2,2,True,False,,,,,,,,,,True
3,3,"[1, 56, 74, 2]",4348,2,2,True,False,,,,,,,,,,True
3,3,"[1, 18, 143, 2]",2878,2,2,True,False,,,,,,,,,,True
3,3,"[1, 5, 88, 2]",621,2,2,True,False,,,,,,,,,,True
3,3,"[1, 12, 43, 2]",614,2,2,True,False,,,,,,,,,,True
3,3,"[1, 2, 75, 2]",302,2,2,True,False,,,,,,,,,,True
3,3,"[1, 35, 27, 2]",1034,2,2,True,False,,,,,,,,,,True
3,3,"[1, 8, 40, 2]",408,2,2,True,False,,,,,,,,,,True
3,3,"[1, 33, 18, 2]",663,2,2,True,False,,,,,,,,,,True
3,3,"[1, 67, 8, 2]",619,2,2,True,False,,,,,,,,,,True
3,3,"[1, 62, 7, 2]",510,2,2,True,False,,,,,,,,,,True
3,3,"[1, 296, 2, 2]",892,2,2,True,False,,,,,,,,,,True
3,3,"[1, 22, 24, 2]",598,2,2,True,False,,,,,,,,,,True
3,3,"[1, 13, 9, 2]",148,2,2,True,False,,,,,,,,,,True
3,3,"[1, 83, 6, 2]",593,2,2,True,False,,,,,,,,,,True
3,3,"[1, 5, 26, 2]",187,2,2,True,False,,,,,,,,,,True
3,3,"[1, 51, 2, 2]",157,2,2,True,False,,,,,,,,,,True
3,3,"[1, 24, 4, 2]",128,2,2,True,False,,,,,,,,,,True
3,3,"[1, 9, 18, 2]",207,2,2,True,False,,,,,,,,,,True
3,3,"[1, 4, 20, 2]",124,2,2,True,False,,,,,,,,,,True
3,3,"[1, 22, 6, 2]",166,2,2,True,False,,,,,,,,,,True
3,3,"[1, 3, 6, 2]",33,2,2,True,False,,,,,,,,,,True
3,3,"[1, 16, 5, 2]",106,2,2,True,False,,,,,,,,,,True
3,3,"[1, 30, 2, 2]",94,2,2,True,False,,,,,,,,,,True
3,3,"[1, 4, 3, 2]",22,2,2,True,False,,,,,,,,,,True
3,3,"[1, 12, 2, 2]",40,2,2,True,False,,,,,,,,,,True
3,3,"[1, 5, 2, 2]",19,2,2,True,False,,,,,,,,,,True
3,3,"[1, 2, 12, 2]",50,2,2,True,False,,,,,,,,,,True
3,3,"[1, 2, 4, 2]",18,2,2,True,False,,,,,,,,,,True
3,3,"[1, 2, 3, 2]",14,2,2,True,False,,,,,,,,,,True
3,3,"[1, 3, 2, 2]",13,2,2,True,False,,,,,,,,,,True
3,3,"[1, 2, 2, 2]",10,2,2,True,False,,,,,,,,,,True
2,3,"[1, 1, 2]",3,2,2,True,True,,,,,,,,,,True
3,3,"[1, 211, 1, 2]",424,2,2,True,False,,,,,,,,,,False
3,3,"[1, 182, 1, 2]",366,2,2,True,False,,,,,,,,,,False
3,3,"[1, 87, 1, 2]",176,2,2,True,False,,,,,,,,,,False
3,3,"[1, 1, 16, 2]",49,2,2,True,False,,,,,,,,,,True
3,3,"[1, 26, 1, 2]",54,2,2,True,False,,,,,,,,,,False
3,3,"[1, 8, 1, 2]",18,2,2,True,False,,,,,,,,,,False
3,3,"[1, 7, 1, 2]",16,2,2,True,False,,,,,,,,,,False
3,3,"[1, 1, 7, 2]",22,2,2,True,False,,,,,,,,,,True
3,3,"[1, 1, 5, 2]",16,2,2,True,False,,,,,,,,,,True
3,3,"[1, 1, 3, 2]",10,2,2,True,False,,,,,,,,,,True
3,3,"[1, 1, 2, 2]",7,2,2,True,False,,,,,,,,,,True
3,3,"[1, 5, 1, 2]",12,2,2,True,False,,,,,,,,,,False
3,3,"[1, 2, 1, 2]",6,2,2,True,False,,,,,,,,,,False
3,3,"[1, 1, 1, 2]",4,2,2,True,True,,,,,,,,,,True
4,3,"[1, 1, 1, 1, 2]",5,2,2,True,True,,,,,,,,,,True
5,3,"[1, 1, 1, 1, 1, 2]",6,2,2,True,True,,,,,,,,,,True
6,3,"[1, 1, 1, 1, 1, 1, 2]",7,2,2,True,True,,,,,,,,,,True
