h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,9,"[1, 10, 3]",40,3,3,True,False,,,,,,,,,,True
2,9,"[1, 7, 3]",28,3,3,True,False,,,,,,,,,,True
2,9,"[1, 2, 3]",8,3,3,True,False,,,,,,,,,,True
3,9,"[1, 199, 102, 3]",20803,3,3,True,False,,,,,,,,,,True
3,9,"[1, 12, 114, 3]",1722,3,3,True,False,,,,,,,,,,True
3,9,"[1, 193, 3, 3]",781,3,3,True,False,,,,,,,,,,True
3,9,"[1, 89, 98, 3]",9105,3,3,True,False,,,,,,,,,,True
3,9,"[1, 79, 112, 3]",9263,3,3,True,False,,,,,,,,,,True
3,9,"[1, 6, 121, 3]",1095,3,3,True,False,,,,,,,,,,True
3,9,"[1, 19, 110, 3]",2439,3,3,True,False,,,,,,,,,,True
3,9,"[1, 50, 54, 3]",2912,3,3,True,False,,,,,,,,,,True
3,9,"[1, 148, 45, 3]",6943,3,3,True,False,,,,,,,,,,True
3,9,"[1, 130, 31, 3]",4253,3,3,True,False,,,,,,,,,,True
3,9,"[1, 20, 25, 3]",595,3,3,True,False,,,,,,,,,,True
3,9,"[1, 96, 19, 3]",1977,3,3,True,False,,,,,,,,,,True
3,9,"[1, 112, 11, 3]",1377,3,3,True,False,,,,,,,,,,True
3,9,"[1, 83, 15, 3]",1373,3,3,True,False,,,,,,,,,,True
3,9,"[1, 85, 11, 3]",1053,3,3,True,False,,,,,,,,,,True
3,9,"[1, 108, 5, 3]",663,3,3,True,False,,,,,,,,,,True
3,9,"[1, 18, 73, 3]",1551,3,3,True,False,,,,,,,,,,True
3,9,"[1, 3, 117, 3]",705,3,3,True,False,,,,,,,,,,True
3,9,"[1, 2, 130, 3]",652,3,3,True,False,,,,,,,,,,True
3,9,"[1, 81, 12, 3]",1089,3,3,True,False,,,,,,,,,,True
3,9,"[1, 8, 33, 3]",371,3,3,True,False,,,,,,,,,,True
3,9,"[1, 4, 5, 3]",39,3,3,True,False,,,,,,,,,,True
3,9,"[1, 158, 4, 3]",802,3,3,True,False,,,,,,,,,,True
3,9,"[1, 3, 30, 3]",183,3,3,True,False,,,,,,,,,,True
3,9,"[1, 2, 14, 3]",72,3,3,True,False,,,,,,,,,,True
3,9,"[1, 88, 3, 3]",361,3,3,True,False,,,,,,,,,,True
3,9,"[1, 196, 2, 3]",594,3,3,True,False,,,,,,,,,,False
3,9,"[1, 160, 2, 3]",486,3,3,True,False,,,,,,,,,,False
3,9,"[1, 64, 3, 3]",265,3,3,True,False,,,,,,,,,,True
3,9,"[1, 90, 2, 3]",276,3,3,True,False,,,,,,,,,,False
3,9,"[1, 2, 11, 3]",57,3,3,True,False,,,,,,,,,,True
3,9,"[1, 46, 2, 3]",144,3,3,True,False,,,,,,,,,,False
3,9,"[1, 10, 3, 3]",49,3,3,True,False,,,,,,,,,,True
3,9,"[1, 2, 3, 3]",17,3,3,True,False,,,,,,,,,,True
3,9,"[1, 40, 2, 3]",126,3,3,True,False,,,,,,,,,,False
3,9,"[1, 4, 2, 3]",18,3,3,True,False,,,,,,,,,,False
3,9,"[1, 3, 2, 3]",15,3,3,True,False,,,,,,,,,,False
3,9,"[1, 2, 2, 3]",12,3,3,True,False,,,,,,,,,,True
2,9,"[1, 1, 3]",4,3,3,True,True,,,,,,,,,,True
3,9,"[1, 292, 1, 3]",587,3,3,True,False,,,,,,,,,,False
3,9,"[1, 166, 1, 3]",335,3,3,True,False,,,,,,,,,,False
3,9,"[1, 127, 1, 3]",257,3,3,True,False,,,,,,,,,,False
3,9,"[1, 66, 1, 3]",135,3,3,True,False,,,,,,,,,,False
3,9,"[1, 1, 108, 3]",433,3,3,True,False,,,,,,,,,,True
3,9,"[1, 1, 95, 3]",381,3,3,True,False,,,,,,,,,,True
3,9,"[1, 1, 70, 3]",281,3,3,True,False,,,,,,,,,,True
3,9,"[1, 1, 26, 3]",105,3,3,True,False,,,,,,,,,,True
3,9,"[1, 37, 1, 3]",77,3,3,True,False,,,,,,,,,,False
3,9,"[1, 31, 1, 3]",65,3,3,True,False,,,,,,,,,,False
3,9,"[1, 3, 1, 3]",9,3,3,True,False,,,,,,,,,,False
3,9,"[1, 1, 16, 3]",65,3,3,True,False,,,,,,,,,,True
3,9,"[1, 1, 13, 3]",53,3,3,True,False,,,,,,,,,,True
3,9,"[1, 1, 3, 3]",13,3,3,True,False,,,,,,,,,,True
3,9,"[1, 1, 2, 3]",9,3,3,True,False,,,,,,,,,,True
3,9,"[1, 1, 1, 3]",5,3,3,True,True,,,,,,,,,,True
4,9,"[1, 1, 1, 1, 3]",6,3,3,True,True,,,,,,,,,,
