h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,1,"[2, 184, 2]",736,4,4,True,False
2,1,"[2, 175, 2]",700,4,4,True,False
2,1,"[2, 125, 2]",500,4,4,True,False
2,1,"[2, 43, 2]",172,4,4,True,False
2,1,"[2, 20, 2]",80,4,4,True,False
2,1,"[2, 6, 2]",24,4,4,True,False
2,1,"[2, 4, 2]",16,4,4,True,False
2,1,"[2, 2, 2]",8,4,4,True,True
3,1,"[2, 38, 140, 2]",5676,4,4,True,False
3,1,"[2, 42, 41, 2]",1888,4,4,True,False
3,1,"[2, 27, 111, 2]",3273,4,4,True,False
3,1,"[2, 244, 38, 2]",9836,4,4,True,False
3,1,"[2, 207, 29, 2]",6475,4,4,True,False
3,1,"[2, 12, 105, 2]",1494,4,4,True,False
3,1,"[2, 171, 7, 2]",1553,4,4,True,False
3,1,"[2, 6, 242, 2]",1948,4,4,True,False
3,1,"[2, 16, 24, 2]",464,4,4,True,False
3,1,"[2, 7, 164, 2]",1490,4,4,True,False
3,1,"[2, 149, 10, 2]",1808,4,4,True,False
3,1,"[2, 109, 16, 2]",1994,4,4,True,False
3,1,"[2, 124, 8, 2]",1256,4,4,True,False
3,1,"[2, 14, 5, 2]",108,4,4,True,False
3,1,"[2, 3, 174, 2]",876,4,4,True,False
3,1,"[2, 80, 3, 2]",406,4,4,True,False
3,1,"[2, 6, 24, 2]",204,4,4,True,False
3,1,"[2, 4, 68, 2]",416,4,4,True,False
3,1,"[2, 2, 32, 2]",132,4,4,True,False
3,1,"[2, 201, 2, 2]",808,4,4,True,False
3,1,"[2, 5, 13, 2]",101,4,4,True,False
3,1,"[2, 123, 2, 2]",496,4,4,True,False
3,1,"[2, 56, 3, 2]",286,4,4,True,False
3,1,"[2, 111, 2, 2]",448,4,4,True,False
3,1,"[2, 42, 2, 2]",172,4,4,True,False
3,1,"[2, 39, 4, 2]",242,4,4,True,False
3,1,"[2, 2, 8, 2]",36,4,4,True,False
3,1,"[2, 24, 3, 2]",126,4,4,True,False
3,1,"[2, 24, 2, 2]",100,4,4,True,False
3,1,"[2, 8, 5, 2]",66,4,4,True,False
3,1,"[2, 15, 3, 2]",81,4,4,True,False
3,1,"[2, 22, 2, 2]",92,4,4,True,False
3,1,"[2, 7, 6, 2]",68,4,4,True,False
3,1,"[2, 2, 6, 2]",28,4,4,True,False
3,1,"[2, 5, 2, 2]",24,4,4,True,False
3,1,"[2, 4, 4, 2]",32,4,4,True,False
3,1,"[2, 2, 5, 2]",24,4,4,True,False
3,1,"[2, 2, 3, 2]",16,4,4,True,False
3,1,"[2, 3, 2, 2]",16,4,4,True,False
3,1,"[2, 2, 2, 2]",12,4,4,True,True
