h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,7,"[9, 5848, 1]",58480,6435,6435,True,False
2,7,"[9, 832, 1]",8320,6435,6435,True,False
2,7,"[9, 818, 1]",8180,6435,6435,True,False
2,7,"[9, 789, 1]",7890,6435,6435,True,False
2,7,"[9, 644, 1]",6440,5796,6435,False,False
2,7,"[9, 736, 1]",7360,6435,6435,True,False
2,7,"[9, 671, 1]",6710,6039,6435,False,False
2,7,"[9, 729, 1]",7290,6435,6435,True,False
2,7,"[9, 715, 1]",7150,6435,6435,True,True
2,7,"[9, 708, 1]",7080,6372,6435,False,False
2,7,"[9, 714, 1]",7140,6426,6435,False,False
