h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,9.0,"[2, 214, 7]",1926.0,70.0,70.0,True,False,,,,,,,,,
2.0,9.0,"[2, 21, 7]",189.0,70.0,70.0,True,False,,,,,,,,,
2.0,9.0,"[2, 9, 7]",81.0,70.0,70.0,True,True,,,,,,,,,
2.0,9.0,"[2, 8, 7]",72.0,64.0,70.0,False,False,,,,,,,,,
3.0,9.0,"[2, 59, 61, 7]",4144.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 151, 12, 7]",2198.0,192.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 52, 17, 7]",1107.0,272.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 111, 26, 7]",3290.0,416.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 29, 73, 7]",2686.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 299, 33, 7]",10696.0,528.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 19, 90, 7]",2378.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 19, 41, 7]",1104.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 15, 214, 7]",4738.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 16, 66, 7]",1550.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 12, 212, 7]",4052.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 31, 38, 7]",1506.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 15, 115, 7]",2560.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 220, 36, 7]",8612.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 7, 173, 7]",2436.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 300, 19, 7]",6433.0,304.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 3, 129, 7]",1296.0,381.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 1, 150, 7]",1202.0,8.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 4, 157, 7]",1735.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 269, 35, 7]",10198.0,560.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 11, 88, 7]",1606.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 14, 83, 7]",1771.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 81, 36, 7]",3330.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 3, 204, 7]",2046.0,381.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 271, 34, 7]",9994.0,544.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 4, 104, 7]",1152.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 29, 38, 7]",1426.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 18, 47, 7]",1211.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 8, 94, 7]",1426.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 15, 54, 7]",1218.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 6, 54, 7]",714.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 7, 44, 7]",630.0,574.0,574.0,True,True,,,,,,,,,
3.0,9.0,"[2, 11, 39, 7]",724.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 5, 58, 7]",706.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 3, 285, 7]",2856.0,381.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 24, 36, 7]",1164.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 12, 36, 7]",708.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 2, 300, 7]",2704.0,72.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 280, 35, 7]",10605.0,560.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 284, 35, 7]",10753.0,560.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 4, 80, 7]",888.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 4, 54, 7]",602.0,544.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 4, 55, 7]",613.0,554.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 4, 79, 7]",877.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 287, 34, 7]",10570.0,544.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 10, 43, 7]",751.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 9, 43, 7]",706.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 290, 34, 7]",10678.0,544.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 4, 70, 7]",778.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 5, 52, 7]",634.0,574.0,574.0,True,True,,,,,,,,,
3.0,9.0,"[2, 4, 57, 7]",635.0,574.0,574.0,True,True,,,,,,,,,
3.0,9.0,"[2, 7, 42, 7]",602.0,553.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 3, 299, 7]",2996.0,381.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 11, 38, 7]",706.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 289, 35, 7]",10938.0,560.0,574.0,False,False,,,,,,,,,
3.0,9.0,"[2, 8, 42, 7]",646.0,574.0,574.0,True,False,,,,,,,,,
3.0,9.0,"[2, 6, 51, 7]",675.0,574.0,574.0,True,False,,,,,,,,,
