h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,8.0,"[2, 148, 9]",1628.0,81.0,81.0,True,False,,,,,,,,,
2.0,8.0,"[2, 37, 9]",407.0,81.0,81.0,True,False,,,,,,,,,
2.0,8.0,"[2, 8, 9]",88.0,80.0,81.0,False,False,,,,,,,,,
2.0,8.0,"[2, 21, 9]",231.0,81.0,81.0,True,False,,,,,,,,,
2.0,8.0,"[2, 14, 9]",154.0,81.0,81.0,True,False,,,,,,,,,
2.0,8.0,"[2, 10, 9]",110.0,81.0,81.0,True,False,,,,,,,,,
2.0,8.0,"[2, 9, 9]",99.0,81.0,81.0,True,True,,,,,,,,,
3.0,8.0,"[2, 5, 49, 9]",696.0,585.0,585.0,True,False,,,,,,,,,
3.0,8.0,"[2, 67, 22, 9]",1806.0,374.0,585.0,False,False,,,,,,,,,
3.0,8.0,"[2, 134, 11, 9]",1841.0,187.0,585.0,False,False,,,,,,,,,
3.0,8.0,"[2, 280, 22, 9]",6918.0,374.0,585.0,False,False,,,,,,,,,
3.0,8.0,"[2, 15, 36, 9]",894.0,585.0,585.0,True,False,,,,,,,,,
3.0,8.0,"[2, 217, 28, 9]",6762.0,476.0,585.0,False,False,,,,,,,,,
3.0,8.0,"[2, 291, 21, 9]",6882.0,357.0,585.0,False,False,,,,,,,,,
3.0,8.0,"[2, 187, 31, 9]",6450.0,527.0,585.0,False,False,,,,,,,,,
3.0,8.0,"[2, 4, 298, 9]",3882.0,585.0,585.0,True,False,,,,,,,,,
3.0,8.0,"[2, 1, 134, 9]",1342.0,10.0,585.0,False,False,,,,,,,,,
3.0,8.0,"[2, 267, 31, 9]",9090.0,527.0,585.0,False,False,,,,,,,,,
3.0,8.0,"[2, 287, 24, 9]",7678.0,408.0,585.0,False,False,,,,,,,,,
