h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,4.0,"[2, 183, 4]",1098.0,20.0,20.0,True,False,,,,,,,,,
2.0,4.0,"[2, 64, 4]",384.0,20.0,20.0,True,False,,,,,,,,,
2.0,4.0,"[2, 13, 4]",78.0,20.0,20.0,True,False,,,,,,,,,
2.0,4.0,"[2, 11, 4]",66.0,20.0,20.0,True,False,,,,,,,,,
2.0,4.0,"[2, 4, 4]",24.0,20.0,20.0,True,True,,,,,,,,,
3.0,4.0,"[2, 129, 298, 4]",39892.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 131, 52, 4]",7282.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 119, 200, 4]",24838.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 102, 47, 4]",5186.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 94, 145, 4]",14398.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 19, 217, 4]",5029.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 35, 146, 4]",5764.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 36, 66, 4]",2712.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 268, 44, 4]",12504.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 34, 111, 4]",4286.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 152, 38, 4]",6232.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 49, 42, 4]",2324.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 212, 32, 4]",7336.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 6, 39, 4]",402.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 263, 28, 4]",8002.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 261, 24, 4]",6882.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 28, 29, 4]",984.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 102, 2, 4]",416.0,16.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 138, 1, 4]",418.0,8.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 33, 11, 4]",473.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 5, 155, 4]",1405.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 4, 16, 4]",136.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 96, 8, 4]",992.0,64.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 295, 3, 4]",1487.0,24.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 2, 246, 4]",1480.0,22.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 269, 9, 4]",2995.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 155, 8, 4]",1582.0,64.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 276, 5, 4]",1952.0,40.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 231, 10, 4]",2812.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 21, 13, 4]",367.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 27, 9, 4]",333.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 3, 238, 4]",1672.0,59.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 288, 8, 4]",2912.0,64.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 13, 10, 4]",196.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 2, 253, 4]",1522.0,22.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 3, 285, 4]",2001.0,59.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 17, 9, 4]",223.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 296, 7, 4]",2692.0,56.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 299, 5, 4]",2113.0,40.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 2, 296, 4]",1780.0,22.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 297, 6, 4]",2400.0,48.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 8, 14, 4]",184.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 3, 289, 4]",2029.0,59.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 12, 10, 4]",184.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 9, 13, 4]",187.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 3, 299, 4]",2099.0,59.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 300, 3, 4]",1512.0,24.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 294, 8, 4]",2972.0,64.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 300, 7, 4]",2728.0,56.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 5, 13, 4]",127.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 11, 9, 4]",157.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 8, 12, 4]",160.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 300, 8, 4]",3032.0,64.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 9, 9, 4]",135.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 4, 15, 4]",128.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 6, 10, 4]",112.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 3, 300, 4]",2106.0,59.0,68.0,False,False,,,,,,,,,
3.0,4.0,"[2, 5, 12, 4]",118.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 4, 14, 4]",120.0,68.0,68.0,True,False,,,,,,,,,
3.0,4.0,"[2, 4, 12, 4]",104.0,68.0,68.0,True,False,,,,,,,,,
