h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2,2,"[7, 27, 1]",216,28,28,True,False,,,,,,,,,
2,2,"[7, 26, 1]",208,28,28,True,False,,,,,,,,,
2,2,"[7, 13, 1]",104,28,28,True,False,,,,,,,,,
2,2,"[7, 12, 1]",96,28,28,True,False,,,,,,,,,
2,2,"[7, 7, 1]",56,28,28,True,True,,,,,,,,,
2,2,"[7, 5, 1]",40,25,28,False,False,,,,,,,,,
2,2,"[7, 6, 1]",48,27,28,False,False,,,,,,,,,
3,2,"[7, 22, 9, 1]",361,210,210,True,False,,,,,,,,,
3,2,"[7, 18, 13, 1]",373,210,210,True,False,,,,,,,,,
3,2,"[7, 107, 1, 1]",857,28,210,False,False,,,,,,,,,
3,2,"[7, 29, 7, 1]",413,175,210,False,False,,,,,,,,,
3,2,"[7, 109, 1, 1]",873,28,210,False,False,,,,,,,,,
3,2,"[7, 66, 4, 1]",730,106,210,False,False,,,,,,,,,
3,2,"[7, 13, 21, 1]",385,169,210,False,False,,,,,,,,,
3,2,"[7, 9, 24, 1]",303,99,210,False,False,,,,,,,,,
3,2,"[7, 106, 3, 1]",1063,81,210,False,False,,,,,,,,,
3,2,"[7, 67, 8, 1]",1013,196,210,False,False,,,,,,,,,
3,2,"[7, 113, 1, 1]",905,28,210,False,False,,,,,,,,,
3,2,"[7, 71, 7, 1]",1001,175,210,False,False,,,,,,,,,
3,2,"[7, 72, 7, 1]",1015,175,210,False,False,,,,,,,,,
3,2,"[7, 116, 6, 1]",1514,153,210,False,False,,,,,,,,,
3,2,"[7, 8, 27, 1]",299,84,210,False,False,,,,,,,,,
3,2,"[7, 10, 28, 1]",378,115,210,False,False,,,,,,,,,
3,2,"[7, 124, 2, 1]",1118,55,210,False,False,,,,,,,,,
3,2,"[7, 80, 7, 1]",1127,175,210,False,False,,,,,,,,,
3,2,"[7, 17, 13, 1]",353,210,210,True,False,,,,,,,,,
3,2,"[7, 16, 20, 1]",452,210,210,True,False,,,,,,,,,
3,2,"[7, 82, 8, 1]",1238,196,210,False,False,,,,,,,,,
3,2,"[7, 110, 7, 1]",1547,175,210,False,False,,,,,,,,,
3,2,"[7, 17, 12, 1]",335,210,210,True,False,,,,,,,,,
3,2,"[7, 16, 13, 1]",333,210,210,True,False,,,,,,,,,
3,2,"[7, 95, 8, 1]",1433,196,210,False,False,,,,,,,,,
3,2,"[7, 13, 24, 1]",427,169,210,False,False,,,,,,,,,
3,2,"[7, 118, 4, 1]",1302,106,210,False,False,,,,,,,,,
3,2,"[7, 117, 7, 1]",1645,175,210,False,False,,,,,,,,,
3,2,"[7, 20, 10, 1]",350,210,210,True,False,,,,,,,,,
3,2,"[7, 15, 26, 1]",521,210,210,True,False,,,,,,,,,
3,2,"[7, 14, 25, 1]",473,189,210,False,False,,,,,,,,,
3,2,"[7, 124, 5, 1]",1493,130,210,False,False,,,,,,,,,
3,2,"[7, 118, 8, 1]",1778,196,210,False,False,,,,,,,,,
3,2,"[7, 19, 10, 1]",333,210,210,True,False,,,,,,,,,
3,2,"[7, 125, 7, 1]",1757,175,210,False,False,,,,,,,,,
3,2,"[7, 126, 1, 1]",1009,28,210,False,False,,,,,,,,,
3,2,"[7, 15, 25, 1]",505,210,210,True,False,,,,,,,,,
3,2,"[7, 127, 1, 1]",1017,28,210,False,False,,,,,,,,,
3,2,"[7, 15, 9, 1]",249,189,210,False,False,,,,,,,,,
3,2,"[7, 15, 21, 1]",441,210,210,True,False,,,,,,,,,
3,2,"[7, 127, 8, 1]",1913,196,210,False,False,,,,,,,,,
3,2,"[7, 15, 11, 1]",281,200,210,False,False,,,,,,,,,
3,2,"[7, 15, 20, 1]",425,210,210,True,False,,,,,,,,,
3,2,"[7, 128, 3, 1]",1283,81,210,False,False,,,,,,,,,
3,2,"[7, 13, 28, 1]",483,169,210,False,False,,,,,,,,,
3,2,"[7, 15, 15, 1]",345,210,210,True,True,,,,,,,,,
3,2,"[7, 128, 7, 1]",1799,175,210,False,False,,,,,,,,,
3,2,"[7, 15, 13, 1]",313,207,210,False,False,,,,,,,,,
3,2,"[7, 19, 9, 1]",313,210,210,True,False,,,,,,,,,
3,2,"[7, 18, 11, 1]",335,210,210,True,False,,,,,,,,,
3,2,"[7, 15, 14, 1]",329,209,210,False,False,,,,,,,,,
3,2,"[7, 16, 10, 1]",282,210,210,True,True,,,,,,,,,
3,2,"[7, 128, 8, 1]",1928,196,210,False,False,,,,,,,,,
3,2,"[7, 14, 28, 1]",518,189,210,False,False,,,,,,,,,
3,2,"[7, 16, 9, 1]",265,204,210,False,False,,,,,,,,,
3,2,"[7, 17, 9, 1]",281,210,210,True,True,,,,,,,,,
