h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,3,"[1, 129, 8]",1161,8,8,True,False
2,3,"[1, 101, 8]",909,8,8,True,False
2,3,"[1, 91, 8]",819,8,8,True,False
2,3,"[1, 22, 8]",198,8,8,True,False
2,3,"[1, 6, 8]",54,8,8,True,False
2,3,"[1, 4, 8]",36,8,8,True,False
2,3,"[1, 2, 8]",18,8,8,True,True
3,3,"[1, 27, 41, 8]",1462,8,8,True,False
3,3,"[1, 223, 37, 8]",8770,8,8,True,False
3,3,"[1, 41, 24, 8]",1217,8,8,True,False
3,3,"[1, 4, 96, 8]",1156,8,8,True,False
3,3,"[1, 10, 84, 8]",1522,8,8,True,False
3,3,"[1, 26, 17, 8]",604,8,8,True,False
3,3,"[1, 18, 51, 8]",1344,8,8,True,False
3,3,"[1, 2, 134, 8]",1342,8,8,True,False
3,3,"[1, 20, 43, 8]",1224,8,8,True,False
3,3,"[1, 291, 14, 8]",4477,8,8,True,False
3,3,"[1, 61, 9, 8]",682,8,8,True,False
3,3,"[1, 247, 6, 8]",1777,8,8,True,False
3,3,"[1, 156, 6, 8]",1140,8,8,True,False
3,3,"[1, 234, 4, 8]",1202,8,8,True,False
3,3,"[1, 297, 3, 8]",1212,8,8,True,False
3,3,"[1, 203, 3, 8]",836,8,8,True,False
3,3,"[1, 23, 16, 8]",519,8,8,True,False
3,3,"[1, 9, 56, 8]",961,8,8,True,False
3,3,"[1, 6, 83, 8]",1168,8,8,True,False
3,3,"[1, 93, 5, 8]",598,8,8,True,False
3,3,"[1, 8, 53, 8]",856,8,8,True,False
3,3,"[1, 4, 92, 8]",1108,8,8,True,False
3,3,"[1, 4, 35, 8]",424,8,8,True,False
3,3,"[1, 3, 132, 8]",1455,8,8,True,False
3,3,"[1, 126, 3, 8]",528,8,8,True,False
3,3,"[1, 81, 8, 8]",793,8,8,True,False
3,3,"[1, 77, 4, 8]",417,8,8,True,False
3,3,"[1, 74, 6, 8]",566,8,8,True,False
3,3,"[1, 4, 19, 8]",232,8,8,True,False
3,3,"[1, 2, 44, 8]",442,8,8,True,False
3,3,"[1, 174, 2, 8]",538,8,8,True,False
3,3,"[1, 80, 2, 8]",256,8,8,True,False
3,3,"[1, 20, 4, 8]",132,8,8,True,False
3,3,"[1, 3, 4, 8]",47,8,8,True,False
3,3,"[1, 3, 2, 8]",25,8,8,True,False
3,3,"[1, 2, 34, 8]",342,8,8,True,False
3,3,"[1, 2, 28, 8]",282,8,8,True,False
3,3,"[1, 2, 10, 8]",102,8,8,True,False
3,3,"[1, 2, 9, 8]",92,8,8,True,False
3,3,"[1, 2, 5, 8]",52,8,8,True,False
3,3,"[1, 2, 4, 8]",42,8,8,True,False
3,3,"[1, 2, 2, 8]",22,8,8,True,True
