h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,7,"[1, 10, 1]",20,1,1,True,False
2,7,"[1, 4, 1]",8,1,1,True,False
2,7,"[1, 3, 1]",6,1,1,True,False
2,7,"[1, 2, 1]",4,1,1,True,True
3,7,"[1, 98, 189, 1]",18809,1,1,True,False
3,7,"[1, 225, 158, 1]",35933,1,1,True,False
3,7,"[1, 9, 191, 1]",1919,1,1,True,False
3,7,"[1, 115, 82, 1]",9627,1,1,True,False
3,7,"[1, 60, 115, 1]",7075,1,1,True,False
3,7,"[1, 169, 27, 1]",4759,1,1,True,False
3,7,"[1, 42, 25, 1]",1117,1,1,True,False
3,7,"[1, 2, 27, 1]",83,1,1,True,False
3,7,"[1, 10, 11, 1]",131,1,1,True,False
3,7,"[1, 136, 10, 1]",1506,1,1,True,False
3,7,"[1, 44, 2, 1]",134,1,1,True,False
3,7,"[1, 28, 3, 1]",115,1,1,True,False
3,7,"[1, 39, 2, 1]",119,1,1,True,False
3,7,"[1, 25, 6, 1]",181,1,1,True,False
3,7,"[1, 21, 4, 1]",109,1,1,True,False
3,7,"[1, 2, 23, 1]",71,1,1,True,False
3,7,"[1, 5, 21, 1]",131,1,1,True,False
3,7,"[1, 14, 7, 1]",119,1,1,True,False
3,7,"[1, 3, 19, 1]",79,1,1,True,False
3,7,"[1, 13, 3, 1]",55,1,1,True,False
3,7,"[1, 7, 16, 1]",135,1,1,True,False
3,7,"[1, 2, 20, 1]",62,1,1,True,False
3,7,"[1, 19, 2, 1]",59,1,1,True,False
3,7,"[1, 10, 8, 1]",98,1,1,True,False
3,7,"[1, 2, 11, 1]",35,1,1,True,False
3,7,"[1, 10, 3, 1]",43,1,1,True,False
3,7,"[1, 8, 6, 1]",62,1,1,True,False
3,7,"[1, 12, 2, 1]",38,1,1,True,False
3,7,"[1, 2, 5, 1]",17,1,1,True,False
3,7,"[1, 2, 4, 1]",14,1,1,True,False
3,7,"[1, 9, 3, 1]",39,1,1,True,False
3,7,"[1, 8, 2, 1]",26,1,1,True,False
3,7,"[1, 3, 3, 1]",15,1,1,True,False
3,7,"[1, 2, 3, 1]",11,1,1,True,False
3,7,"[1, 5, 2, 1]",17,1,1,True,False
3,7,"[1, 2, 2, 1]",8,1,1,True,True
