h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,1.0,"[2, 102, 7]",918.0,14.0,14.0,True,False,,,,,,,,
2.0,1.0,"[2, 35, 7]",315.0,14.0,14.0,True,False,,,,,,,,
2.0,1.0,"[2, 31, 7]",279.0,14.0,14.0,True,False,,,,,,,,
2.0,1.0,"[2, 4, 7]",36.0,14.0,14.0,True,False,,,,,,,,
2.0,1.0,"[2, 2, 7]",18.0,14.0,14.0,True,True,,,,,,,,
3.0,1.0,"[2, 84, 106, 7]",9814.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 55, 12, 7]",854.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 41, 203, 7]",9826.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 28, 69, 7]",2471.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 18, 117, 7]",2961.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 288, 11, 7]",3821.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 3, 97, 7]",976.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 51, 11, 7]",740.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 167, 9, 7]",1900.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 295, 1, 7]",892.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 146, 4, 7]",904.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 64, 7]",514.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 95, 2, 7]",394.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 56, 3, 7]",301.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 6, 92, 7]",1208.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 36, 58, 7]",2566.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 16, 31, 7]",745.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 226, 7]",1810.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 5, 49, 7]",598.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 68, 2, 7]",286.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 50, 16, 7]",1012.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 2, 6, 7]",58.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 20, 5, 7]",175.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 39, 3, 7]",216.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 31, 3, 7]",176.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 18, 3, 7]",111.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 25, 2, 7]",114.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 259, 7]",2074.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 15, 3, 7]",96.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 270, 7]",2162.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 9, 3, 7]",66.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 296, 1, 7]",895.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 20, 2, 7]",94.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 7, 4, 7]",70.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 286, 7]",2290.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 3, 5, 7]",56.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 292, 7]",2338.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 8, 2, 7]",46.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 3, 2, 7]",26.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 300, 7]",2402.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 300, 1, 7]",907.0,8.0,14.0,False,False,,,,,,,,
3.0,1.0,"[2, 2, 4, 7]",40.0,14.0,14.0,True,False,,,,,,,,
3.0,1.0,"[2, 2, 2, 7]",22.0,14.0,14.0,True,True,,,,,,,,
2.0,1.0,"[2, 1, 7]",9.0,8.0,14.0,False,False,8.0,0.0,6.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0522941999988688,nonfilling,[[2]]
3.0,1.0,"[2, 1, 2, 7]",18.0,8.0,14.0,False,False,14.0,6.0,6.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0684099999998579,nonfilling,"[[2, 2]]"
3.0,1.0,"[2, 2, 1, 7]",13.0,8.0,14.0,False,False,10.0,2.0,6.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0580103000011149,nonfilling,"[[2, 2]]"
3.0,1.0,"[2, 1, 1, 7]",10.0,8.0,14.0,False,False,8.0,0.0,6.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0532199000008404,nonfilling,"[[2, 2]]"
