h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,3.0,"[2, 256, 9]",2816.0,36.0,36.0,True,False,,,,,,,,
2.0,3.0,"[2, 255, 9]",2805.0,36.0,36.0,True,False,,,,,,,,
2.0,3.0,"[2, 23, 9]",253.0,36.0,36.0,True,False,,,,,,,,
2.0,3.0,"[2, 7, 9]",77.0,36.0,36.0,True,False,,,,,,,,
2.0,3.0,"[2, 5, 9]",55.0,36.0,36.0,True,False,,,,,,,,
2.0,3.0,"[2, 4, 9]",44.0,36.0,36.0,True,True,,,,,,,,
3.0,3.0,"[2, 23, 261, 9]",8398.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 116, 55, 9]",7107.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 136, 21, 9]",3317.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 18, 170, 9]",4626.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 19, 90, 9]",2558.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 65, 37, 9]",2868.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 2, 133, 9]",1467.0,38.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 241, 3, 9]",1232.0,36.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 9, 97, 9]",1764.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 14, 92, 9]",2144.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 27, 36, 9]",1350.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 17, 40, 9]",1074.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 104, 5, 9]",773.0,60.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 24, 24, 9]",840.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 97, 6, 9]",830.0,72.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 146, 15, 9]",2617.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 136, 5, 9]",997.0,60.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 287, 10, 9]",3534.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 12, 85, 9]",1809.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 22, 24, 9]",788.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 10, 14, 9]",286.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 159, 11, 9]",2166.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 5, 44, 9]",626.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 263, 1, 9]",798.0,12.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 244, 10, 9]",3018.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 124, 10, 9]",1578.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 1, 261, 9]",2612.0,10.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 55, 11, 9]",814.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 51, 12, 9]",822.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 155, 8, 9]",1622.0,88.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 188, 7, 9]",1755.0,84.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 3, 138, 9]",1662.0,84.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 279, 1, 9]",846.0,12.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 6, 19, 9]",297.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 2, 272, 9]",2996.0,38.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 288, 2, 9]",1170.0,24.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 85, 9, 9]",1016.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 3, 266, 9]",3198.0,84.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 5, 29, 9]",416.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 208, 8, 9]",2152.0,88.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 243, 6, 9]",1998.0,72.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 236, 8, 9]",2432.0,88.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 3, 293, 9]",3522.0,84.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 4, 173, 9]",2257.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 295, 4, 9]",1806.0,48.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 4, 114, 9]",1490.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 4, 25, 9]",333.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 40, 11, 9]",619.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 289, 7, 9]",2664.0,84.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 76, 9, 9]",917.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 63, 10, 9]",846.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 33, 12, 9]",570.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 3, 299, 9]",3594.0,84.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 24, 9, 9]",345.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 19, 12, 9]",374.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 241, 8, 9]",2482.0,88.0,90.0,False,False,,,,,,,,
3.0,3.0,"[2, 16, 10, 9]",282.0,90.0,90.0,True,False,,,,,,,,
3.0,3.0,"[2, 300, 8, 9]",3072.0,88.0,90.0,False,False,,,,,,,,
