h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,1.0,"[2, 207, 8]",2070.0,16.0,16.0,True,False,,,,,,,,
2.0,1.0,"[2, 95, 8]",950.0,16.0,16.0,True,False,,,,,,,,
2.0,1.0,"[2, 49, 8]",490.0,16.0,16.0,True,False,,,,,,,,
2.0,1.0,"[2, 41, 8]",410.0,16.0,16.0,True,False,,,,,,,,
2.0,1.0,"[2, 9, 8]",90.0,16.0,16.0,True,False,,,,,,,,
2.0,1.0,"[2, 2, 8]",20.0,16.0,16.0,True,True,,,,,,,,
3.0,1.0,"[2, 274, 84, 8]",24236.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 210, 69, 8]",15462.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 93, 274, 8]",27860.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 245, 7, 8]",2261.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 190, 120, 8]",24140.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 97, 271, 8]",28649.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 168, 138, 8]",24624.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 46, 58, 8]",3224.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 35, 101, 8]",4413.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 42, 25, 8]",1334.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 27, 270, 8]",9504.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 20, 103, 8]",2924.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 214, 24, 8]",5756.0,16.0,16.0,True,False,,,,,,,,
3.0,1.0,"[2, 41, 94, 8]",4688.0,16.0,16.0,True,False,,,,,,,,
