h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,4.0,"[2, 15, 1]",45.0,5.0,5.0,True,False,,,,,,,,,
2.0,4.0,"[2, 11, 1]",33.0,5.0,5.0,True,False,,,,,,,,,
2.0,4.0,"[2, 4, 1]",12.0,5.0,5.0,True,False,,,,,,,,,
2.0,4.0,"[2, 2, 1]",6.0,4.0,5.0,False,False,,,,,,,,,
2.0,4.0,"[2, 3, 1]",9.0,5.0,5.0,True,True,,,,,,,,,
3.0,4.0,"[2, 24, 20, 1]",548.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 19, 23, 1]",498.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 17, 23, 1]",448.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 6, 6, 1]",54.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 4, 22, 1]",118.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 5, 20, 1]",130.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 5, 8, 1]",58.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 22, 3, 1]",113.0,15.0,17.0,False,False,,,,,,,,,
3.0,4.0,"[2, 3, 17, 1]",74.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 3, 11, 1]",50.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 24, 4, 1]",148.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 17, 5, 1]",124.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 2, 17, 1]",55.0,7.0,17.0,False,False,,,,,,,,,
3.0,4.0,"[2, 7, 4, 1]",46.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 3, 6, 1]",30.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 2, 24, 1]",76.0,7.0,17.0,False,False,,,,,,,,,
3.0,4.0,"[2, 5, 5, 1]",40.0,17.0,17.0,True,False,,,,,,,,,
3.0,4.0,"[2, 24, 3, 1]",123.0,15.0,17.0,False,False,,,,,,,,,
3.0,4.0,"[2, 3, 4, 1]",22.0,15.0,17.0,False,False,,,,,,,,,
3.0,4.0,"[2, 3, 5, 1]",26.0,17.0,17.0,True,True,,,,,,,,,
3.0,4.0,"[2, 4, 4, 1]",28.0,17.0,17.0,True,True,,,,,,,,,
4.0,4.0,"[2, 3, 6, 12, 1]",108.0,65.0,65.0,True,False,,,,,,,,,
4.0,4.0,"[2, 18, 15, 2, 1]",338.0,34.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 10, 16, 4, 1]",248.0,65.0,65.0,True,False,,,,,,,,,
4.0,4.0,"[2, 11, 7, 11, 1]",187.0,65.0,65.0,True,False,,,,,,,,,
4.0,4.0,"[2, 6, 9, 10, 1]",166.0,65.0,65.0,True,False,,,,,,,,,
4.0,4.0,"[2, 13, 15, 9, 1]",365.0,65.0,65.0,True,False,,,,,,,,,
4.0,4.0,"[2, 2, 13, 21, 1]",324.0,19.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 18, 2, 12, 1]",108.0,13.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 17, 9, 7, 1]",257.0,65.0,65.0,True,False,,,,,,,,,
4.0,4.0,"[2, 17, 15, 5, 1]",369.0,65.0,65.0,True,False,,,,,,,,,
4.0,4.0,"[2, 2, 14, 15, 1]",257.0,19.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 3, 8, 6, 1]",84.0,65.0,65.0,True,True,,,,,,,,,
4.0,4.0,"[2, 23, 2, 10, 1]",122.0,13.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 23, 7, 4, 1]",239.0,56.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 7, 18, 3, 1]",197.0,51.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 2, 16, 23, 1]",427.0,19.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 4, 5, 21, 1]",154.0,65.0,65.0,True,False,,,,,,,,,
4.0,4.0,"[2, 17, 24, 3, 1]",517.0,51.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 20, 3, 12, 1]",148.0,27.0,65.0,False,False,,,,,,,,,
4.0,4.0,"[2, 7, 6, 9, 1]",119.0,65.0,65.0,True,False,,,,,,,,,
