h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,3,"[1, 188, 5]",1128,5,5,True,False
2,3,"[1, 123, 5]",738,5,5,True,False
2,3,"[1, 88, 5]",528,5,5,True,False
2,3,"[1, 48, 5]",288,5,5,True,False
2,3,"[1, 20, 5]",120,5,5,True,False
2,3,"[1, 5, 5]",30,5,5,True,False
2,3,"[1, 2, 5]",12,5,5,True,True
3,3,"[1, 273, 207, 5]",57819,5,5,True,False
3,3,"[1, 79, 222, 5]",18727,5,5,True,False
3,3,"[1, 263, 5, 5]",1603,5,5,True,False
3,3,"[1, 164, 34, 5]",5910,5,5,True,False
3,3,"[1, 52, 108, 5]",6208,5,5,True,False
3,3,"[1, 119, 78, 5]",9791,5,5,True,False
3,3,"[1, 35, 51, 5]",2075,5,5,True,False
3,3,"[1, 12, 109, 5]",1865,5,5,True,False
3,3,"[1, 18, 70, 5]",1628,5,5,True,False
3,3,"[1, 202, 21, 5]",4549,5,5,True,False
3,3,"[1, 4, 265, 5]",2389,5,5,True,False
3,3,"[1, 26, 22, 5]",708,5,5,True,False
3,3,"[1, 157, 9, 5]",1615,5,5,True,False
3,3,"[1, 8, 176, 5]",2296,5,5,True,False
3,3,"[1, 15, 67, 5]",1355,5,5,True,False
3,3,"[1, 4, 256, 5]",2308,5,5,True,False
3,3,"[1, 133, 16, 5]",2341,5,5,True,False
3,3,"[1, 65, 17, 5]",1255,5,5,True,False
3,3,"[1, 7, 57, 5]",691,5,5,True,False
3,3,"[1, 8, 10, 5]",138,5,5,True,False
3,3,"[1, 298, 3, 5]",1207,5,5,True,False
3,3,"[1, 139, 8, 5]",1291,5,5,True,False
3,3,"[1, 82, 4, 5]",430,5,5,True,False
3,3,"[1, 3, 230, 5]",1843,5,5,True,False
3,3,"[1, 2, 262, 5]",1836,5,5,True,False
3,3,"[1, 7, 53, 5]",643,5,5,True,False
3,3,"[1, 29, 7, 5]",267,5,5,True,False
3,3,"[1, 4, 122, 5]",1102,5,5,True,False
3,3,"[1, 3, 80, 5]",643,5,5,True,False
3,3,"[1, 6, 19, 5]",215,5,5,True,False
3,3,"[1, 201, 2, 5]",613,5,5,True,False
3,3,"[1, 29, 4, 5]",165,5,5,True,False
3,3,"[1, 132, 3, 5]",543,5,5,True,False
3,3,"[1, 20, 5, 5]",145,5,5,True,False
3,3,"[1, 2, 164, 5]",1150,5,5,True,False
3,3,"[1, 10, 8, 5]",130,5,5,True,False
3,3,"[1, 3, 70, 5]",563,5,5,True,False
3,3,"[1, 4, 5, 5]",49,5,5,True,False
3,3,"[1, 32, 2, 5]",106,5,5,True,False
3,3,"[1, 2, 115, 5]",807,5,5,True,False
3,3,"[1, 2, 110, 5]",772,5,5,True,False
3,3,"[1, 2, 102, 5]",716,5,5,True,False
3,3,"[1, 25, 2, 5]",85,5,5,True,False
3,3,"[1, 11, 3, 5]",59,5,5,True,False
3,3,"[1, 3, 34, 5]",275,5,5,True,False
3,3,"[1, 7, 3, 5]",43,5,5,True,False
3,3,"[1, 2, 95, 5]",667,5,5,True,False
3,3,"[1, 7, 2, 5]",31,5,5,True,False
3,3,"[1, 3, 19, 5]",155,5,5,True,False
3,3,"[1, 3, 17, 5]",139,5,5,True,False
3,3,"[1, 2, 39, 5]",275,5,5,True,False
3,3,"[1, 2, 31, 5]",219,5,5,True,False
3,3,"[1, 2, 13, 5]",93,5,5,True,False
3,3,"[1, 2, 3, 5]",23,5,5,True,False
3,3,"[1, 2, 2, 5]",16,5,5,True,True
