h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,7,"[1, 14, 7]",112,7,7,True,False
2,7,"[1, 4, 7]",32,7,7,True,False
2,7,"[1, 2, 7]",16,7,7,True,True
3,7,"[1, 59, 112, 7]",7451,7,7,True,False
3,7,"[1, 12, 109, 7]",2083,7,7,True,False
3,7,"[1, 283, 37, 7]",11013,7,7,True,False
3,7,"[1, 120, 91, 7]",11677,7,7,True,False
3,7,"[1, 66, 73, 7]",5395,7,7,True,False
3,7,"[1, 177, 41, 7]",7721,7,7,True,False
3,7,"[1, 235, 3, 7]",961,7,7,True,False
3,7,"[1, 234, 20, 7]",5054,7,7,True,False
3,7,"[1, 50, 94, 7]",5408,7,7,True,False
3,7,"[1, 145, 12, 7]",1969,7,7,True,False
3,7,"[1, 131, 9, 7]",1373,7,7,True,False
3,7,"[1, 3, 197, 7]",1973,7,7,True,False
3,7,"[1, 9, 137, 7]",2201,7,7,True,False
3,7,"[1, 13, 71, 7]",1433,7,7,True,False
3,7,"[1, 97, 18, 7]",1969,7,7,True,False
3,7,"[1, 13, 53, 7]",1073,7,7,True,False
3,7,"[1, 144, 3, 7]",597,7,7,True,False
3,7,"[1, 7, 101, 7]",1421,7,7,True,False
3,7,"[1, 125, 8, 7]",1181,7,7,True,False
3,7,"[1, 73, 34, 7]",2793,7,7,True,False
3,7,"[1, 55, 16, 7]",1047,7,7,True,False
3,7,"[1, 86, 10, 7]",1016,7,7,True,False
3,7,"[1, 7, 19, 7]",273,7,7,True,False
3,7,"[1, 2, 266, 7]",2396,7,7,True,False
3,7,"[1, 45, 5, 7]",305,7,7,True,False
3,7,"[1, 50, 3, 7]",221,7,7,True,False
3,7,"[1, 19, 2, 7]",71,7,7,True,False
3,7,"[1, 10, 11, 7]",197,7,7,True,False
3,7,"[1, 2, 22, 7]",200,7,7,True,False
3,7,"[1, 11, 8, 7]",155,7,7,True,False
3,7,"[1, 2, 4, 7]",38,7,7,True,False
3,7,"[1, 15, 2, 7]",59,7,7,True,False
3,7,"[1, 14, 3, 7]",77,7,7,True,False
3,7,"[1, 6, 2, 7]",32,7,7,True,False
3,7,"[1, 2, 2, 7]",20,7,7,True,True
