h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2,4,"[4, 27, 1]",135,35,35,True,False,,,,,,,,,
2,4,"[4, 8, 1]",40,32,35,False,False,,,,,,,,,
2,4,"[4, 11, 1]",55,35,35,True,False,,,,,,,,,
2,4,"[4, 9, 1]",45,34,35,False,False,,,,,,,,,
2,4,"[4, 10, 1]",50,35,35,True,True,,,,,,,,,
3,4,"[4, 112, 25, 1]",3273,875,969,False,False,,,,,,,,,
3,4,"[4, 192, 32, 1]",6944,969,969,True,False,,,,,,,,,
3,4,"[4, 84, 34, 1]",3226,969,969,True,False,,,,,,,,,
3,4,"[4, 158, 27, 1]",4925,945,969,False,False,,,,,,,,,
3,4,"[4, 251, 16, 1]",5036,560,969,False,False,,,,,,,,,
3,4,"[4, 234, 19, 1]",5401,665,969,False,False,,,,,,,,,
3,4,"[4, 177, 27, 1]",5514,945,969,False,False,,,,,,,,,
3,4,"[4, 171, 31, 1]",6016,969,969,True,False,,,,,,,,,
3,4,"[4, 121, 28, 1]",3900,969,969,True,False,,,,,,,,,
3,4,"[4, 117, 28, 1]",3772,969,969,True,False,,,,,,,,,
3,4,"[4, 253, 23, 1]",6854,805,969,False,False,,,,,,,,,
3,4,"[4, 235, 26, 1]",7076,910,969,False,False,,,,,,,,,
3,4,"[4, 105, 32, 1]",3812,969,969,True,False,,,,,,,,,
3,4,"[4, 90, 29, 1]",2999,969,969,True,False,,,,,,,,,
3,4,"[4, 42, 32, 1]",1544,969,969,True,False,,,,,,,,,
3,4,"[4, 256, 20, 1]",6164,700,969,False,False,,,,,,,,,
3,4,"[4, 29, 31, 1]",1046,969,969,True,True,,,,,,,,,
3,4,"[4, 92, 28, 1]",2972,969,969,True,False,,,,,,,,,
3,4,"[4, 27, 35, 1]",1088,969,969,True,False,,,,,,,,,
3,4,"[4, 250, 27, 1]",7777,945,969,False,False,,,,,,,,,
3,4,"[4, 72, 30, 1]",2478,969,969,True,False,,,,,,,,,
3,4,"[4, 69, 28, 1]",2236,969,969,True,False,,,,,,,,,
3,4,"[4, 46, 29, 1]",1547,969,969,True,False,,,,,,,,,
3,4,"[4, 28, 31, 1]",1011,952,969,False,False,,,,,,,,,
3,4,"[4, 40, 30, 1]",1390,969,969,True,False,,,,,,,,,
3,4,"[4, 256, 24, 1]",7192,840,969,False,False,,,,,,,,,
3,4,"[4, 39, 29, 1]",1316,969,969,True,False,,,,,,,,,
3,4,"[4, 58, 28, 1]",1884,969,969,True,False,,,,,,,,,
3,4,"[4, 38, 28, 1]",1244,969,969,True,False,,,,,,,,,
3,4,"[4, 31, 28, 1]",1020,961,969,False,False,,,,,,,,,
3,4,"[4, 33, 29, 1]",1118,969,969,True,False,,,,,,,,,
3,4,"[4, 30, 29, 1]",1019,960,969,False,False,,,,,,,,,
3,4,"[4, 27, 34, 1]",1060,969,969,True,False,,,,,,,,,
3,4,"[4, 253, 27, 1]",7870,945,969,False,False,,,,,,,,,
3,4,"[4, 37, 28, 1]",1212,969,969,True,False,,,,,,,,,
3,4,"[4, 25, 34, 1]",984,925,969,False,False,,,,,,,,,
3,4,"[4, 27, 33, 1]",1032,969,969,True,True,,,,,,,,,
3,4,"[4, 256, 25, 1]",7449,875,969,False,False,,,,,,,,,
3,4,"[4, 31, 29, 1]",1052,969,969,True,True,,,,,,,,,
3,4,"[4, 29, 30, 1]",1016,957,969,False,False,,,,,,,,,
3,4,"[4, 26, 33, 1]",995,936,969,False,False,,,,,,,,,
3,4,"[4, 35, 28, 1]",1148,969,969,True,False,,,,,,,,,
3,4,"[4, 254, 26, 1]",7646,910,969,False,False,,,,,,,,,
3,4,"[4, 27, 32, 1]",1004,945,969,False,False,,,,,,,,,
3,4,"[4, 26, 34, 1]",1022,962,969,False,False,,,,,,,,,
3,4,"[4, 26, 35, 1]",1049,969,969,True,True,,,,,,,,,
3,4,"[4, 254, 27, 1]",7901,945,969,False,False,,,,,,,,,
3,4,"[4, 24, 35, 1]",971,912,969,False,False,,,,,,,,,
3,4,"[4, 28, 32, 1]",1040,969,969,True,True,,,,,,,,,
3,4,"[4, 256, 26, 1]",7706,910,969,False,False,,,,,,,,,
3,4,"[4, 25, 35, 1]",1010,950,969,False,False,,,,,,,,,
3,4,"[4, 34, 28, 1]",1116,969,969,True,False,,,,,,,,,
3,4,"[4, 255, 27, 1]",7932,945,969,False,False,,,,,,,,,
3,4,"[4, 30, 30, 1]",1050,969,969,True,True,,,,,,,,,
3,4,"[4, 32, 28, 1]",1052,969,969,True,True,,,,,,,,,
3,4,"[4, 256, 27, 1]",7963,945,969,False,False,,,,,,,,,
3,4,"[4, 32, 27, 1]",1019,945,969,False,False,960.0,15.0,24.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",14.3795280000013,maximal_subarchitecture_of_recorded_mfa,"[[4, 32, 28, 1]]",[2]
