h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,2,"[3, 5, 4]",35,24,24,True,False
2,2,"[3, 4, 4]",28,24,24,True,True
3,2,"[3, 30, 3, 4]",192,27,60,False,False
3,2,"[3, 25, 9, 4]",336,60,60,True,False
3,2,"[3, 10, 5, 4]",100,45,60,False,False
3,2,"[3, 19, 4, 4]",149,36,60,False,False
3,2,"[3, 25, 6, 4]",249,54,60,False,False
3,2,"[3, 29, 7, 4]",318,60,60,True,False
3,2,"[3, 23, 11, 4]",366,60,60,True,False
3,2,"[3, 21, 8, 4]",263,60,60,True,False
3,2,"[3, 27, 5, 4]",236,45,60,False,False
3,2,"[3, 17, 9, 4]",240,60,60,True,False
3,2,"[3, 28, 7, 4]",308,60,60,True,False
3,2,"[3, 17, 7, 4]",198,60,60,True,False
3,2,"[3, 7, 8, 4]",109,60,60,True,False
3,2,"[3, 2, 11, 4]",72,16,60,False,False
3,2,"[3, 6, 9, 4]",108,60,60,True,False
3,2,"[3, 5, 12, 4]",123,60,60,True,False
3,2,"[3, 4, 11, 4]",100,48,60,False,False
3,2,"[3, 29, 5, 4]",252,45,60,False,False
3,2,"[3, 5, 9, 4]",96,60,60,True,False
3,2,"[3, 1, 12, 4]",63,6,60,False,False
3,2,"[3, 4, 12, 4]",108,48,60,False,False
3,2,"[3, 26, 6, 4]",258,54,60,False,False
3,2,"[3, 5, 7, 4]",78,60,60,True,True
3,2,"[3, 30, 4, 4]",226,36,60,False,False
3,2,"[3, 30, 5, 4]",260,45,60,False,False
3,2,"[3, 30, 6, 4]",294,54,60,False,False
4,2,"[3, 53, 29, 11, 4]",2059,180,180,True,False
4,2,"[3, 14, 21, 11, 4]",611,180,180,True,False
4,2,"[3, 52, 21, 6, 4]",1398,108,180,False,False
4,2,"[3, 42, 9, 11, 4]",647,177,180,False,False
4,2,"[3, 25, 21, 10, 4]",850,180,180,True,False
4,2,"[3, 56, 29, 5, 4]",1957,90,180,False,False
4,2,"[3, 22, 12, 11, 4]",506,180,180,True,False
4,2,"[3, 54, 10, 12, 4]",870,180,180,True,False
4,2,"[3, 37, 8, 12, 4]",551,172,180,False,False
4,2,"[3, 58, 26, 4, 4]",1802,72,180,False,False
4,2,"[3, 5, 30, 7, 4]",403,126,180,False,False
4,2,"[3, 14, 16, 9, 4]",446,162,180,False,False
4,2,"[3, 54, 19, 9, 4]",1395,162,180,False,False
4,2,"[3, 61, 9, 11, 4]",875,177,180,False,False
4,2,"[3, 2, 23, 10, 4]",322,24,180,False,False
4,2,"[3, 64, 30, 9, 4]",2418,162,180,False,False
4,2,"[3, 47, 16, 10, 4]",1093,180,180,True,False
4,2,"[3, 31, 10, 11, 4]",557,180,180,True,False
4,2,"[3, 9, 13, 12, 4]",348,180,180,True,False
4,2,"[3, 30, 13, 10, 4]",650,180,180,True,False
4,2,"[3, 6, 27, 12, 4]",552,180,180,True,False
4,2,"[3, 20, 19, 11, 4]",693,180,180,True,False
4,2,"[3, 58, 12, 10, 4]",1030,180,180,True,False
4,2,"[3, 8, 10, 12, 4]",272,180,180,True,False
4,2,"[3, 10, 29, 10, 4]",650,180,180,True,False
4,2,"[3, 16, 13, 10, 4]",426,180,180,True,False
4,2,"[3, 7, 24, 11, 4]",497,180,180,True,False
4,2,"[3, 47, 2, 12, 4]",307,22,180,False,False
4,2,"[3, 2, 19, 11, 4]",297,24,180,False,False
4,2,"[3, 11, 24, 10, 4]",577,180,180,True,False
4,2,"[3, 6, 25, 12, 4]",516,180,180,True,False
4,2,"[3, 14, 18, 11, 4]",536,180,180,True,False
4,2,"[3, 4, 30, 12, 4]",540,144,180,False,False
4,2,"[3, 47, 5, 12, 4]",484,85,180,False,False
4,2,"[3, 5, 17, 11, 4]",331,180,180,True,False
4,2,"[3, 13, 14, 11, 4]",419,180,180,True,False
4,2,"[3, 20, 10, 11, 4]",414,180,180,True,False
4,2,"[3, 56, 6, 12, 4]",624,114,180,False,False
4,2,"[3, 15, 18, 10, 4]",535,180,180,True,False
4,2,"[3, 63, 5, 11, 4]",603,85,180,False,False
4,2,"[3, 23, 11, 10, 4]",472,180,180,True,False
4,2,"[3, 60, 6, 12, 4]",660,114,180,False,False
4,2,"[3, 51, 10, 10, 4]",803,180,180,True,False
4,2,"[3, 10, 27, 10, 4]",610,180,180,True,False
4,2,"[3, 13, 10, 11, 4]",323,180,180,True,False
4,2,"[3, 64, 2, 10, 4]",380,22,180,False,False
4,2,"[3, 8, 10, 10, 4]",244,180,180,True,False
4,2,"[3, 6, 13, 10, 4]",266,180,180,True,False
4,2,"[3, 48, 9, 12, 4]",732,180,180,True,False
4,2,"[3, 5, 21, 10, 4]",370,180,180,True,False
4,2,"[3, 63, 9, 10, 4]",886,165,180,False,False
4,2,"[3, 61, 4, 12, 4]",523,60,180,False,False
4,2,"[3, 58, 8, 12, 4]",782,172,180,False,False
4,2,"[3, 5, 12, 11, 4]",251,180,180,True,False
4,2,"[3, 17, 9, 12, 4]",360,180,180,True,False
4,2,"[3, 64, 6, 12, 4]",696,114,180,False,False
4,2,"[3, 5, 17, 10, 4]",310,180,180,True,False
4,2,"[3, 7, 10, 10, 4]",231,180,180,True,False
4,2,"[3, 62, 7, 12, 4]",752,147,180,False,False
4,2,"[3, 64, 8, 10, 4]",824,150,180,False,False
4,2,"[3, 63, 9, 11, 4]",899,177,180,False,False
4,2,"[3, 60, 8, 12, 4]",804,172,180,False,False
4,2,"[3, 6, 11, 10, 4]",234,180,180,True,False
4,2,"[3, 7, 9, 12, 4]",240,180,180,True,False
4,2,"[3, 5, 14, 10, 4]",265,180,180,True,False
4,2,"[3, 5, 10, 12, 4]",233,180,180,True,False
4,2,"[3, 5, 11, 11, 4]",235,180,180,True,False
4,2,"[3, 5, 11, 10, 4]",220,180,180,True,True
4,2,"[3, 62, 8, 12, 4]",826,172,180,False,False
4,2,"[3, 6, 10, 11, 4]",232,180,180,True,False
4,2,"[3, 63, 8, 12, 4]",837,172,180,False,False
4,2,"[3, 5, 10, 10, 4]",205,175,180,False,False
4,2,"[3, 64, 9, 10, 4]",898,165,180,False,False
4,2,"[3, 5, 9, 12, 4]",216,180,180,True,True
4,2,"[3, 64, 7, 11, 4]",761,145,180,False,False
4,2,"[3, 64, 7, 12, 4]",772,147,180,False,False
4,2,"[3, 64, 9, 11, 4]",911,177,180,False,False
4,2,"[3, 5, 10, 11, 4]",219,180,180,True,True
4,2,"[3, 64, 8, 12, 4]",848,172,180,False,False
4,2,"[3, 6, 10, 10, 4]",218,180,180,True,True
5,2,"[3, 7, 56, 9, 6, 4]",995,198,612,False,False
5,2,"[3, 16, 34, 11, 4, 4]",1026,192,612,False,False
5,2,"[3, 55, 15, 12, 5, 4]",1250,240,612,False,False
5,2,"[3, 17, 35, 27, 12, 4]",1963,576,612,False,False
5,2,"[3, 62, 49, 8, 4, 4]",3664,156,612,False,False
5,2,"[3, 49, 79, 16, 3, 4]",5342,144,612,False,False
5,2,"[3, 60, 75, 8, 9, 4]",5388,211,612,False,False
5,2,"[3, 29, 61, 22, 1, 4]",3224,48,612,False,False
5,2,"[3, 64, 14, 17, 6, 4]",1452,288,612,False,False
5,2,"[3, 37, 44, 10, 6, 4]",2263,218,612,False,False
5,2,"[3, 12, 72, 15, 6, 4]",2094,288,612,False,False
5,2,"[3, 23, 25, 3, 10, 4]",789,66,612,False,False
5,2,"[3, 21, 60, 29, 5, 4]",3228,240,612,False,False
5,2,"[3, 34, 81, 11, 7, 4]",3852,252,612,False,False
5,2,"[3, 2, 87, 29, 2, 4]",2769,20,612,False,False
5,2,"[3, 54, 11, 26, 4, 4]",1162,192,612,False,False
5,2,"[3, 23, 47, 15, 6, 4]",1969,288,612,False,False
5,2,"[3, 62, 30, 29, 2, 4]",2982,96,612,False,False
5,2,"[3, 30, 89, 24, 5, 4]",5036,240,612,False,False
5,2,"[3, 36, 88, 7, 7, 4]",3969,168,612,False,False
5,2,"[3, 49, 27, 18, 9, 4]",2154,432,612,False,False
5,2,"[3, 48, 14, 30, 10, 4]",1576,480,612,False,False
5,2,"[3, 64, 69, 13, 12, 4]",5709,374,612,False,False
5,2,"[3, 43, 27, 20, 7, 4]",1998,336,612,False,False
5,2,"[3, 54, 82, 3, 5, 4]",4871,66,612,False,False
5,2,"[3, 10, 85, 12, 10, 4]",2060,318,612,False,False
5,2,"[3, 28, 48, 18, 9, 4]",2490,432,612,False,False
5,2,"[3, 59, 76, 13, 5, 4]",5734,240,612,False,False
5,2,"[3, 36, 65, 30, 9, 4]",4704,432,612,False,False
5,2,"[3, 45, 79, 11, 5, 4]",4634,224,612,False,False
5,2,"[3, 14, 50, 16, 11, 4]",1762,433,612,False,False
5,2,"[3, 57, 16, 14, 7, 4]",1433,315,612,False,False
5,2,"[3, 17, 73, 12, 6, 4]",2264,258,612,False,False
5,2,"[3, 58, 34, 28, 8, 4]",3354,384,612,False,False
5,2,"[3, 27, 79, 16, 10, 4]",3678,414,612,False,False
5,2,"[3, 28, 70, 26, 11, 4]",4194,528,612,False,False
5,2,"[3, 60, 40, 21, 8, 4]",3620,384,612,False,False
5,2,"[3, 20, 75, 18, 8, 4]",3086,384,612,False,False
5,2,"[3, 8, 77, 17, 11, 4]",2180,458,612,False,False
5,2,"[3, 55, 74, 25, 11, 4]",6404,528,612,False,False
5,2,"[3, 61, 83, 12, 2, 4]",6274,96,612,False,False
5,2,"[3, 56, 52, 30, 12, 4]",5048,576,612,False,False
5,2,"[3, 47, 90, 3, 1, 4]",4648,45,612,False,False
5,2,"[3, 12, 90, 3, 10, 4]",1456,66,612,False,False
5,2,"[3, 12, 85, 26, 6, 4]",3446,288,612,False,False
5,2,"[3, 57, 76, 15, 12, 4]",5871,426,612,False,False
5,2,"[3, 47, 68, 26, 8, 4]",5345,384,612,False,False
5,2,"[3, 23, 76, 18, 9, 4]",3383,432,612,False,False
5,2,"[3, 56, 64, 17, 5, 4]",4945,240,612,False,False
5,2,"[3, 58, 82, 1, 12, 4]",5072,18,612,False,False
5,2,"[3, 62, 82, 9, 1, 4]",6021,48,612,False,False
5,2,"[3, 63, 89, 18, 4, 4]",7486,192,612,False,False
5,2,"[3, 56, 71, 24, 10, 4]",6128,480,612,False,False
5,2,"[3, 36, 53, 27, 10, 4]",3757,480,612,False,False
5,2,"[3, 43, 90, 5, 12, 4]",4557,130,612,False,False
5,2,"[3, 59, 59, 18, 11, 4]",4962,483,612,False,False
5,2,"[3, 4, 70, 25, 12, 4]",2390,452,612,False,False
5,2,"[3, 54, 85, 24, 12, 4]",7128,576,612,False,False
5,2,"[3, 24, 90, 23, 2, 4]",4356,96,612,False,False
5,2,"[3, 56, 75, 16, 5, 4]",5668,240,612,False,False
5,2,"[3, 61, 62, 23, 4, 4]",5499,192,612,False,False
5,2,"[3, 63, 9, 29, 4, 4]",1149,192,612,False,False
5,2,"[3, 59, 60, 28, 11, 4]",5749,528,612,False,False
5,2,"[3, 1, 89, 25, 1, 4]",2346,6,612,False,False
5,2,"[3, 16, 87, 12, 8, 4]",2612,288,612,False,False
5,2,"[3, 63, 11, 19, 11, 4]",1344,476,612,False,False
5,2,"[3, 61, 86, 15, 12, 4]",6947,426,612,False,False
5,2,"[3, 11, 90, 25, 11, 4]",3592,528,612,False,False
5,2,"[3, 59, 88, 19, 7, 4]",7202,336,612,False,False
5,2,"[3, 63, 78, 19, 2, 4]",6631,96,612,False,False
5,2,"[3, 64, 41, 27, 1, 4]",3954,48,612,False,False
5,2,"[3, 11, 71, 26, 7, 4]",2870,336,612,False,False
5,2,"[3, 62, 42, 16, 8, 4]",3622,376,612,False,False
