h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,3.0,"[2, 177, 7]",1593.0,28.0,28.0,True,False,,,,,,,,
2.0,3.0,"[2, 4, 7]",36.0,28.0,28.0,True,True,,,,,,,,
3.0,3.0,"[2, 273, 276, 7]",77826.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 124, 215, 7]",28413.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 184, 187, 7]",36085.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 275, 185, 7]",52720.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 293, 106, 7]",32386.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 43, 104, 7]",5286.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 207, 51, 7]",11328.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 94, 63, 7]",6551.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 258, 16, 7]",4756.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 50, 100, 7]",5800.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 45, 77, 7]",4094.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 48, 5, 7]",371.0,50.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 34, 197, 7]",8145.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 6, 73, 7]",961.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 25, 9, 7]",338.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 85, 2, 7]",354.0,20.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 56, 4, 7]",364.0,40.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 13, 57, 7]",1166.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 209, 4, 7]",1282.0,40.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 269, 1, 7]",814.0,10.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 21, 45, 7]",1302.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 134, 7, 7]",1255.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 1, 205, 7]",1642.0,8.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 232, 3, 7]",1181.0,30.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 80, 6, 7]",682.0,60.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 2, 108, 7]",976.0,30.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 295, 5, 7]",2100.0,50.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 50, 8, 7]",556.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 5, 51, 7]",622.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 20, 35, 7]",985.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 11, 29, 7]",544.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 6, 41, 7]",545.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 6, 9, 7]",129.0,70.0,70.0,True,False,,,,,,,,
3.0,3.0,"[2, 3, 67, 7]",676.0,66.0,70.0,False,False,,,,,,,,
3.0,3.0,"[2, 97, 7, 7]",922.0,70.0,70.0,True,False,,,,,,,,
