h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
3.0,6.0,"[3, 43, 56, 3]",2705.0,1680.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 61, 32, 3]",2231.0,960.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 50, 41, 3]",2323.0,1230.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 33, 58, 3]",2187.0,1740.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 44, 56, 3]",2764.0,1680.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 55, 49, 3]",3007.0,1470.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 48, 54, 3]",2898.0,1620.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 57, 50, 3]",3171.0,1500.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 61, 33, 3]",2295.0,990.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 50, 60, 3]",3330.0,1800.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 61, 42, 3]",2871.0,1260.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 60, 45, 3]",3015.0,1350.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 53, 54, 3]",3183.0,1620.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 38, 62, 3]",2656.0,1860.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 63, 57, 3]",3951.0,1710.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 65, 57, 3]",4071.0,1710.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 30, 65, 3]",2235.0,1950.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 61, 63, 3]",4215.0,1890.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 50, 65, 3]",3595.0,1950.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 62, 59, 3]",4021.0,1770.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 54, 65, 3]",3867.0,1950.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 65, 65, 3]",4615.0,1950.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 76, 25, 3]",2203.0,750.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 115, 29, 3]",3767.0,870.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 52, 106, 3]",5986.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 93, 103, 3]",10167.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 55, 83, 3]",4979.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 29, 75, 3]",2487.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 28, 83, 3]",2657.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 20, 93, 3]",2199.0,2086.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 102, 55, 3]",6081.0,1650.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 107, 65, 3]",7471.0,1950.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 34, 67, 3]",2581.0,2010.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 21, 111, 3]",2727.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 119, 54, 3]",6945.0,1620.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 83, 70, 3]",6269.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 20, 98, 3]",2314.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 26, 94, 3]",2804.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 116, 58, 3]",7250.0,1740.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 26, 85, 3]",2543.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 116, 73, 3]",9035.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 86, 69, 3]",6399.0,2070.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 120, 32, 3]",4296.0,960.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 84, 71, 3]",6429.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 26, 78, 3]",2340.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 25, 84, 3]",2427.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 22, 86, 3]",2216.0,2108.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 115, 59, 3]",7307.0,1770.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 66, 72, 3]",5166.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 115, 69, 3]",8487.0,2070.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 59, 74, 3]",4765.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 19, 104, 3]",2345.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 16, 111, 3]",2157.0,2030.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 48, 74, 3]",3918.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 63, 72, 3]",4941.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 71, 71, 3]",5467.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 84, 70, 3]",6342.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 17, 115, 3]",2351.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 24, 88, 3]",2448.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 29, 72, 3]",2391.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 20, 97, 3]",2291.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 51, 71, 3]",3987.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 24, 84, 3]",2340.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 19, 101, 3]",2279.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 25, 73, 3]",2119.0,2021.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 89, 70, 3]",6707.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 16, 113, 3]",2195.0,2066.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 119, 67, 3]",8531.0,2010.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 28, 72, 3]",2316.0,2109.0,2109.0,True,False,,,,,,,,
2.0,6.0,"[3, 32, 3]",192.0,84.0,84.0,True,False,,,,,,,,
2.0,6.0,"[3, 27, 3]",162.0,84.0,84.0,True,False,,,,,,,,
2.0,6.0,"[3, 18, 3]",108.0,84.0,84.0,True,False,,,,,,,,
2.0,6.0,"[3, 14, 3]",84.0,70.0,84.0,False,False,,,,,,,,
2.0,6.0,"[3, 16, 3]",96.0,80.0,84.0,False,False,,,,,,,,
2.0,6.0,"[3, 17, 3]",102.0,84.0,84.0,True,True,,,,,,,,
3.0,6.0,"[3, 26, 73, 3]",2195.0,2096.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 28, 71, 3]",2285.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 27, 72, 3]",2241.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 25, 76, 3]",2203.0,2102.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 25, 79, 3]",2287.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 24, 80, 3]",2232.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 26, 77, 3]",2311.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 24, 79, 3]",2205.0,2102.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 23, 80, 3]",2149.0,2046.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 26, 74, 3]",2224.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 27, 71, 3]",2211.0,2086.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 25, 78, 3]",2259.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 25, 77, 3]",2231.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 120, 44, 3]",5772.0,1320.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 22, 94, 3]",2416.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 15, 119, 3]",2187.0,2053.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 17, 105, 3]",2151.0,2029.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 107, 70, 3]",8021.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 16, 119, 3]",2309.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 22, 88, 3]",2266.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 110, 70, 3]",8240.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 18, 100, 3]",2154.0,2036.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 18, 105, 3]",2259.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 23, 87, 3]",2331.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 118, 70, 3]",8824.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 21, 92, 3]",2271.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 120, 47, 3]",6141.0,1410.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 120, 66, 3]",8478.0,1980.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 120, 69, 3]",8847.0,2070.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 17, 110, 3]",2251.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 22, 87, 3]",2241.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 21, 90, 3]",2223.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 120, 70, 3]",8970.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 17, 107, 3]",2191.0,2067.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 21, 87, 3]",2151.0,2043.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 17, 109, 3]",2231.0,2105.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 19, 98, 3]",2213.0,2096.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 20, 96, 3]",2268.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 20, 95, 3]",2245.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 23, 82, 3]",2201.0,2096.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 15, 120, 3]",2205.0,2070.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 21, 88, 3]",2175.0,2066.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 16, 118, 3]",2290.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 23, 86, 3]",2305.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 23, 84, 3]",2253.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 21, 89, 3]",2199.0,2089.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 16, 114, 3]",2214.0,2084.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 16, 117, 3]",2271.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 19, 100, 3]",2257.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 18, 102, 3]",2196.0,2076.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 18, 103, 3]",2217.0,2096.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 16, 116, 3]",2252.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 16, 115, 3]",2233.0,2102.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 23, 83, 3]",2227.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 20, 94, 3]",2222.0,2108.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 19, 99, 3]",2235.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 18, 104, 3]",2238.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 135, 49, 3]",7167.0,1470.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 142, 48, 3]",7386.0,1440.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 124, 66, 3]",8754.0,1980.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 133, 63, 3]",8967.0,1890.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 142, 52, 3]",7966.0,1560.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 142, 57, 3]",8691.0,1710.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 145, 67, 3]",10351.0,2010.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 122, 70, 3]",9116.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 144, 69, 3]",10575.0,2070.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 147, 68, 3]",10641.0,2040.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 150, 42, 3]",6876.0,1260.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 149, 53, 3]",8503.0,1590.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 148, 65, 3]",10259.0,1950.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 143, 70, 3]",10649.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 149, 70, 3]",11087.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 150, 59, 3]",9477.0,1770.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 150, 61, 3]",9783.0,1830.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 150, 65, 3]",10395.0,1950.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 150, 70, 3]",11160.0,2100.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 14, 150, 3]",2592.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 15, 143, 3]",2619.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 14, 135, 3]",2337.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 12, 139, 3]",2121.0,1970.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 13, 149, 3]",2423.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 14, 131, 3]",2269.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 15, 127, 3]",2331.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 13, 146, 3]",2375.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 13, 142, 3]",2311.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 14, 128, 3]",2218.0,2076.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 13, 130, 3]",2119.0,1976.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 15, 124, 3]",2277.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 11, 149, 3]",2119.0,1959.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 12, 147, 3]",2241.0,2082.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 15, 121, 3]",2223.0,2087.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 15, 123, 3]",2259.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 13, 133, 3]",2167.0,2021.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 13, 138, 3]",2247.0,2096.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 11, 150, 3]",2133.0,1972.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 13, 140, 3]",2279.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 13, 139, 3]",2263.0,2109.0,2109.0,True,True,,,,,,,,
3.0,6.0,"[3, 15, 122, 3]",2241.0,2104.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 12, 148, 3]",2256.0,2096.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 12, 150, 3]",2286.0,2109.0,2109.0,True,False,,,,,,,,
3.0,6.0,"[3, 14, 130, 3]",2252.0,2108.0,2109.0,False,False,,,,,,,,
3.0,6.0,"[3, 12, 149, 3]",2271.0,2109.0,2109.0,True,True,,,,,,,,
2.0,6.0,"[3, 1, 3]",6.0,5.0,84.0,False,False,5,0,79,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.04821979999906034,nonfilling,[[17]]
2.0,6.0,"[3, 2, 3]",12.0,10.0,84.0,False,False,10,0,74,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.09855199999947217,nonfilling,[[17]]
2.0,6.0,"[3, 3, 3]",18.0,15.0,84.0,False,False,15,0,69,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1427016999987245,nonfilling,[[17]]
2.0,6.0,"[3, 4, 3]",24.0,20.0,84.0,False,False,20,0,64,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.15597770000022138,nonfilling,[[17]]
2.0,6.0,"[3, 5, 3]",30.0,25.0,84.0,False,False,25,0,59,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.17003859999749693,nonfilling,[[17]]
2.0,6.0,"[3, 6, 3]",36.0,30.0,84.0,False,False,30,0,54,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2170235000012326,nonfilling,[[17]]
2.0,6.0,"[3, 7, 3]",42.0,35.0,84.0,False,False,35,0,49,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.23032270000112476,nonfilling,[[17]]
2.0,6.0,"[3, 8, 3]",48.0,40.0,84.0,False,False,40,0,44,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.31263510000280803,nonfilling,[[17]]
2.0,6.0,"[3, 9, 3]",54.0,45.0,84.0,False,False,45,0,39,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.32811799999763025,nonfilling,[[17]]
