h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,1,"[1, 25, 6]",175,6,6,True,False,,,,,,,,,,True
2,1,"[1, 23, 6]",161,6,6,True,False,,,,,,,,,,True
2,1,"[1, 17, 6]",119,6,6,True,False,,,,,,,,,,True
2,1,"[1, 6, 6]",42,6,6,True,False,,,,,,,,,,True
2,1,"[1, 5, 6]",35,6,6,True,False,,,,,,,,,,True
2,1,"[1, 2, 6]",14,6,6,True,False,,,,,,,,,,True
3,1,"[1, 5, 114, 6]",1259,6,6,True,False,,,,,,,,,,True
3,1,"[1, 71, 19, 6]",1534,6,6,True,False,,,,,,,,,,True
3,1,"[1, 4, 55, 6]",554,6,6,True,False,,,,,,,,,,True
3,1,"[1, 54, 5, 6]",354,6,6,True,False,,,,,,,,,,False
3,1,"[1, 25, 20, 6]",645,6,6,True,False,,,,,,,,,,True
3,1,"[1, 5, 47, 6]",522,6,6,True,False,,,,,,,,,,True
3,1,"[1, 17, 4, 6]",109,6,6,True,False,,,,,,,,,,False
3,1,"[1, 95, 2, 6]",297,6,6,True,False,,,,,,,,,,False
3,1,"[1, 3, 69, 6]",624,6,6,True,False,,,,,,,,,,True
3,1,"[1, 8, 23, 6]",330,6,6,True,False,,,,,,,,,,True
3,1,"[1, 10, 12, 6]",202,6,6,True,False,,,,,,,,,,True
3,1,"[1, 2, 151, 6]",1210,6,6,True,False,,,,,,,,,,True
3,1,"[1, 4, 18, 6]",184,6,6,True,False,,,,,,,,,,True
3,1,"[1, 2, 21, 6]",170,6,6,True,False,,,,,,,,,,True
3,1,"[1, 6, 4, 6]",54,6,6,True,False,,,,,,,,,,False
3,1,"[1, 10, 2, 6]",42,6,6,True,False,,,,,,,,,,False
3,1,"[1, 5, 2, 6]",27,6,6,True,False,,,,,,,,,,False
3,1,"[1, 4, 3, 6]",34,6,6,True,False,,,,,,,,,,False
3,1,"[1, 3, 15, 6]",138,6,6,True,False,,,,,,,,,,True
3,1,"[1, 3, 2, 6]",21,6,6,True,False,,,,,,,,,,False
3,1,"[1, 2, 14, 6]",114,6,6,True,False,,,,,,,,,,True
3,1,"[1, 2, 9, 6]",74,6,6,True,False,,,,,,,,,,True
3,1,"[1, 2, 6, 6]",50,6,6,True,False,,,,,,,,,,True
3,1,"[1, 2, 4, 6]",34,6,6,True,False,,,,,,,,,,True
3,1,"[1, 2, 2, 6]",18,6,6,True,False,,,,,,,,,,True
2,1,"[1, 1, 6]",7,6,6,True,True,,,,,,,,,,True
3,1,"[1, 179, 1, 6]",364,6,6,True,False,,,,,,,,,,False
3,1,"[1, 1, 92, 6]",645,6,6,True,False,,,,,,,,,,True
3,1,"[1, 9, 1, 6]",24,6,6,True,False,,,,,,,,,,False
3,1,"[1, 1, 59, 6]",414,6,6,True,False,,,,,,,,,,True
3,1,"[1, 1, 49, 6]",344,6,6,True,False,,,,,,,,,,True
3,1,"[1, 1, 5, 6]",36,6,6,True,False,,,,,,,,,,True
3,1,"[1, 8, 1, 6]",22,6,6,True,False,,,,,,,,,,False
3,1,"[1, 1, 2, 6]",15,6,6,True,False,,,,,,,,,,True
3,1,"[1, 3, 1, 6]",12,6,6,True,False,,,,,,,,,,False
3,1,"[1, 2, 1, 6]",10,6,6,True,False,,,,,,,,,,False
3,1,"[1, 1, 1, 6]",8,6,6,True,True,,,,,,,,,,True
