h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,3,"[1, 95, 6]",665,6,6,True,False,,,,,,,,,,True
2,3,"[1, 59, 6]",413,6,6,True,False,,,,,,,,,,True
2,3,"[1, 15, 6]",105,6,6,True,False,,,,,,,,,,True
2,3,"[1, 7, 6]",49,6,6,True,False,,,,,,,,,,True
2,3,"[1, 4, 6]",28,6,6,True,False,,,,,,,,,,True
2,3,"[1, 2, 6]",14,6,6,True,False,,,,,,,,,,True
3,3,"[1, 263, 159, 6]",43034,6,6,True,False,,,,,,,,,,True
3,3,"[1, 221, 198, 6]",45167,6,6,True,False,,,,,,,,,,True
3,3,"[1, 195, 218, 6]",44013,6,6,True,False,,,,,,,,,,True
3,3,"[1, 128, 82, 6]",11116,6,6,True,False,,,,,,,,,,True
3,3,"[1, 137, 15, 6]",2282,6,6,True,False,,,,,,,,,,True
3,3,"[1, 56, 273, 6]",16982,6,6,True,False,,,,,,,,,,True
3,3,"[1, 41, 192, 6]",9065,6,6,True,False,,,,,,,,,,True
3,3,"[1, 271, 3, 6]",1102,6,6,True,False,,,,,,,,,,False
3,3,"[1, 7, 34, 6]",449,6,6,True,False,,,,,,,,,,True
3,3,"[1, 44, 23, 6]",1194,6,6,True,False,,,,,,,,,,True
3,3,"[1, 123, 6, 6]",897,6,6,True,False,,,,,,,,,,True
3,3,"[1, 4, 145, 6]",1454,6,6,True,False,,,,,,,,,,True
3,3,"[1, 20, 10, 6]",280,6,6,True,False,,,,,,,,,,True
3,3,"[1, 19, 29, 6]",744,6,6,True,False,,,,,,,,,,True
3,3,"[1, 18, 10, 6]",258,6,6,True,False,,,,,,,,,,True
3,3,"[1, 181, 4, 6]",929,6,6,True,False,,,,,,,,,,False
3,3,"[1, 118, 3, 6]",490,6,6,True,False,,,,,,,,,,False
3,3,"[1, 10, 15, 6]",250,6,6,True,False,,,,,,,,,,True
3,3,"[1, 100, 6, 6]",736,6,6,True,False,,,,,,,,,,True
3,3,"[1, 17, 13, 6]",316,6,6,True,False,,,,,,,,,,True
3,3,"[1, 5, 106, 6]",1171,6,6,True,False,,,,,,,,,,True
3,3,"[1, 2, 85, 6]",682,6,6,True,False,,,,,,,,,,True
3,3,"[1, 26, 6, 6]",218,6,6,True,False,,,,,,,,,,True
3,3,"[1, 9, 26, 6]",399,6,6,True,False,,,,,,,,,,True
3,3,"[1, 48, 5, 6]",318,6,6,True,False,,,,,,,,,,False
3,3,"[1, 96, 4, 6]",504,6,6,True,False,,,,,,,,,,False
3,3,"[1, 112, 2, 6]",348,6,6,True,False,,,,,,,,,,False
3,3,"[1, 6, 17, 6]",210,6,6,True,False,,,,,,,,,,True
3,3,"[1, 37, 4, 6]",209,6,6,True,False,,,,,,,,,,False
3,3,"[1, 45, 2, 6]",147,6,6,True,False,,,,,,,,,,False
3,3,"[1, 4, 50, 6]",504,6,6,True,False,,,,,,,,,,True
3,3,"[1, 12, 7, 6]",138,6,6,True,False,,,,,,,,,,True
3,3,"[1, 22, 6, 6]",190,6,6,True,False,,,,,,,,,,True
3,3,"[1, 3, 46, 6]",417,6,6,True,False,,,,,,,,,,True
3,3,"[1, 7, 4, 6]",59,6,6,True,False,,,,,,,,,,False
3,3,"[1, 2, 61, 6]",490,6,6,True,False,,,,,,,,,,True
3,3,"[1, 2, 6, 6]",50,6,6,True,False,,,,,,,,,,True
3,3,"[1, 28, 2, 6]",96,6,6,True,False,,,,,,,,,,False
3,3,"[1, 5, 4, 6]",49,6,6,True,False,,,,,,,,,,False
3,3,"[1, 20, 3, 6]",98,6,6,True,False,,,,,,,,,,False
3,3,"[1, 2, 3, 6]",26,6,6,True,False,,,,,,,,,,True
3,3,"[1, 2, 2, 6]",18,6,6,True,False,,,,,,,,,,True
2,3,"[1, 1, 6]",7,6,6,True,True,,,,,,,,,,True
3,3,"[1, 1, 267, 6]",1870,6,6,True,False,,,,,,,,,,True
3,3,"[1, 280, 1, 6]",566,6,6,True,False,,,,,,,,,,False
3,3,"[1, 1, 27, 6]",190,6,6,True,False,,,,,,,,,,True
3,3,"[1, 272, 1, 6]",550,6,6,True,False,,,,,,,,,,False
3,3,"[1, 137, 1, 6]",280,6,6,True,False,,,,,,,,,,False
3,3,"[1, 129, 1, 6]",264,6,6,True,False,,,,,,,,,,False
3,3,"[1, 110, 1, 6]",226,6,6,True,False,,,,,,,,,,False
3,3,"[1, 1, 12, 6]",85,6,6,True,False,,,,,,,,,,True
3,3,"[1, 55, 1, 6]",116,6,6,True,False,,,,,,,,,,False
3,3,"[1, 1, 4, 6]",29,6,6,True,False,,,,,,,,,,True
3,3,"[1, 1, 2, 6]",15,6,6,True,False,,,,,,,,,,True
3,3,"[1, 6, 1, 6]",18,6,6,True,False,,,,,,,,,,False
3,3,"[1, 3, 1, 6]",12,6,6,True,False,,,,,,,,,,False
3,3,"[1, 2, 1, 6]",10,6,6,True,False,,,,,,,,,,False
3,3,"[1, 1, 1, 6]",8,6,6,True,True,,,,,,,,,,True
