h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,2,"[1, 143, 6]",1001,6,6,True,False,,,,,,,,,,True
2,2,"[1, 76, 6]",532,6,6,True,False,,,,,,,,,,True
2,2,"[1, 37, 6]",259,6,6,True,False,,,,,,,,,,True
2,2,"[1, 36, 6]",252,6,6,True,False,,,,,,,,,,True
2,2,"[1, 8, 6]",56,6,6,True,False,,,,,,,,,,True
2,2,"[1, 4, 6]",28,6,6,True,False,,,,,,,,,,True
2,2,"[1, 2, 6]",14,6,6,True,False,,,,,,,,,,True
3,2,"[1, 108, 53, 6]",6150,6,6,True,False,,,,,,,,,,True
3,2,"[1, 103, 107, 6]",11766,6,6,True,False,,,,,,,,,,True
3,2,"[1, 176, 44, 6]",8184,6,6,True,False,,,,,,,,,,True
3,2,"[1, 10, 221, 6]",3546,6,6,True,False,,,,,,,,,,True
3,2,"[1, 42, 215, 6]",10362,6,6,True,False,,,,,,,,,,True
3,2,"[1, 16, 49, 6]",1094,6,6,True,False,,,,,,,,,,True
3,2,"[1, 7, 114, 6]",1489,6,6,True,False,,,,,,,,,,True
3,2,"[1, 6, 293, 6]",3522,6,6,True,False,,,,,,,,,,True
3,2,"[1, 271, 35, 6]",9966,6,6,True,False,,,,,,,,,,True
3,2,"[1, 125, 21, 6]",2876,6,6,True,False,,,,,,,,,,True
3,2,"[1, 105, 17, 6]",1992,6,6,True,False,,,,,,,,,,True
3,2,"[1, 15, 63, 6]",1338,6,6,True,False,,,,,,,,,,True
3,2,"[1, 46, 12, 6]",670,6,6,True,False,,,,,,,,,,True
3,2,"[1, 63, 10, 6]",753,6,6,True,False,,,,,,,,,,True
3,2,"[1, 42, 11, 6]",570,6,6,True,False,,,,,,,,,,True
3,2,"[1, 2, 300, 6]",2402,6,6,True,False,,,,,,,,,,True
3,2,"[1, 25, 4, 6]",149,6,6,True,False,,,,,,,,,,False
3,2,"[1, 35, 2, 6]",117,6,6,True,False,,,,,,,,,,False
3,2,"[1, 4, 193, 6]",1934,6,6,True,False,,,,,,,,,,True
3,2,"[1, 4, 159, 6]",1594,6,6,True,False,,,,,,,,,,True
3,2,"[1, 13, 4, 6]",89,6,6,True,False,,,,,,,,,,False
3,2,"[1, 11, 91, 6]",1558,6,6,True,False,,,,,,,,,,True
3,2,"[1, 2, 25, 6]",202,6,6,True,False,,,,,,,,,,True
3,2,"[1, 8, 4, 6]",64,6,6,True,False,,,,,,,,,,False
3,2,"[1, 3, 7, 6]",66,6,6,True,False,,,,,,,,,,True
3,2,"[1, 2, 23, 6]",186,6,6,True,False,,,,,,,,,,True
3,2,"[1, 2, 8, 6]",66,6,6,True,False,,,,,,,,,,True
3,2,"[1, 33, 3, 6]",150,6,6,True,False,,,,,,,,,,False
3,2,"[1, 24, 2, 6]",84,6,6,True,False,,,,,,,,,,False
3,2,"[1, 5, 5, 6]",60,6,6,True,False,,,,,,,,,,True
3,2,"[1, 14, 2, 6]",54,6,6,True,False,,,,,,,,,,False
3,2,"[1, 6, 3, 6]",42,6,6,True,False,,,,,,,,,,False
3,2,"[1, 5, 2, 6]",27,6,6,True,False,,,,,,,,,,False
3,2,"[1, 2, 2, 6]",18,6,6,True,False,,,,,,,,,,True
2,2,"[1, 1, 6]",7,6,6,True,True,,,,,,,,,,True
3,2,"[1, 277, 1, 6]",560,6,6,True,False,,,,,,,,,,False
3,2,"[1, 1, 24, 6]",169,6,6,True,False,,,,,,,,,,True
3,2,"[1, 9, 1, 6]",24,6,6,True,False,,,,,,,,,,False
3,2,"[1, 5, 1, 6]",16,6,6,True,False,,,,,,,,,,False
3,2,"[1, 1, 17, 6]",120,6,6,True,False,,,,,,,,,,True
3,2,"[1, 1, 6, 6]",43,6,6,True,False,,,,,,,,,,True
3,2,"[1, 3, 1, 6]",12,6,6,True,False,,,,,,,,,,False
3,2,"[1, 1, 1, 6]",8,6,6,True,True,,,,,,,,,,True
