h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,5.0,"[2, 28, 1]",84.0,6.0,6.0,True,False,,,,,,,,,
2.0,5.0,"[2, 2, 1]",6.0,4.0,6.0,False,False,,,,,,,,,
2.0,5.0,"[2, 3, 1]",9.0,6.0,6.0,True,True,,,,,,,,,
3.0,5.0,"[2, 7, 7, 1]",70.0,26.0,26.0,True,False,,,,,,,,,
3.0,5.0,"[2, 30, 2, 1]",122.0,12.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 28, 4, 1]",172.0,24.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 4, 18, 1]",98.0,26.0,26.0,True,False,,,,,,,,,
3.0,5.0,"[2, 4, 8, 1]",48.0,26.0,26.0,True,False,,,,,,,,,
3.0,5.0,"[2, 13, 5, 1]",96.0,26.0,26.0,True,False,,,,,,,,,
3.0,5.0,"[2, 33, 3, 1]",168.0,18.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 3, 26, 1]",110.0,23.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 3, 37, 1]",154.0,23.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 35, 2, 1]",142.0,12.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 6, 5, 1]",47.0,26.0,26.0,True,False,,,,,,,,,
3.0,5.0,"[2, 33, 4, 1]",202.0,24.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 5, 6, 1]",46.0,26.0,26.0,True,False,,,,,,,,,
3.0,5.0,"[2, 39, 4, 1]",238.0,24.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 40, 2, 1]",162.0,12.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 3, 39, 1]",162.0,23.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 3, 40, 1]",166.0,23.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 4, 6, 1]",38.0,26.0,26.0,True,True,,,,,,,,,
3.0,5.0,"[2, 40, 3, 1]",203.0,18.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 4, 5, 1]",33.0,24.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 40, 4, 1]",244.0,24.0,26.0,False,False,,,,,,,,,
3.0,5.0,"[2, 5, 5, 1]",40.0,26.0,26.0,True,True,,,,,,,,,
4.0,5.0,"[2, 40, 3, 17, 1]",268.0,36.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 36, 40, 8, 1]",1840.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 6, 9, 22, 1]",286.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 29, 10, 10, 1]",458.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 19, 8, 8, 1]",262.0,104.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 28, 4, 35, 1]",343.0,76.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 14, 28, 11, 1]",739.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 12, 17, 11, 1]",426.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 38, 6, 17, 1]",423.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 39, 8, 9, 1]",471.0,112.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 12, 39, 5, 1]",692.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 4, 14, 15, 1]",289.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 8, 30, 14, 1]",690.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 5, 13, 18, 1]",327.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 33, 20, 6, 1]",852.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 17, 9, 8, 1]",267.0,117.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 11, 7, 32, 1]",355.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 14, 35, 6, 1]",734.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 6, 30, 9, 1]",471.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 7, 6, 32, 1]",280.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 35, 36, 3, 1]",1441.0,78.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 2, 26, 26, 1]",758.0,28.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 31, 25, 7, 1]",1019.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 25, 11, 7, 1]",409.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 31, 3, 38, 1]",307.0,36.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 5, 26, 5, 1]",275.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 32, 27, 4, 1]",1040.0,104.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 11, 6, 23, 1]",249.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 37, 2, 24, 1]",220.0,16.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 3, 11, 31, 1]",411.0,123.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 30, 5, 17, 1]",312.0,110.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 40, 25, 3, 1]",1158.0,78.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 24, 20, 5, 1]",633.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 28, 39, 2, 1]",1228.0,52.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 24, 7, 12, 1]",312.0,119.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 34, 5, 34, 1]",442.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 12, 37, 3, 1]",582.0,78.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 35, 39, 4, 1]",1595.0,104.0,126.0,False,False,,,,,,,,,
4.0,5.0,"[2, 27, 10, 16, 1]",500.0,126.0,126.0,True,False,,,,,,,,,
4.0,5.0,"[2, 39, 5, 30, 1]",453.0,126.0,126.0,True,False,,,,,,,,,
