h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2,2,"[5, 29, 1]",174,15,15,True,False,,,,,,,,,
2,2,"[5, 18, 1]",108,15,15,True,False,,,,,,,,,
2,2,"[5, 12, 1]",72,15,15,True,False,,,,,,,,,
2,2,"[5, 11, 1]",66,15,15,True,False,,,,,,,,,
2,2,"[5, 8, 1]",48,15,15,True,False,,,,,,,,,
2,2,"[5, 6, 1]",36,15,15,True,False,,,,,,,,,
2,2,"[5, 5, 1]",30,15,15,True,True,,,,,,,,,
2,2,"[5, 4, 1]",24,14,15,False,False,,,,,,,,,
3,2,"[5, 15, 26, 1]",491,70,70,True,False,,,,,,,,,
3,2,"[5, 50, 13, 1]",913,70,70,True,False,,,,,,,,,
3,2,"[5, 44, 9, 1]",625,70,70,True,False,,,,,,,,,
3,2,"[5, 30, 16, 1]",646,70,70,True,False,,,,,,,,,
3,2,"[5, 14, 23, 1]",415,70,70,True,False,,,,,,,,,
3,2,"[5, 34, 9, 1]",485,70,70,True,False,,,,,,,,,
3,2,"[5, 20, 6, 1]",226,70,70,True,False,,,,,,,,,
3,2,"[5, 11, 54, 1]",703,70,70,True,False,,,,,,,,,
3,2,"[5, 19, 14, 1]",375,70,70,True,False,,,,,,,,,
3,2,"[5, 3, 38, 1]",167,18,70,False,False,,,,,,,,,
3,2,"[5, 8, 54, 1]",526,68,70,False,False,,,,,,,,,
3,2,"[5, 9, 28, 1]",325,70,70,True,False,,,,,,,,,
3,2,"[5, 13, 9, 1]",191,70,70,True,False,,,,,,,,,
3,2,"[5, 51, 4, 1]",463,54,70,False,False,,,,,,,,,
3,2,"[5, 10, 6, 1]",116,70,70,True,False,,,,,,,,,
3,2,"[5, 52, 3, 1]",419,42,70,False,False,,,,,,,,,
3,2,"[5, 8, 55, 1]",535,68,70,False,False,,,,,,,,,
3,2,"[5, 9, 5, 1]",95,65,70,False,False,,,,,,,,,
3,2,"[5, 10, 5, 1]",105,65,70,False,False,,,,,,,,,
3,2,"[5, 22, 5, 1]",225,65,70,False,False,,,,,,,,,
3,2,"[5, 53, 4, 1]",481,54,70,False,False,,,,,,,,,
3,2,"[5, 9, 18, 1]",225,70,70,True,False,,,,,,,,,
3,2,"[5, 52, 5, 1]",525,65,70,False,False,,,,,,,,,
3,2,"[5, 9, 12, 1]",165,70,70,True,False,,,,,,,,,
3,2,"[5, 54, 3, 1]",435,42,70,False,False,,,,,,,,,
3,2,"[5, 9, 9, 1]",135,70,70,True,False,,,,,,,,,
3,2,"[5, 9, 7, 1]",115,70,70,True,False,,,,,,,,,
3,2,"[5, 9, 6, 1]",105,70,70,True,True,,,,,,,,,
3,2,"[5, 54, 5, 1]",545,65,70,False,False,,,,,,,,,
3,2,"[5, 55, 3, 1]",443,42,70,False,False,,,,,,,,,
