h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,4.0,"[2, 92, 9]",1012.0,45.0,45.0,True,False,,,,,,,,,
2.0,4.0,"[2, 75, 9]",825.0,45.0,45.0,True,False,,,,,,,,,
2.0,4.0,"[2, 39, 9]",429.0,45.0,45.0,True,False,,,,,,,,,
2.0,4.0,"[2, 38, 9]",418.0,45.0,45.0,True,False,,,,,,,,,
2.0,4.0,"[2, 17, 9]",187.0,45.0,45.0,True,False,,,,,,,,,
2.0,4.0,"[2, 9, 9]",99.0,45.0,45.0,True,False,,,,,,,,,
2.0,4.0,"[2, 5, 9]",55.0,45.0,45.0,True,True,,,,,,,,,
3.0,4.0,"[2, 51, 221, 9]",13362.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 55, 50, 9]",3310.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 83, 46, 9]",4398.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 230, 15, 9]",4045.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 3, 231, 9]",2778.0,129.0,153.0,False,False,,,,,,,,,
3.0,4.0,"[2, 18, 243, 9]",6597.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 6, 178, 9]",2682.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 9, 160, 9]",2898.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 41, 91, 9]",4632.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 238, 14, 9]",3934.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 29, 12, 9]",514.0,153.0,153.0,True,False,,,,,,,,,
3.0,4.0,"[2, 220, 7, 9]",2043.0,91.0,153.0,False,False,,,,,,,,,
3.0,4.0,"[2, 2, 242, 9]",2666.0,47.0,153.0,False,False,,,,,,,,,
3.0,4.0,"[2, 186, 8, 9]",1932.0,104.0,153.0,False,False,,,,,,,,,
