h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,6,"[1, 130, 6]",910,6,6,True,False
2,6,"[1, 63, 6]",441,6,6,True,False
2,6,"[1, 3, 6]",21,6,6,True,False
2,6,"[1, 2, 6]",14,6,6,True,True
3,6,"[1, 84, 14, 6]",1344,6,6,True,False
3,6,"[1, 10, 18, 6]",298,6,6,True,False
3,6,"[1, 164, 12, 6]",2204,6,6,True,False
3,6,"[1, 25, 6, 6]",211,6,6,True,False
3,6,"[1, 2, 47, 6]",378,6,6,True,False
3,6,"[1, 197, 2, 6]",603,6,6,True,False
3,6,"[1, 2, 15, 6]",122,6,6,True,False
3,6,"[1, 13, 10, 6]",203,6,6,True,False
3,6,"[1, 158, 2, 6]",486,6,6,True,False
3,6,"[1, 22, 7, 6]",218,6,6,True,False
3,6,"[1, 147, 5, 6]",912,6,6,True,False
3,6,"[1, 90, 2, 6]",282,6,6,True,False
3,6,"[1, 64, 3, 6]",274,6,6,True,False
3,6,"[1, 3, 14, 6]",129,6,6,True,False
3,6,"[1, 21, 4, 6]",129,6,6,True,False
3,6,"[1, 6, 7, 6]",90,6,6,True,False
3,6,"[1, 20, 2, 6]",72,6,6,True,False
3,6,"[1, 19, 4, 6]",119,6,6,True,False
3,6,"[1, 6, 2, 6]",30,6,6,True,False
3,6,"[1, 4, 8, 6]",84,6,6,True,False
3,6,"[1, 2, 7, 6]",58,6,6,True,False
3,6,"[1, 3, 2, 6]",21,6,6,True,False
3,6,"[1, 2, 2, 6]",18,6,6,True,True
