h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
3,8,"[2, 26, 11, 1]",349,65,65,True,False,,,,,,,,,
3,8,"[2, 13, 15, 1]",236,65,65,True,False,,,,,,,,,
3,8,"[2, 16, 7, 1]",151,63,65,False,False,,,,,,,,,
3,8,"[2, 2, 21, 1]",67,11,65,False,False,,,,,,,,,
3,8,"[2, 15, 8, 1]",158,65,65,True,False,,,,,,,,,
3,8,"[2, 8, 27, 1]",259,65,65,True,False,,,,,,,,,
3,8,"[2, 10, 26, 1]",306,65,65,True,False,,,,,,,,,
3,8,"[2, 9, 26, 1]",278,65,65,True,False,,,,,,,,,
3,8,"[2, 19, 2, 1]",78,18,65,False,False,,,,,,,,,
3,8,"[2, 11, 8, 1]",118,65,65,True,False,,,,,,,,,
3,8,"[2, 10, 16, 1]",196,65,65,True,False,,,,,,,,,
3,8,"[2, 7, 20, 1]",174,65,65,True,False,,,,,,,,,
3,8,"[2, 26, 5, 1]",187,45,65,False,False,,,,,,,,,
3,8,"[2, 4, 17, 1]",93,65,65,True,False,,,,,,,,,
3,8,"[2, 25, 6, 1]",206,54,65,False,False,,,,,,,,,
3,8,"[2, 25, 7, 1]",232,63,65,False,False,,,,,,,,,
3,8,"[2, 8, 11, 1]",115,65,65,True,False,,,,,,,,,
3,8,"[2, 5, 14, 1]",94,65,65,True,False,,,,,,,,,
3,8,"[2, 7, 8, 1]",78,63,65,False,False,,,,,,,,,
3,8,"[2, 9, 9, 1]",108,65,65,True,False,,,,,,,,,
3,8,"[2, 6, 12, 1]",96,65,65,True,False,,,,,,,,,
3,8,"[2, 8, 9, 1]",97,65,65,True,False,,,,,,,,,
3,8,"[2, 5, 10, 1]",70,55,65,False,False,,,,,,,,,
3,8,"[2, 4, 12, 1]",68,52,65,False,False,,,,,,,,,
3,8,"[2, 2, 27, 1]",85,11,65,False,False,,,,,,,,,
3,8,"[2, 3, 21, 1]",90,47,65,False,False,,,,,,,,,
3,8,"[2, 6, 10, 1]",82,65,65,True,True,,,,,,,,,
3,8,"[2, 3, 25, 1]",106,47,65,False,False,,,,,,,,,
3,8,"[2, 4, 15, 1]",83,64,65,False,False,,,,,,,,,
3,8,"[2, 3, 26, 1]",110,47,65,False,False,,,,,,,,,
3,8,"[2, 27, 5, 1]",194,45,65,False,False,,,,,,,,,
3,8,"[2, 26, 7, 1]",241,63,65,False,False,,,,,,,,,
3,8,"[2, 27, 6, 1]",222,54,65,False,False,,,,,,,,,
3,8,"[2, 27, 7, 1]",250,63,65,False,False,,,,,,,,,
3,8,"[2, 6, 9, 1]",75,60,65,False,False,,,,,,,,,
3,8,"[2, 5, 12, 1]",82,65,65,True,True,,,,,,,,,
3,8,"[2, 5, 11, 1]",76,60,65,False,False,,,,,,,,,
3,8,"[2, 4, 16, 1]",88,65,65,True,True,,,,,,,,,
3,8,"[2, 8, 8, 1]",88,65,65,True,True,,,,,,,,,
