h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,4,"[1, 215, 9]",2150,9,9,True,False
2,4,"[1, 16, 9]",160,9,9,True,False
2,4,"[1, 6, 9]",60,9,9,True,False
2,4,"[1, 2, 9]",20,9,9,True,True
3,4,"[1, 130, 29, 9]",4161,9,9,True,False
3,4,"[1, 79, 117, 9]",10375,9,9,True,False
3,4,"[1, 106, 92, 9]",10686,9,9,True,False
3,4,"[1, 30, 65, 9]",2565,9,9,True,False
3,4,"[1, 95, 39, 9]",4151,9,9,True,False
3,4,"[1, 3, 209, 9]",2511,9,9,True,False
3,4,"[1, 107, 5, 9]",687,9,9,True,False
3,4,"[1, 100, 23, 9]",2607,9,9,True,False
3,4,"[1, 45, 30, 9]",1665,9,9,True,False
3,4,"[1, 54, 16, 9]",1062,9,9,True,False
3,4,"[1, 11, 92, 9]",1851,9,9,True,False
3,4,"[1, 17, 2, 9]",69,9,9,True,False
3,4,"[1, 3, 71, 9]",855,9,9,True,False
3,4,"[1, 6, 66, 9]",996,9,9,True,False
3,4,"[1, 6, 60, 9]",906,9,9,True,False
3,4,"[1, 2, 276, 9]",3038,9,9,True,False
3,4,"[1, 3, 56, 9]",675,9,9,True,False
3,4,"[1, 6, 3, 9]",51,9,9,True,False
3,4,"[1, 4, 30, 9]",394,9,9,True,False
3,4,"[1, 2, 38, 9]",420,9,9,True,False
3,4,"[1, 4, 12, 9]",160,9,9,True,False
3,4,"[1, 2, 10, 9]",112,9,9,True,False
3,4,"[1, 10, 2, 9]",48,9,9,True,False
3,4,"[1, 4, 2, 9]",30,9,9,True,False
3,4,"[1, 3, 7, 9]",87,9,9,True,False
3,4,"[1, 2, 6, 9]",68,9,9,True,False
3,4,"[1, 2, 3, 9]",35,9,9,True,False
3,4,"[1, 3, 2, 9]",27,9,9,True,False
3,4,"[1, 2, 2, 9]",24,9,9,True,True
