h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,6,"[9, 1313, 1]",13130,3003,3003,True,False
2,6,"[9, 1123, 1]",11230,3003,3003,True,False
2,6,"[9, 592, 1]",5920,3003,3003,True,False
2,6,"[9, 411, 1]",4110,3003,3003,True,False
2,6,"[9, 373, 1]",3730,3003,3003,True,False
2,6,"[9, 319, 1]",3190,2871,3003,False,False
2,6,"[9, 348, 1]",3480,3003,3003,True,False
2,6,"[9, 341, 1]",3410,3003,3003,True,False
2,6,"[9, 327, 1]",3270,2943,3003,False,False
2,6,"[9, 339, 1]",3390,3003,3003,True,False
2,6,"[9, 338, 1]",3380,3003,3003,True,False
2,6,"[9, 328, 1]",3280,2952,3003,False,False
2,6,"[9, 336, 1]",3360,3003,3003,True,False
2,6,"[9, 335, 1]",3350,3003,3003,True,False
2,6,"[9, 330, 1]",3300,2970,3003,False,False
2,6,"[9, 332, 1]",3320,2988,3003,False,False
2,6,"[9, 334, 1]",3340,3003,3003,True,True
2,6,"[9, 333, 1]",3330,2997,3003,False,False
