h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,7,"[1, 176, 4]",880,4,4,True,False,,,,,,,,,,True
2,7,"[1, 112, 4]",560,4,4,True,False,,,,,,,,,,True
2,7,"[1, 52, 4]",260,4,4,True,False,,,,,,,,,,True
2,7,"[1, 10, 4]",50,4,4,True,False,,,,,,,,,,True
2,7,"[1, 9, 4]",45,4,4,True,False,,,,,,,,,,True
2,7,"[1, 7, 4]",35,4,4,True,False,,,,,,,,,,True
2,7,"[1, 4, 4]",20,4,4,True,False,,,,,,,,,,True
2,7,"[1, 2, 4]",10,4,4,True,False,,,,,,,,,,True
3,7,"[1, 298, 109, 4]",33216,4,4,True,False,,,,,,,,,,True
3,7,"[1, 89, 230, 4]",21479,4,4,True,False,,,,,,,,,,True
3,7,"[1, 89, 16, 4]",1577,4,4,True,False,,,,,,,,,,True
3,7,"[1, 54, 6, 4]",402,4,4,True,False,,,,,,,,,,True
3,7,"[1, 42, 278, 4]",12830,4,4,True,False,,,,,,,,,,True
3,7,"[1, 20, 300, 4]",7220,4,4,True,False,,,,,,,,,,True
3,7,"[1, 45, 170, 4]",8375,4,4,True,False,,,,,,,,,,True
3,7,"[1, 34, 246, 4]",9382,4,4,True,False,,,,,,,,,,True
3,7,"[1, 193, 3, 4]",784,4,4,True,False,,,,,,,,,,False
3,7,"[1, 16, 49, 4]",996,4,4,True,False,,,,,,,,,,True
3,7,"[1, 2, 159, 4]",956,4,4,True,False,,,,,,,,,,True
3,7,"[1, 11, 150, 4]",2261,4,4,True,False,,,,,,,,,,True
3,7,"[1, 2, 92, 4]",554,4,4,True,False,,,,,,,,,,True
3,7,"[1, 127, 3, 4]",520,4,4,True,False,,,,,,,,,,False
3,7,"[1, 6, 17, 4]",176,4,4,True,False,,,,,,,,,,True
3,7,"[1, 25, 7, 4]",228,4,4,True,False,,,,,,,,,,True
3,7,"[1, 5, 12, 4]",113,4,4,True,False,,,,,,,,,,True
3,7,"[1, 6, 4, 4]",46,4,4,True,False,,,,,,,,,,True
3,7,"[1, 133, 2, 4]",407,4,4,True,False,,,,,,,,,,False
3,7,"[1, 41, 3, 4]",176,4,4,True,False,,,,,,,,,,False
3,7,"[1, 2, 26, 4]",158,4,4,True,False,,,,,,,,,,True
3,7,"[1, 31, 3, 4]",136,4,4,True,False,,,,,,,,,,False
3,7,"[1, 4, 20, 4]",164,4,4,True,False,,,,,,,,,,True
3,7,"[1, 5, 8, 4]",77,4,4,True,False,,,,,,,,,,True
3,7,"[1, 57, 2, 4]",179,4,4,True,False,,,,,,,,,,False
3,7,"[1, 2, 2, 4]",14,4,4,True,False,,,,,,,,,,True
2,7,"[1, 1, 4]",5,4,4,True,True,,,,,,,,,,True
3,7,"[1, 140, 1, 4]",284,4,4,True,False,,,,,,,,,,False
3,7,"[1, 1, 60, 4]",301,4,4,True,False,,,,,,,,,,True
3,7,"[1, 82, 1, 4]",168,4,4,True,False,,,,,,,,,,False
3,7,"[1, 1, 43, 4]",216,4,4,True,False,,,,,,,,,,True
3,7,"[1, 63, 1, 4]",130,4,4,True,False,,,,,,,,,,False
3,7,"[1, 1, 39, 4]",196,4,4,True,False,,,,,,,,,,True
3,7,"[1, 40, 1, 4]",84,4,4,True,False,,,,,,,,,,False
3,7,"[1, 1, 17, 4]",86,4,4,True,False,,,,,,,,,,True
3,7,"[1, 25, 1, 4]",54,4,4,True,False,,,,,,,,,,False
3,7,"[1, 2, 1, 4]",8,4,4,True,False,,,,,,,,,,False
3,7,"[1, 1, 15, 4]",76,4,4,True,False,,,,,,,,,,True
3,7,"[1, 1, 10, 4]",51,4,4,True,False,,,,,,,,,,True
3,7,"[1, 1, 5, 4]",26,4,4,True,False,,,,,,,,,,True
3,7,"[1, 1, 1, 4]",6,4,4,True,True,,,,,,,,,,True
