h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2,9,"[5, 429, 7]",5148,4719,5005,False,False,,,,,,,,,
2,9,"[5, 601, 7]",7212,5005,5005,True,False,,,,,,,,,
2,9,"[5, 447, 7]",5364,4917,5005,False,False,,,,,,,,,
2,9,"[5, 533, 7]",6396,5005,5005,True,False,,,,,,,,,
2,9,"[5, 451, 7]",5412,4961,5005,False,False,,,,,,,,,
2,9,"[5, 490, 7]",5880,5005,5005,True,False,,,,,,,,,
2,9,"[5, 470, 7]",5640,5005,5005,True,False,,,,,,,,,
2,9,"[5, 452, 7]",5424,4972,5005,False,False,,,,,,,,,
2,9,"[5, 455, 7]",5460,5005,5005,True,True,,,,,,,,,
2,9,"[5, 453, 7]",5436,4983,5005,False,False,,,,,,,,,
2,9,"[5, 454, 7]",5448,4994,5005,False,False,,,,,,,,,
