h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
3,9,"[2, 4, 226, 2]",1364,164,164,True,False
3,9,"[2, 6, 32, 2]",268,164,164,True,False
3,9,"[2, 67, 16, 2]",1238,164,164,True,False
3,9,"[2, 188, 11, 2]",2466,121,164,False,False
3,9,"[2, 221, 13, 2]",3341,143,164,False,False
3,9,"[2, 5, 160, 2]",1130,164,164,True,False
3,9,"[2, 270, 1, 2]",812,11,164,False,False
3,9,"[2, 76, 14, 2]",1244,154,164,False,False
3,9,"[2, 45, 15, 2]",795,164,164,True,False
3,9,"[2, 42, 15, 2]",744,164,164,True,False
3,9,"[2, 262, 14, 2]",4220,154,164,False,False
3,9,"[2, 5, 68, 2]",486,164,164,True,False
3,9,"[2, 288, 10, 2]",3476,110,164,False,False
3,9,"[2, 283, 13, 2]",4271,143,164,False,False
3,9,"[2, 12, 30, 2]",444,164,164,True,False
3,9,"[2, 33, 18, 2]",696,164,164,True,False
3,9,"[2, 290, 2, 2]",1164,22,164,False,False
3,9,"[2, 4, 225, 2]",1358,164,164,True,False
3,9,"[2, 29, 17, 2]",585,164,164,True,False
3,9,"[2, 19, 22, 2]",500,164,164,True,False
3,9,"[2, 4, 147, 2]",890,164,164,True,False
3,9,"[2, 296, 5, 2]",2082,55,164,False,False
3,9,"[2, 17, 15, 2]",319,164,164,True,False
3,9,"[2, 4, 75, 2]",458,164,164,True,False
3,9,"[2, 263, 14, 2]",4236,154,164,False,False
3,9,"[2, 6, 28, 2]",236,164,164,True,False
3,9,"[2, 7, 27, 2]",257,164,164,True,False
3,9,"[2, 4, 44, 2]",272,164,164,True,False
3,9,"[2, 4, 27, 2]",170,139,164,False,False
3,9,"[2, 3, 300, 2]",1506,111,164,False,False
3,9,"[2, 291, 14, 2]",4684,154,164,False,False
3,9,"[2, 298, 1, 2]",896,11,164,False,False
3,9,"[2, 14, 18, 2]",316,164,164,True,False
3,9,"[2, 295, 9, 2]",3263,99,164,False,False
3,9,"[2, 10, 25, 2]",320,164,164,True,False
3,9,"[2, 10, 17, 2]",224,164,164,True,False
3,9,"[2, 8, 25, 2]",266,164,164,True,False
3,9,"[2, 5, 28, 2]",206,164,164,True,False
3,9,"[2, 5, 25, 2]",185,155,164,False,False
3,9,"[2, 298, 11, 2]",3896,121,164,False,False
3,9,"[2, 295, 14, 2]",4748,154,164,False,False
3,9,"[2, 298, 13, 2]",4496,143,164,False,False
3,9,"[2, 299, 10, 2]",3608,110,164,False,False
3,9,"[2, 10, 16, 2]",212,164,164,True,False
3,9,"[2, 4, 36, 2]",224,164,164,True,False
3,9,"[2, 299, 11, 2]",3909,121,164,False,False
3,9,"[2, 8, 21, 2]",226,164,164,True,False
3,9,"[2, 4, 34, 2]",212,164,164,True,False
3,9,"[2, 300, 13, 2]",4526,143,164,False,False
3,9,"[2, 5, 26, 2]",192,161,164,False,False
3,9,"[2, 9, 15, 2]",183,159,164,False,False
3,9,"[2, 298, 14, 2]",4796,154,164,False,False
3,9,"[2, 15, 15, 2]",285,164,164,True,False
3,9,"[2, 6, 22, 2]",188,160,164,False,False
3,9,"[2, 6, 26, 2]",220,164,164,True,False
3,9,"[2, 14, 15, 2]",268,164,164,True,False
3,9,"[2, 4, 28, 2]",176,144,164,False,False
3,9,"[2, 6, 25, 2]",212,164,164,True,False
3,9,"[2, 13, 15, 2]",251,164,164,True,False
3,9,"[2, 7, 24, 2]",230,164,164,True,False
3,9,"[2, 8, 16, 2]",176,152,164,False,False
3,9,"[2, 4, 32, 2]",200,164,164,True,True
3,9,"[2, 9, 19, 2]",227,164,164,True,False
3,9,"[2, 300, 14, 2]",4828,154,164,False,False
3,9,"[2, 8, 18, 2]",196,164,164,True,True
3,9,"[2, 7, 22, 2]",212,164,164,True,False
3,9,"[2, 7, 19, 2]",185,159,164,False,False
3,9,"[2, 12, 15, 2]",234,164,164,True,False
3,9,"[2, 11, 15, 2]",217,164,164,True,False
3,9,"[2, 10, 15, 2]",200,164,164,True,True
3,9,"[2, 4, 30, 2]",188,154,164,False,False
3,9,"[2, 7, 21, 2]",203,164,164,True,False
3,9,"[2, 6, 24, 2]",204,164,164,True,False
3,9,"[2, 7, 20, 2]",194,164,164,True,True
3,9,"[2, 5, 27, 2]",199,164,164,True,True
3,9,"[2, 9, 16, 2]",194,164,164,True,True
3,9,"[2, 4, 31, 2]",194,159,164,False,False
3,9,"[2, 8, 17, 2]",186,161,164,False,False
3,9,"[2, 6, 23, 2]",196,164,164,True,True
