h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2,2,"[6, 5, 1]",35,20,21,False,False,,,,,,,,,
2,2,"[6, 9, 1]",63,21,21,True,False,,,,,,,,,
2,2,"[6, 6, 1]",42,21,21,True,True,,,,,,,,,
3,2,"[6, 28, 15, 1]",603,126,126,True,False,,,,,,,,,
3,2,"[6, 23, 6, 1]",282,111,126,False,False,,,,,,,,,
3,2,"[6, 52, 8, 1]",736,126,126,True,False,,,,,,,,,
3,2,"[6, 27, 18, 1]",666,126,126,True,False,,,,,,,,,
3,2,"[6, 27, 11, 1]",470,126,126,True,False,,,,,,,,,
3,2,"[6, 24, 16, 1]",544,126,126,True,False,,,,,,,,,
3,2,"[6, 16, 18, 1]",402,126,126,True,False,,,,,,,,,
3,2,"[6, 9, 21, 1]",264,90,126,False,False,,,,,,,,,
3,2,"[6, 22, 12, 1]",408,126,126,True,False,,,,,,,,,
3,2,"[6, 52, 6, 1]",630,111,126,False,False,,,,,,,,,
3,2,"[6, 63, 5, 1]",698,95,126,False,False,,,,,,,,,
3,2,"[6, 14, 19, 1]",369,126,126,True,False,,,,,,,,,
3,2,"[6, 59, 6, 1]",714,111,126,False,False,,,,,,,,,
3,2,"[6, 40, 7, 1]",527,126,126,True,False,,,,,,,,,
3,2,"[6, 30, 7, 1]",397,126,126,True,False,,,,,,,,,
3,2,"[6, 12, 7, 1]",163,123,126,False,False,,,,,,,,,
3,2,"[6, 12, 21, 1]",345,126,126,True,False,,,,,,,,,
3,2,"[6, 18, 12, 1]",336,126,126,True,False,,,,,,,,,
3,2,"[6, 19, 10, 1]",314,126,126,True,False,,,,,,,,,
3,2,"[6, 17, 7, 1]",228,126,126,True,False,,,,,,,,,
3,2,"[6, 10, 18, 1]",258,105,126,False,False,,,,,,,,,
3,2,"[6, 14, 14, 1]",294,126,126,True,False,,,,,,,,,
3,2,"[6, 64, 2, 1]",514,41,126,False,False,,,,,,,,,
3,2,"[6, 13, 19, 1]",344,126,126,True,False,,,,,,,,,
3,2,"[6, 11, 16, 1]",258,121,126,False,False,,,,,,,,,
3,2,"[6, 14, 7, 1]",189,126,126,True,False,,,,,,,,,
3,2,"[6, 11, 17, 1]",270,121,126,False,False,,,,,,,,,
3,2,"[6, 64, 3, 1]",579,60,126,False,False,,,,,,,,,
3,2,"[6, 63, 6, 1]",762,111,126,False,False,,,,,,,,,
3,2,"[6, 12, 19, 1]",319,126,126,True,False,,,,,,,,,
3,2,"[6, 11, 21, 1]",318,121,126,False,False,,,,,,,,,
3,2,"[6, 12, 15, 1]",267,126,126,True,False,,,,,,,,,
3,2,"[6, 64, 6, 1]",774,111,126,False,False,,,,,,,,,
3,2,"[6, 13, 7, 1]",176,126,126,True,True,,,,,,,,,
3,2,"[6, 12, 10, 1]",202,126,126,True,False,,,,,,,,,
3,2,"[6, 12, 9, 1]",189,126,126,True,False,,,,,,,,,
3,2,"[6, 12, 8, 1]",176,126,126,True,True,,,,,,,,,
4,2,"[6, 32, 88, 1, 1]",3097,126,1287,False,False,,,,,,,,,
