h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal
2,8,"[1, 132, 2]",396,2,2,True,False,,,,,,,,,,True
2,8,"[1, 129, 2]",387,2,2,True,False,,,,,,,,,,True
2,8,"[1, 87, 2]",261,2,2,True,False,,,,,,,,,,True
2,8,"[1, 12, 2]",36,2,2,True,False,,,,,,,,,,True
2,8,"[1, 2, 2]",6,2,2,True,False,,,,,,,,,,True
3,8,"[1, 137, 257, 2]",35860,2,2,True,False,,,,,,,,,,True
3,8,"[1, 57, 197, 2]",11680,2,2,True,False,,,,,,,,,,True
3,8,"[1, 150, 169, 2]",25838,2,2,True,False,,,,,,,,,,True
3,8,"[1, 68, 134, 2]",9448,2,2,True,False,,,,,,,,,,True
3,8,"[1, 13, 157, 2]",2368,2,2,True,False,,,,,,,,,,True
3,8,"[1, 219, 60, 2]",13479,2,2,True,False,,,,,,,,,,True
3,8,"[1, 10, 204, 2]",2458,2,2,True,False,,,,,,,,,,True
3,8,"[1, 29, 29, 2]",928,2,2,True,False,,,,,,,,,,True
3,8,"[1, 7, 74, 2]",673,2,2,True,False,,,,,,,,,,True
3,8,"[1, 4, 65, 2]",394,2,2,True,False,,,,,,,,,,True
3,8,"[1, 277, 27, 2]",7810,2,2,True,False,,,,,,,,,,True
3,8,"[1, 132, 7, 2]",1070,2,2,True,False,,,,,,,,,,True
3,8,"[1, 83, 27, 2]",2378,2,2,True,False,,,,,,,,,,True
3,8,"[1, 61, 25, 2]",1636,2,2,True,False,,,,,,,,,,True
3,8,"[1, 222, 4, 2]",1118,2,2,True,False,,,,,,,,,,True
3,8,"[1, 6, 15, 2]",126,2,2,True,False,,,,,,,,,,True
3,8,"[1, 123, 5, 2]",748,2,2,True,False,,,,,,,,,,True
3,8,"[1, 3, 158, 2]",793,2,2,True,False,,,,,,,,,,True
3,8,"[1, 248, 2, 2]",748,2,2,True,False,,,,,,,,,,True
3,8,"[1, 57, 8, 2]",529,2,2,True,False,,,,,,,,,,True
3,8,"[1, 2, 286, 2]",1146,2,2,True,False,,,,,,,,,,True
3,8,"[1, 2, 47, 2]",190,2,2,True,False,,,,,,,,,,True
3,8,"[1, 9, 3, 2]",42,2,2,True,False,,,,,,,,,,True
3,8,"[1, 6, 8, 2]",70,2,2,True,False,,,,,,,,,,True
3,8,"[1, 7, 5, 2]",52,2,2,True,False,,,,,,,,,,True
3,8,"[1, 5, 14, 2]",103,2,2,True,False,,,,,,,,,,True
3,8,"[1, 3, 34, 2]",173,2,2,True,False,,,,,,,,,,True
3,8,"[1, 49, 2, 2]",151,2,2,True,False,,,,,,,,,,True
3,8,"[1, 3, 17, 2]",88,2,2,True,False,,,,,,,,,,True
3,8,"[1, 6, 2, 2]",22,2,2,True,False,,,,,,,,,,True
3,8,"[1, 4, 8, 2]",52,2,2,True,False,,,,,,,,,,True
3,8,"[1, 2, 35, 2]",142,2,2,True,False,,,,,,,,,,True
3,8,"[1, 2, 6, 2]",26,2,2,True,False,,,,,,,,,,True
3,8,"[1, 2, 4, 2]",18,2,2,True,False,,,,,,,,,,True
3,8,"[1, 2, 2, 2]",10,2,2,True,False,,,,,,,,,,True
2,8,"[1, 1, 2]",3,2,2,True,True,,,,,,,,,,True
3,8,"[1, 228, 1, 2]",458,2,2,True,False,,,,,,,,,,False
3,8,"[1, 155, 1, 2]",312,2,2,True,False,,,,,,,,,,False
3,8,"[1, 63, 1, 2]",128,2,2,True,False,,,,,,,,,,False
3,8,"[1, 1, 132, 2]",397,2,2,True,False,,,,,,,,,,True
3,8,"[1, 1, 38, 2]",115,2,2,True,False,,,,,,,,,,True
3,8,"[1, 1, 10, 2]",31,2,2,True,False,,,,,,,,,,True
3,8,"[1, 27, 1, 2]",56,2,2,True,False,,,,,,,,,,False
3,8,"[1, 3, 1, 2]",8,2,2,True,False,,,,,,,,,,False
3,8,"[1, 1, 7, 2]",22,2,2,True,False,,,,,,,,,,True
3,8,"[1, 1, 5, 2]",16,2,2,True,False,,,,,,,,,,True
3,8,"[1, 1, 3, 2]",10,2,2,True,False,,,,,,,,,,True
3,8,"[1, 1, 2, 2]",7,2,2,True,False,,,,,,,,,,True
3,8,"[1, 2, 1, 2]",6,2,2,True,False,,,,,,,,,,False
3,8,"[1, 1, 1, 2]",4,2,2,True,True,,,,,,,,,,True
4,8,"[1, 1, 1, 1, 2]",5,2,2,True,True,,,,,,,,,,
